111.814,111.79,111.79,107.032,107.032,107.026
130.98,105.795,105.795,104.011,104.011,103.285
119.974,119.967,104.543,104.466,104.466,101.18
116.129,114.872,109.962,107.254,105.754,103.185
117.413,111.457,109.889,106.368,105.623,105.522
111.796,110.934,110.855,110.163,108.79,104.081
120.411,119.604,110.072,109.451,101.584,91.851
125.303,112.899,108.319,104.584,103.491,102.357
115.944,114.797,114.381,111.574,104.442,93.991
123.443,109.038,107.086,106.547,105.349,104.3
125.867,110.237,108.228,105.551,104.005,102.052
116.872,116.872,113.954,113.954,98.262,98.065
123.203,109.433,108.168,105.623,105.242,103.816
124.298,124.298,121.796,121.796,85.158,84.474
122.439,110.42,107.518,106.613,105.593,103.232
111.045,110.769,109.81,109.372,109.117,106.678
125.761,109.932,107.963,107.032,104.951,99.811
110.506,110.481,110.157,110.133,108.337,107.236
123.292,112.998,106.517,106.028,103.987,102.38
117.11,113.879,111.814,110.506,101.549,101.473
113.21,112.799,111.925,109.548,104.981,104.135
116.853,109.342,109.342,108.615,108.615,103.197
113.753,112.327,111.654,108.427,107.59,102.427
117.969,109.153,109.153,108.609,108.609,102.187
112.625,111.051,110.432,109.378,107.434,105.706
117.6,109.603,109.524,109.19,108.826,100.784
165.72,95.918,95.918,95.918,95.918,67.877
117.11,113.879,111.814,110.506,101.549,101.473
113.21,112.799,111.925,109.548,104.981,104.135
133.283,133.283,111.457,107.494,88.877,88.877
113.385,110.42,109.652,108.566,107.62,107.032
116.66,111.672,108.463,107.909,107.434,104.276
116.821,111.562,108.379,107.897,107.422,104.318
113.697,112.811,110.732,108.482,107.266,103.297
112.439,110.977,108.857,108.857,107.866,107.866
113.385,110.42,109.652,108.566,107.62,107.032
113.222,112.799,110.628,110.457,105.325,103.963
114.437,111.969,111.42,108.844,107.188,102.304
115.849,109.457,109.451,107.578,107.122,107.122
114.318,111.106,111.039,108.361,105.873,105.694
113.778,112.936,112.297,107.218,107.104,102.639
110.212,110.212,110.212,108.723,108.723,108.723
117.529,114.393,113.023,111.734,99.602,99.491
113.772,110.371,110.267,109.451,108.966,103.509
115.113,109.147,109.147,108.361,108.361,106.356
124.988,124.981,102.316,102.316,102.316,102.316
116.398,112.241,110.243,109.105,105.783,102.298
116.321,114.854,107.927,107.452,106.254,103.244
118.692,116.93,113.966,109.566,106.362,86.732
112.501,111.315,109.494,108.228,108.029,107.296
111.716,111.709,108.361,108.361,108.361,108.361
111.913,111.907,108.264,108.264,108.264,108.264
111.783,111.777,108.331,108.331,108.331,108.331
114.828,111.783,111.285,109.166,107.158,102.228
112.061,111.598,111.155,110.334,107.05,104.288
114.557,114.017,109.469,109.044,105.456,103.845
109.81,109.81,109.798,109.16,109.123,109.123
117.342,113.472,112.42,107.254,106.034,99.858
119.531,119.531,110.622,110.622,108.699,87.071
117.477,113.478,113.478,104.543,102.815,102.815
118.372,111.814,110.708,106.218,105.1,103.733
114.803,111.901,110.769,109.542,104.975,104.702
120.192,111.975,110.048,107.452,103.987,101.274
112.142,111.777,111.002,109.384,106.457,105.968
113.035,111.82,110.506,110.182,110.127,100.492
112.482,111.235,110.818,108.433,108.361,105.236
115.233,112.241,112.241,111.242,103.079,103.079
111.309,110.542,110.176,109.913,107.951,106.9
140.642,134.886,119.144,114.822,76.803,73.913
113.035,111.82,110.506,110.182,110.127,100.492
115.233,112.241,112.241,111.242,103.079,103.079
111.512,110.683,109.968,109.396,107.758,107.392
116.545,110.426,109.603,109.275,106.427,104.56
115.163,111.901,110.048,109.92,104.975,104.702
127.186,127.178,107.188,100.568,100.568,96.846
111.162,110.757,110.542,109.913,107.951,106.439
109.475,109.475,109.475,109.469,109.469,109.469
109.475,109.475,109.475,109.469,109.469,109.469
109.475,109.475,109.475,109.469,109.469,109.469
109.475,109.475,109.475,109.469,109.469,109.469
109.475,109.475,109.475,109.469,109.469,109.469
109.475,109.475,109.475,109.469,109.469,109.469
115.163,111.901,110.048,109.92,104.975,104.702
109.475,109.475,109.475,109.469,109.469,109.469
112.142,111.777,111.002,109.384,106.457,105.968
109.475,109.475,109.475,109.469,109.469,109.469
112.482,111.235,110.818,108.433,108.361,105.236
109.469,109.469,109.469,109.469,109.469,109.469
111.162,110.757,110.542,109.913,107.951,106.439
109.469,109.469,109.469,109.469,109.469,109.469
113.929,111.642,111.358,109.396,105.522,104.827
109.475,109.475,109.475,109.469,109.469,109.469
112.513,112.092,110.941,109.263,105.998,105.926
109.475,109.475,109.469,109.469,109.469,109.469
112.334,111.414,110.824,108.53,108.252,105.189
109.652,109.652,109.384,109.384,109.384,109.384
111.79,110.298,110.2,110.157,107.993,106.308
109.652,109.652,109.384,109.384,109.384,109.384
109.731,109.731,109.725,109.214,109.214,109.208
109.731,109.731,109.731,109.208,109.208,109.208
109.475,109.475,109.469,109.469,109.469,109.469
111.457,110.763,110.751,110.005,106.942,106.822
112.334,111.414,110.824,108.53,108.252,105.189
180,180,90.39,90.39,89.61,89.61
180,180,90.355,90.355,89.645,89.645
180,180,90.315,90.315,89.691,89.685
180,180,90.246,90.241,89.759,89.754
180,180,90.166,90.166,89.834,89.834
180,180,90.086,90.086,89.914,89.914
180,180,90.046,90.046,89.954,89.954
113.929,111.642,111.358,109.396,105.522,104.827
180,180,90,90,90,90
112.513,112.092,110.941,109.263,105.998,105.926
116.507,115.455,109.518,106.123,105.1,104.407
112.88,112.037,110.892,109.153,106.045,105.736
116.347,112.532,110.714,109.67,104.064,103.05
112.21,111.143,110.904,108.887,108.3,105.135
117.853,114.337,109.348,106.912,105.005,103.562
114.57,112.47,109.36,109.002,107.11,103.946
116.507,114.639,110.928,105.95,105.7,103.173
113.547,111.716,111.494,109.014,105.891,105.04
