,Cif,Name,Site,CN,OS,Period,Group,SDofBV,Angles,Planes
1264,193926.cif,Cu2+:16.000 K1+:10.000 Na1+:6.000 O2-:72.000 S6+:16.000,Cu4,5.0,2.0,4,1,0.097,"[173.773, 170.47, 101.988, 101.695, 99.875, 88.917, 87.507, 82.727, 81.721, 80.125]","{(-2.69, 5.32, 4.2), (2.12, 1.49, -7.24), (2.05, 0.74, -6.5), (4.68, 7.67, 1.18), (1.68, 0.75, -7.39), (-7.29, 4.94, 0.92), (-5.25, -0.87, -4.22), (-0.29, 7.31, -2.98), (6.64, 1.12, -3.22), (1.75, 1.5, -8.13)}"
1268,194194.cif,H1+:48.000 Na1+:32.000 O2-:88.000 Se6+:16.000,Na2,5.0,1.0,3,1,0.015,"[155.951, 144.115, 126.171, 111.919, 91.765, 91.484, 90.304, 89.628, 84.151, 79.117]","{(-9.82, 2.1, -4.84), (8.98, -7.82, -6.27), (6.61, 6.69, 3.98), (7.03, 6.53, 2.47), (-6.21, -8.05, -2.19), (4.94, 2.49, -7.42), (3.63, -9.65, 1.26), (-4.89, 4.08, -10.86), (-5.78, -8.21, -3.69), (1.68, 4.7, 10.0)}"
1269,195511.cif,D1+:32.000 Mo6+:8.000 Na1+:16.000 O2-:48.000,Na2,5.0,1.0,3,1,0.016,"[176.286, 153.962, 111.358, 95.388, 94.353, 93.222, 91.639, 87.381, 86.853, 85.791]","{(5.88, 4.8, -5.75), (-8.7, 4.79, 5.28), (-6.59, 4.5, 7.26), (9.4, 7.8, 3.87), (-7.36, 7.07, 4.07), (-1.36, 10.8, -0.5), (2.06, 1.79, 9.65), (-2.77, 7.51, -8.13), (-5.25, 6.78, 6.06), (-8.78, 3.78, -3.56)}"
1270,195512.cif,D1+:32.000 Na1+:16.000 O2-:48.000 W6+:8.000,Na2,5.0,1.0,3,1,0.014,"[176.758, 154.356, 111.094, 95.106, 93.423, 93.359, 91.897, 87.874, 86.744, 86.572]","{(5.89, 4.82, -5.75), (-8.69, 4.76, 5.25), (-6.67, 4.54, 7.26), (9.33, 7.82, 3.85), (-7.36, 7.0, 4.03), (-1.42, 10.73, -0.52), (2.06, 1.85, 9.61), (-2.84, 7.51, -8.1), (-5.33, 6.77, 6.04), (-8.78, 3.77, -3.55)}"
1271,1968.cif,F1-:20.000 Na1+:2.000 Sb3+:6.000,Sb1,5.0,3.0,5,5,0.269,"[152.886, 152.412, 119.433, 88.757, 85.549, 82.478, 77.678, 75.528, 75.487, 74.074]","{(-3.8, 4.91, 3.61), (6.03, 2.62, -2.52), (-0.01, -1.19, 6.45), (-3.72, 0.3, 4.79), (0.02, -1.28, 6.86), (-0.06, 3.33, 5.68), (-6.13, 2.77, -3.07), (2.32, 4.11, -4.19), (0.0, 1.97, -10.86), (-0.04, 2.05, -11.27)}"
1273,200237.cif,Cd2+:12.000 Na1+:8.000 O2-:40.000 Si4+:12.000,Cd2,5.0,2.0,5,2,0.044,"[174.154, 148.19, 116.827, 98.262, 93.572, 92.631, 92.321, 91.92, 86.6, 79.572]","{(7.44, 5.17, -2.89), (-0.01, 6.91, -9.9), (0.68, -5.25, -8.37), (-9.01, 4.18, 2.02), (-6.59, 1.14, -5.62), (-0.61, 9.83, -0.01), (6.3, -6.86, -3.61), (-7.19, 4.05, 4.26), (5.02, 8.21, 4.75), (8.12, -6.99, -1.37)}"
1276,200680.cif,Co2+:2.000 Ge4+:2.000 Na1+:4.000 O2-:8.000,Na1,5.0,1.0,3,1,0.06,"[162.999, 133.251, 105.801, 104.981, 103.609, 103.274, 102.24, 87.891, 72.782, 63.73]","{(4.78, 0.37, -10.62), (3.19, 6.46, 5.1), (0.0, 9.72, 1.92), (4.78, -1.12, 12.12), (0.0, -5.28, -10.36), (0.0, -6.78, 12.38), (-4.7, -8.89, 6.34), (3.19, -8.54, -7.18), (-4.7, 7.61, -4.12), (12.68, -0.78, -1.4)}"
1281,200960.cif,F1-:24.000 Na1+:16.000 O2-:32.000 S6+:8.000 Sb3+:8.000,Sb1,5.0,3.0,5,5,0.243,"[154.796, 154.796, 100.381, 88.436, 84.693, 84.693, 80.41, 80.41, 71.899, 71.899]","{(4.09, 2.07, -4.58), (4.09, 4.85, -0.47), (0.0, -3.89, -5.76), (0.0, -10.82, -0.7), (0.0, -4.94, 3.61), (4.09, -4.85, 0.47), (0.0, -7.72, -0.5), (4.09, -2.07, 4.58)}"
1282,201545.cif,H1+:40.000 Na1+:8.000 O2-:20.000 S2-:4.000,Na2,5.0,1.0,3,1,0.017,"[131.338, 131.338, 114.331, 114.331, 114.331, 114.331, 80.944, 80.944, 79.508, 79.508]","{(-0.0, 9.54, 0.0), (11.88, 4.77, 0.0), (-11.88, -0.0, 12.05), (11.88, -0.0, 12.05), (-11.88, 4.77, 0.0), (-0.0, -4.77, -12.05), (0.0, -9.54, 0.0), (0.0, -4.77, 12.05)}"
1286,20185.cif,Cd2+:8.000 Na1+:16.000 O2-:40.000 Si4+:12.000,Cd1,5.0,2.0,5,2,0.035,"[172.932, 131.369, 121.54, 106.649, 97.712, 94.175, 93.624, 88.47, 86.066, 80.729]","{(-9.2, -1.89, 2.96), (-7.56, -6.02, 0.64), (-0.8, 3.62, 12.09), (1.49, 9.47, 3.2), (-2.01, -6.33, 5.94), (10.02, -0.56, 0.75), (-4.06, 9.79, -2.1), (8.38, 3.57, 3.06), (-6.91, 3.96, -5.93), (7.17, -6.39, -3.09)}"
1287,20185.cif,Cd2+:8.000 Na1+:16.000 O2-:40.000 Si4+:12.000,Na1,5.0,1.0,3,1,0.059,"[144.637, 137.29, 127.214, 118.294, 104.407, 87.123, 86.853, 82.478, 76.703, 58.54]","{(-2.67, -5.19, -6.21), (6.91, -11.16, -3.74), (-1.06, 5.19, 5.21), (-8.3, -4.31, 6.62), (11.18, -0.83, 1.15), (-0.15, 5.19, 11.68), (-3.58, -5.19, -12.69), (0.68, 5.14, -7.8), (-4.95, 6.02, 5.03), (3.03, -10.34, -3.92)}"
1290,20205.cif,Na1+:4.000 O2-:10.000 Si4+:2.000 Ti4+:2.000,Ti1,5.0,4.0,4,4,0.183,"[145.055, 145.055, 107.47, 107.47, 107.47, 107.47, 84.831, 84.831, 84.831, 84.831]","{(-4.4, -4.4, -3.64), (0.0, 0.0, 7.27), (8.79, 0.0, 0.0), (0.0, -8.79, -0.0), (-0.0, 0.0, -7.27), (-4.4, -4.4, 3.64), (4.4, -4.4, -3.64), (4.4, -4.4, 3.64)}"
1291,202115.cif,Li1+:48.000 Na1+:16.000 O2-:64.000 Si4+:16.000,Li3,5.0,1.0,2,1,0.053,"[154.796, 124.167, 118.967, 115.582, 108.101, 97.059, 96.24, 87.627, 77.291, 73.399]","{(-7.54, 2.12, 0.3), (-4.78, -8.77, 0.57), (-6.86, 3.42, 2.46), (5.83, -5.11, -0.1), (-5.26, -2.87, 6.84), (5.35, 0.79, 6.16), (-0.41, 1.61, -10.79), (1.19, -4.68, -6.41), (-1.58, 6.21, -6.68), (6.52, -3.81, 2.05)}"
1292,202116.cif,Ge4+:16.000 Li1+:48.000 Na1+:16.000 O2-:64.000,Li3,5.0,1.0,2,1,0.067,"[157.789, 122.799, 118.294, 116.885, 105.088, 97.083, 95.336, 83.771, 83.235, 75.28]","{(5.32, -1.0, -6.58), (-2.03, -6.17, 7.25), (1.69, 5.13, 7.14), (-0.36, -1.1, 11.4), (-8.17, -2.46, -0.17), (6.99, 4.07, -2.44), (-7.26, -3.82, -2.66), (-5.21, 2.41, -6.93), (6.09, 5.43, 0.06), (-4.44, 8.84, -0.28)}"
1294,202150.cif,Cs1+:8.000 Fe3+:16.000 Na1+:40.000 O2-:48.000,Na3,5.0,1.0,3,1,0.052,"[142.684, 131.506, 114.249, 114.249, 100.073, 100.073, 95.043, 95.043, 71.343, 71.343]","{(-2.18, -8.75, -5.32), (-1.03, 7.91, 0.0), (4.39, -8.23, 5.32), (7.54, 0.6, -10.64), (-4.39, 8.23, 5.32), (14.12, 1.12, 0.0), (2.18, 8.75, -5.32), (1.18, -9.07, 10.64), (7.54, 0.6, 10.64), (1.18, -9.07, -10.64)}"
1295,202150.cif,Cs1+:8.000 Fe3+:16.000 Na1+:40.000 O2-:48.000,Na4,5.0,1.0,3,1,0.047,"[147.576, 129.74, 122.922, 106.511, 104.566, 97.631, 97.308, 89.914, 77.074, 74.109]","{(8.35, -4.59, -4.74), (-8.22, 0.16, -2.95), (-0.59, 7.93, -9.87), (0.58, 6.98, 10.96), (-9.07, 2.02, -5.88), (9.78, -0.44, 8.93), (8.61, 0.51, -11.91), (-0.01, 13.93, 0.86), (-8.47, -4.93, 4.22), (8.93, 1.42, 6.0)}"
1296,202215.cif,Na1+:2.000 O2-:22.000 V3+:6.000 V4+:6.000,V2,5.0,4.0,4,5,0.23,"[180.0, 120.013, 120.007, 119.98, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0]","{(5.53, 3.33, 2.76), (5.65, -3.13, -2.76), (-5.65, 3.13, -2.76), (0.11, -6.46, 2.76), (3.84, -6.39, 0.0), (0.0, 0.0, 8.28), (-0.11, 6.46, 2.76), (-7.45, -0.13, 0.0), (-5.53, -3.33, 2.76), (3.61, 6.52, 0.0)}"
1302,202529.cif,Cu2+:2.000 Fe3+:4.000 Na1+:2.000 O2-:24.000 V5+:6.000,Cu1,5.0,2.0,4,1,0.064,"[165.581, 133.047, 131.782, 98.494, 95.371, 94.801, 94.646, 87.071, 80.09, 79.648]","{(0.51, 7.09, 4.43), (2.82, -4.84, -5.73), (-6.63, -2.51, -3.33), (-4.88, 2.73, -4.08), (2.87, 3.49, 7.21), (6.7, 0.08, -2.53), (-4.27, -6.11, -0.55), (-1.63, 7.4, 0.49), (4.95, -5.16, -1.78), (2.2, 3.99, -9.26)}"
1305,20639.cif,Ba2+:8.000 Na1+:8.000 Nd3+:8.000 O2-:56.000 Si4+:16.000,Na1,5.0,1.0,3,1,0.036,"[147.887, 147.736, 123.78, 110.084, 102.023, 94.629, 89.255, 88.201, 79.228, 61.758]","{(1.52, -8.16, 0.89), (-0.66, -8.73, 6.89), (-7.65, 6.44, 4.25), (3.36, -0.83, -10.64), (5.08, 10.57, -6.57), (-5.37, 5.45, -1.08), (3.79, -9.14, -4.44), (-9.36, -4.96, 0.18), (-4.91, -5.38, -11.15), (2.9, 10.0, -0.57)}"
1309,20774.cif,Na1+:48.000 O2-:144.000 Si4+:48.000 Y3+:16.000,Na3,5.0,1.0,3,1,0.05,"[169.737, 136.054, 122.256, 108.675, 101.595, 96.557, 94.652, 87.822, 76.273, 73.788]","{(-5.66, -7.7, 1.9), (8.99, -7.7, 9.3), (3.52, 3.12, 9.3), (3.3, -9.77, -3.0), (-6.7, 4.58, 7.68), (-6.92, -8.31, -4.63), (-11.13, 3.12, 1.91), (-6.68, -1.54, 8.29), (-12.37, -3.61, -4.01), (-11.11, -3.01, 2.52)}"
1310,20774.cif,Na1+:48.000 O2-:144.000 Si4+:48.000 Y3+:16.000,Na4,5.0,1.0,3,1,0.044,"[161.623, 128.572, 117.794, 112.03, 107.02, 102.592, 99.439, 82.397, 78.925, 62.193]","{(2.7, 4.82, 7.64), (2.17, -11.91, -1.54), (7.39, -7.68, 6.46), (-9.14, 3.29, -10.2), (-11.29, 2.92, -1.27), (-13.95, -7.62, -3.33), (-6.07, 7.15, 6.73), (0.04, -5.72, 5.58), (-1.79, 1.33, -9.32), (6.98, -1.0, -8.41)}"
1311,20774.cif,Na1+:48.000 O2-:144.000 Si4+:48.000 Y3+:16.000,Na10,5.0,1.0,3,1,0.064,"[149.004, 136.661, 117.918, 109.439, 108.826, 102.445, 93.05, 82.6, 82.409, 56.962]","{(11.96, 1.19, -2.06), (-3.77, -7.63, -4.97), (-0.6, -5.63, 5.36), (6.52, -6.87, -6.95), (9.59, 10.19, -3.19), (-7.6, 8.54, 0.17), (2.68, 9.3, -1.81), (-2.06, 1.54, 11.62), (-7.5, -6.52, 6.74), (15.13, 3.2, 8.27)}"
1314,20830.cif,Mg2+:5.000 Mo6+:6.000 Na1+:2.000 O2-:24.000,Mg3,5.0,2.0,3,2,0.019,"[161.37, 132.175, 128.47, 106.888, 99.823, 95.388, 87.346, 84.364, 78.007, 77.397]","{(-10.23, -3.27, -1.07), (-2.48, -2.93, 11.87), (3.29, 7.46, 2.02), (6.56, 4.92, 5.17), (2.67, -5.15, -5.49), (7.14, -2.27, 4.31), (-1.34, 8.13, -2.1), (-6.96, -5.81, 2.07), (7.29, -5.82, -1.37), (-10.38, 0.28, 4.6)}"
1315,20830.cif,Mg2+:5.000 Mo6+:6.000 Na1+:2.000 O2-:24.000,Na1,5.0,1.0,3,1,0.022,"[161.37, 132.175, 128.47, 106.888, 99.823, 95.388, 87.346, 84.364, 78.007, 77.397]","{(-10.23, -3.27, -1.07), (-2.48, -2.93, 11.87), (3.29, 7.46, 2.02), (6.56, 4.92, 5.17), (2.67, -5.15, -5.49), (7.14, -2.27, 4.31), (-1.34, 8.13, -2.1), (-6.96, -5.81, 2.07), (7.29, -5.82, -1.37), (-10.38, 0.28, 4.6)}"
1318,21803.cif,As5+:8.000 Cu2+:6.000 H1+:16.000 Na1+:4.000 O2-:36.000,Cu1,5.0,2.0,4,1,0.069,"[174.154, 165.93, 105.831, 101.011, 93.067, 92.315, 90.796, 87.685, 87.036, 80.009]","{(-0.14, 7.7, 0.48), (0.6, 7.67, 0.33), (6.17, -2.8, -1.13), (1.63, 3.24, 6.33), (6.33, 4.91, -0.97), (7.35, 0.49, 5.03), (0.31, -7.8, 0.29), (1.49, -4.51, 6.45), (-0.44, -7.77, 0.44), (-4.99, -1.72, 7.9)}"
1319,21951.cif,Mn2+:132.000 Na1+:52.248 O2-:432.000 P5+:108.000,Mn5,5.0,2.0,4,7,0.052,"[162.824, 126.498, 121.655, 108.095, 107.614, 100.632, 96.384, 87.019, 79.793, 66.497]","{(5.93, 3.51, -3.75), (-1.13, 8.76, -3.48), (4.26, 6.69, 8.4), (-6.97, 1.79, 5.42), (3.95, 8.8, -1.38), (-7.28, 3.89, -4.36), (0.86, 3.47, -5.84), (7.91, 1.96, -0.15), (-8.94, 3.33, 1.82), (-2.79, 8.21, 2.71)}"
1320,21951.cif,Mn2+:132.000 Na1+:52.248 O2-:432.000 P5+:108.000,Mn6,5.0,2.0,4,7,0.062,"[156.679, 127.078, 115.176, 114.456, 105.605, 100.515, 95.221, 82.987, 82.27, 75.457]","{(-4.07, -5.81, 4.97), (3.09, 7.78, 2.1), (3.67, -6.6, 4.94), (6.24, 1.06, 6.35), (8.74, -0.98, -4.03), (1.1, -7.13, 2.27), (-1.98, 2.16, 11.07), (6.73, -6.38, 2.93), (8.25, 6.45, -0.6), (4.15, -6.91, 0.25)}"
1324,230850.cif,Fe2+:16.000 Na1+:16.000 O2-:144.000 P5+:48.000,Na4,5.0,1.0,3,1,0.027,"[172.054, 169.932, 120.537, 111.969, 105.771, 100.178, 87.725, 71.947, 69.433, 69.127]","{(-1.1, -11.24, -1.38), (-11.36, 4.88, 2.43), (-5.26, 10.67, 7.89), (-5.55, -5.93, -5.51), (-4.22, 5.25, -4.23), (1.43, 11.15, 1.69), (1.88, 11.03, 1.23), (-6.92, -0.43, 6.56), (1.14, -5.44, -11.71), (-1.55, -11.12, -0.92)}"
1325,23395.cif,Ag1+:1.600 Na1+:6.400 O2-:56.000 Te4+:8.000 Te6+:12.000,Te3,5.0,4.0,5,6,0.359,"[176.758, 165.217, 102.369, 98.986, 92.298, 90.837, 86.784, 85.871, 78.849, 69.623]","{(5.1, 2.14, -3.94), (6.1, 4.43, 1.43), (-5.65, 3.68, 3.99), (-0.58, -2.33, -6.45), (-2.93, 3.47, -5.06), (-6.66, 1.39, -1.38), (8.28, -3.56, -4.59), (-6.48, 3.58, 3.25), (-2.75, 5.66, -0.43), (7.45, -3.66, -5.33)}"
1326,23395.cif,Ag1+:1.600 Na1+:6.400 O2-:56.000 Te4+:8.000 Te6+:12.000,Te4,5.0,4.0,5,6,0.276,"[170.164, 165.696, 104.028, 98.47, 90.355, 89.175, 85.705, 85.337, 81.697, 77.232]","{(5.86, -4.28, -3.86), (6.73, -3.73, -2.32), (0.35, 2.79, 6.4), (6.71, -1.28, 2.04), (-2.86, 3.22, -5.22), (-8.48, 2.98, 3.71), (5.96, 5.47, 1.82), (-7.62, 3.53, 5.25), (5.11, 2.48, -4.08), (-2.87, 5.67, -0.86)}"
1331,236403.cif,Fe3+:4.000 Li1+:4.000 Na1+:8.048 O2-:24.000 Te6+:4.000,Na1,5.0,1.0,3,1,0.151,"[170.575, 161.067, 118.901, 116.059, 104.436, 95.52, 89.977, 76.803, 72.62, 68.642]","{(-10.53, -0.54, 0.36), (-5.45, 8.91, 0.48), (-5.63, 9.21, -0.02), (-5.53, 9.14, -7.61), (-5.51, -9.35, -0.21), (4.67, -8.82, -0.46), (4.85, -9.12, 0.05), (-10.43, -0.61, -7.22), (-0.25, -0.09, -7.47), (-5.43, -9.58, 7.88)}"
1351,237850.cif,Fe2+:4.000 Na1+:8.000 O2-:28.000 P5+:8.000,Na6,5.0,1.0,3,1,0.073,"[143.726, 143.245, 134.918, 132.16, 95.238, 90.991, 83.846, 72.2, 71.627, 68.297]","{(3.71, 2.74, 5.84), (11.45, -1.12, 0.1), (6.73, -6.72, 7.25), (7.74, -3.86, -5.75), (-7.74, 3.86, 5.74), (3.02, -9.46, 1.41), (-7.74, 3.86, 5.75), (-4.72, -5.6, 7.15), (-8.43, -8.34, 1.31), (7.74, -3.86, -5.74)}"
1361,239306.cif,Mn3+:4.500 Mn4+:4.500 Na1+:8.960 O2-:36.000 Ti3+:4.500 Ti4+:4.500,Mn4,5.0,3.0,4,7,0.077,"[170.299, 170.299, 98.013, 95.049, 95.049, 94.313, 94.313, 93.21, 83.616, 83.616]","{(-4.1, 6.32, 0.0), (2.05, -3.16, 5.9), (-7.61, -0.31, -0.0), (3.51, 6.63, -0.0), (-2.05, 3.16, 5.9), (-5.56, -3.47, 5.9), (5.56, 3.47, 5.9)}"
1364,239391.cif,Na1+:2.000 O2-:30.000 V4+:2.040 V5+:9.960,V3,5.0,4.0,4,5,0.287,"[148.638, 146.491, 106.906, 104.46, 103.126, 103.126, 96.615, 96.609, 76.361, 76.355]","{(-6.06, 0.35, -2.65), (6.06, 0.35, 2.65), (-7.01, 0.0, -2.68), (1.57, 0.0, -7.3), (5.12, -0.0, 2.61), (4.29, -4.24, -2.31), (0.0, -7.76, 0.0), (1.77, -3.17, 4.96), (-4.29, -4.24, 2.31), (-1.77, -3.17, -4.96)}"
1365,239392.cif,Na1+:2.000 O2-:30.000 V4+:2.040 V5+:9.960,V3,5.0,4.0,4,5,0.314,"[150.645, 146.814, 107.596, 104.123, 104.123, 101.759, 95.486, 95.486, 77.567, 77.567]","{(1.79, 0.0, -7.19), (-6.61, 0.0, -3.01), (5.88, 0.12, 2.8), (5.15, -0.0, 2.58), (4.2, -4.08, -2.09), (0.0, -7.41, 0.0), (1.68, -3.21, 4.88), (-5.88, 0.12, -2.8), (-4.2, -4.08, 2.09), (-1.68, -3.21, -4.88)}"
1366,239393.cif,Na1+:2.000 O2-:30.000 V4+:2.040 V5+:9.960,V3,5.0,4.0,4,5,0.261,"[149.26, 149.137, 107.957, 103.656, 103.656, 102.903, 93.71, 93.71, 79.199, 79.199]","{(2.12, 0.0, -7.07), (-5.78, 0.25, -2.83), (5.78, 0.25, 2.83), (4.27, -4.01, -2.1), (0.0, -7.55, 0.0), (5.13, -0.0, 2.79), (1.51, -3.29, 4.93), (-6.43, 0.0, -2.87), (-4.27, -4.01, 2.1), (-1.51, -3.29, -4.93)}"
1367,239394.cif,Na1+:2.000 O2-:30.000 V4+:1.020 V5+:10.980,V2,5.0,4.0,4,5,0.288,"[158.388, 147.865, 106.045, 104.507, 104.507, 95.555, 95.336, 95.336, 79.49, 79.49]","{(-5.17, 3.52, 0.83), (-0.47, 4.11, -4.54), (-0.0, 7.3, 0.0), (5.17, 3.52, -0.83), (0.47, 4.11, 4.54), (5.65, 0.34, 3.71), (-5.65, 0.34, -3.71), (6.32, 0.0, 3.76), (-4.97, 0.0, -3.67), (5.38, 0.0, -5.33)}"
1369,239707.cif,In3+:8.000 Na1+:8.000 S2-:24.000 Si4+:4.000,Na2,5.0,1.0,3,1,0.035,"[147.448, 138.443, 119.071, 114.866, 97.493, 89.461, 89.009, 85.618, 79.822, 69.139]","{(16.38, 3.27, 8.48), (2.0, -5.82, -12.01), (-12.91, 4.54, 8.24), (1.5, 13.05, 0.09), (-5.24, 9.53, 3.94), (6.41, -9.86, 3.92), (-0.33, -13.37, 7.76), (9.68, -0.82, -16.31), (1.97, -5.24, 16.63), (11.97, 7.31, -7.44)}"
1370,239708.cif,Ge4+:4.000 In3+:8.000 Na1+:8.000 S2-:24.000,Na1,5.0,1.0,3,1,0.068,"[161.388, 123.271, 118.086, 116.053, 101.712, 101.514, 93.899, 90.16, 86.256, 67.858]","{(-16.95, -0.75, 5.32), (13.17, 7.39, -0.7), (-1.05, -14.58, 8.5), (9.62, 1.63, 13.11), (-8.38, 6.82, -17.09), (-6.29, 15.47, 9.92), (-12.61, 7.32, -6.62), (-16.27, -7.0, 8.64), (13.85, 1.13, 2.63), (6.85, -0.76, -17.23)}"
1371,239708.cif,Ge4+:4.000 In3+:8.000 Na1+:8.000 S2-:24.000,Na2,5.0,1.0,3,1,0.036,"[147.64, 139.925, 116.68, 115.119, 98.418, 89.96, 87.386, 85.825, 77.215, 71.736]","{(16.52, 3.2, 8.89), (-0.09, -13.63, 8.44), (-12.74, 4.57, 8.05), (2.33, -5.35, 17.11), (1.45, 13.13, -0.18), (-5.33, 9.8, 3.79), (6.69, -10.31, 4.47), (9.36, -0.75, -16.66), (11.79, 7.53, -7.99), (1.96, -5.98, -12.41)}"
1375,239879.cif,Na1+:16.000 O2-:120.000 Si4+:48.000 Zr4+:8.000,Na1,5.0,1.0,3,1,0.055,"[174.938, 174.938, 126.434, 126.434, 115.391, 105.914, 69.317, 69.317, 58.587, 58.581]","{(1.5, 5.54, 4.62), (1.5, -7.1, -8.28), (0.0, -10.67, -8.29), (1.5, -5.54, -4.62), (-0.0, -10.03, -10.24), (-0.0, -8.46, -6.58), (0.0, 1.97, 4.61), (1.5, 7.1, 8.28)}"
1376,239879.cif,Na1+:16.000 O2-:120.000 Si4+:48.000 Zr4+:8.000,Na2,5.0,1.0,3,1,0.056,"[155.354, 155.354, 124.472, 124.472, 110.096, 104.158, 67.406, 67.406, 57.18, 57.18]","{(1.5, -7.1, -8.28), (1.5, 5.54, 4.62), (0.0, -10.67, -8.29), (1.5, -5.54, -4.62), (-0.0, 10.03, 10.24), (-0.0, 8.46, 6.58), (0.0, 1.97, 4.61), (1.5, 7.1, 8.28)}"
1377,240683.cif,H1+:6.000 Na1+:2.000 O2-:18.000 S4+:4.000 Zn2+:6.000,Zn1,5.0,2.0,4,2,0.034,"[171.227, 126.463, 116.776, 116.757, 92.964, 92.958, 90.997, 90.997, 85.607, 85.607]","{(0.0, -7.18, 2.9), (3.78, -4.47, 5.42), (7.55, 1.38, 3.62), (3.78, 4.47, -5.42), (-3.78, -6.86, -0.84), (-7.55, 1.38, 3.62), (-7.55, 4.15, -1.68), (7.55, 4.16, -1.68), (0.0, 3.77, 9.88), (-3.78, 6.86, 0.84)}"
1378,240882.cif,H1+:32.000 Na1+:16.000 O2-:48.000 W6+:8.000,Na2,5.0,1.0,3,1,0.013,"[176.861, 154.001, 111.346, 95.003, 93.698, 93.497, 91.576, 87.587, 87.054, 86.428]","{(5.83, 4.76, -5.74), (-7.35, 7.05, 3.98), (-8.71, 4.74, 5.23), (-6.59, 4.49, 7.27), (9.31, 7.81, 3.82), (2.02, 1.84, 9.59), (-1.42, 10.71, -0.55), (-2.78, 7.41, -8.06), (-5.23, 6.8, 6.02), (-8.71, 3.75, -3.54)}"
1379,240912.cif,H1+:8.000 Na1+:4.000 O2-:26.000 Si4+:8.000 Ti4+:2.000,Ti1,5.0,4.0,4,4,0.174,"[154.369, 154.369, 102.815, 102.815, 102.815, 102.815, 87.18, 87.18, 87.18, 87.18]","{(0.0, 0.0, 7.24), (0.0, 0.0, -7.24), (-3.72, -7.16, 0.0), (1.72, -5.44, 3.62), (-1.72, 5.44, 3.62), (-5.44, -1.72, -3.62), (7.16, -3.72, 0.0), (5.44, 1.72, -3.62)}"
1380,240930.cif,Cu2+:2.000 Na1+:2.000 O2-:11.000 Si4+:4.000,Cu1,5.0,2.0,4,1,0.099,"[175.635, 164.281, 105.599, 94.428, 92.476, 91.908, 91.759, 88.865, 87.065, 81.321]","{(3.27, 1.46, 6.47), (-3.11, -0.23, -7.37), (0.16, -5.77, 5.66), (-3.27, 3.13, 5.48), (-7.33, -3.52, 5.41), (-3.27, -6.7, -0.93), (-4.06, 0.36, -6.62), (3.27, -8.37, 0.06), (-7.17, 2.96, -1.02), (4.22, 0.87, 5.72)}"
1381,240939.cif,Fe3+:8.000 Na1+:8.000 O2-:48.000 Te4+:16.000,Te1,5.0,4.0,5,6,0.454,"[177.312, 158.326, 100.51, 95.555, 92.579, 90.458, 86.721, 86.061, 81.564, 69.537]","{(1.07, -2.15, 6.07), (-4.77, 9.58, 4.84), (2.42, -4.86, -5.87), (6.37, -3.86, -0.4), (-7.94, -2.72, 1.97), (-2.93, 0.39, 5.84), (-5.83, 7.46, 6.44), (-1.58, -2.32, -6.1), (1.36, -6.98, -4.27), (0.53, 7.87, -1.63)}"
1382,241138.cif,Ga3+:4.000 Na1+:12.000 O2-:32.000 P5+:8.000,Ga1,5.0,3.0,4,3,0.075,"[175.07, 128.433, 121.668, 109.566, 95.469, 95.169, 91.834, 88.011, 85.998, 83.708]","{(-2.13, 2.88, 6.26), (7.5, -1.9, 4.33), (-1.37, -4.2, -5.83), (5.71, 0.09, -4.04), (0.42, -6.19, 2.54), (4.95, 4.54, 0.67), (-0.75, -6.34, -2.78), (-0.19, -1.41, 6.88), (-2.75, 5.03, 3.21), (3.77, 4.39, -4.66)}"
1383,241138.cif,Ga3+:4.000 Na1+:12.000 O2-:32.000 P5+:8.000,Ga2,5.0,3.0,4,3,0.045,"[176.861, 125.226, 123.271, 111.297, 93.176, 91.335, 90.562, 90.172, 88.453, 86.709]","{(1.06, 6.22, -2.94), (-4.44, -5.43, -1.48), (-3.89, 5.9, 0.54), (-0.38, 4.88, 5.11), (-6.93, 0.13, 0.75), (-4.71, 3.82, 4.4), (-5.5, 1.47, -7.3), (0.44, 6.96, 1.26), (-5.05, -4.69, 2.71), (-2.84, -1.0, 6.36)}"
1384,241138.cif,Ga3+:4.000 Na1+:12.000 O2-:32.000 P5+:8.000,Na3,5.0,1.0,3,1,0.06,"[157.957, 138.868, 111.882, 108.385, 106.326, 97.522, 89.364, 87.025, 84.284, 55.875]","{(9.79, 0.17, -5.61), (-1.82, 6.98, -4.95), (7.27, 6.1, 9.58), (-3.52, 9.44, 4.43), (-3.3, 10.07, -7.58), (9.57, -0.46, 6.4), (3.17, -9.74, 7.92), (1.69, -6.66, 5.29), (-7.61, -6.4, 2.77), (0.49, 0.42, -8.13)}"
1385,241138.cif,Ga3+:4.000 Na1+:12.000 O2-:32.000 P5+:8.000,Na5,5.0,1.0,3,1,0.042,"[159.325, 135.324, 124.077, 117.665, 101.671, 100.387, 92.694, 89.605, 77.555, 63.353]","{(3.93, -12.93, 4.15), (7.42, -2.06, -6.9), (-7.51, -6.64, -0.89), (2.35, 8.43, -8.18), (7.37, 3.82, -0.41), (8.65, 7.04, -3.34), (-8.79, -9.86, 2.04), (-5.3, 1.0, -9.01), (-1.09, -8.32, -3.62), (1.12, -0.68, -11.74)}"
