,Cif,Name,Site,CN,OS,Period,Group,SDofBV,Angles
6490,154189.cif,Mn3+:10.290 Mn4+:3.806 Na1+:1.904 O2-:24.000,Mn1,6.0,3.0,4,7,0.0,"[180.0, 180.0, 180.0, 92.539, 92.539, 92.539, 92.539, 92.539, 92.539, 87.461, 87.461, 87.461, 87.461, 87.461, 87.461]"
6491,154338.cif,Bi3+:2.000 Na1+:2.000 O2-:12.000 Ti4+:4.000,Ti1,6.0,4.0,4,4,0.014,"[180.0, 180.0, 180.0, 90.842, 90.842, 90.71, 90.71, 90.447, 90.447, 89.553, 89.553, 89.29, 89.29, 89.158, 89.158]"
6492,154339.cif,Bi3+:2.000 Na1+:2.000 O2-:12.000 Ti4+:4.000,Ti1,6.0,4.0,4,4,0.006,"[180.0, 180.0, 180.0, 91.375, 91.375, 91.135, 91.135, 90.642, 90.642, 89.358, 89.358, 88.865, 88.865, 88.625, 88.625]"
6493,154340.cif,Bi3+:2.000 Na1+:2.000 O2-:12.000 Ti4+:4.000,Ti1,6.0,4.0,4,4,0.013,"[180.0, 180.0, 180.0, 90.728, 90.728, 90.435, 90.435, 90.223, 90.223, 89.777, 89.777, 89.565, 89.565, 89.278, 89.272]"
6494,154341.cif,Bi3+:2.000 Na1+:2.000 O2-:12.000 Ti4+:4.000,Ti1,6.0,4.0,4,4,0.018,"[180.0, 180.0, 180.0, 90.762, 90.756, 90.516, 90.516, 90.476, 90.476, 89.524, 89.519, 89.484, 89.484, 89.244, 89.238]"
6495,154342.cif,Bi3+:3.001 Na1+:3.000 O2-:18.000 Ti4+:6.000,Ti1,6.0,4.0,4,4,0.099,"[172.054, 172.054, 172.054, 95.912, 95.912, 95.912, 89.479, 89.479, 89.473, 89.324, 89.324, 89.324, 84.733, 84.733, 84.733]"
6496,154419.cif,Mn2+:13.900 Na1+:5.060 O2-:48.000 P5+:12.000,Mn4,6.0,2.0,4,7,0.07,"[176.861, 169.022, 168.725, 110.977, 109.773, 98.72, 96.459, 96.321, 95.394, 83.517, 82.606, 81.193, 79.543, 72.482, 70.622]"
6497,154419.cif,Mn2+:13.900 Na1+:5.060 O2-:48.000 P5+:12.000,Mn1,6.0,2.0,4,7,0.028,"[166.68, 157.578, 150.146, 117.859, 112.594, 108.162, 92.671, 90.911, 90.779, 86.296, 85.463, 82.819, 77.796, 75.534, 73.184]"
6498,154419.cif,Mn2+:13.900 Na1+:5.060 O2-:48.000 P5+:12.000,Mn2,6.0,2.0,4,7,0.032,"[175.867, 157.428, 157.117, 118.268, 101.543, 100.754, 98.059, 93.801, 83.241, 82.444, 82.068, 81.385, 80.764, 80.323, 77.109]"
6499,154419.cif,Mn2+:13.900 Na1+:5.060 O2-:48.000 P5+:12.000,Mn3,6.0,2.0,4,7,0.082,"[175.711, 167.317, 165.016, 102.333, 98.1, 98.025, 94.123, 90.991, 88.699, 87.954, 85.877, 84.1, 83.984, 83.927, 81.558]"
6500,154651.cif,Mo6+:16.000 Na1+:16.000 O2-:64.000 Th4+:4.000,Na1,6.0,1.0,3,1,0.022,"[159.537, 147.098, 146.037, 125.317, 122.229, 120.358, 86.273, 85.291, 84.819, 84.007, 82.71, 76.573, 75.718, 75.588, 74.591]"
6501,154652.cif,Mo6+:16.000 Na1+:16.000 O2-:64.000 Pu4+:4.000,Na1,6.0,1.0,3,1,0.048,"[156.463, 145.71, 133.511, 130.95, 130.226, 111.106, 91.364, 83.621, 83.581, 83.31, 81.854, 74.58, 73.453, 72.74, 71.452]"
6502,154671.cif,H1+:20.000 Na1+:8.000 O2-:32.000 Se6+:4.000 Te6+:2.000,Na1,6.0,1.0,3,1,0.022,"[178.854, 169.082, 156.78, 101.151, 98.975, 98.517, 98.025, 95.072, 92.367, 88.229, 84.808, 83.973, 81.472, 80.88, 79.636]"
6503,154671.cif,H1+:20.000 Na1+:8.000 O2-:32.000 Se6+:4.000 Te6+:2.000,Na2,6.0,1.0,3,1,0.033,"[170.299, 167.823, 153.637, 113.266, 103.586, 98.749, 98.216, 97.655, 93.067, 90.791, 86.267, 80.421, 76.084, 73.877, 72.644]"
6504,154671.cif,H1+:20.000 Na1+:8.000 O2-:32.000 Se6+:4.000 Te6+:2.000,Te1,6.0,6.0,5,6,0.461,"[180.0, 180.0, 180.0, 100.201, 100.201, 98.048, 98.048, 97.14, 97.14, 82.86, 82.86, 81.952, 81.952, 79.799, 79.799]"
6505,154707.cif,Na1+:16.000 O2-:24.000 Tb4+:8.000,Na4,6.0,1.0,3,1,0.033,"[171.85, 170.231, 170.231, 95.141, 95.141, 94.819, 94.813, 93.578, 93.578, 92.705, 92.7, 92.356, 79.176, 79.17, 78.89]"
6506,154707.cif,Na1+:16.000 O2-:24.000 Tb4+:8.000,Na3,6.0,1.0,3,1,0.01,"[177.078, 172.839, 172.839, 99.195, 99.195, 97.337, 97.331, 94.186, 94.186, 87.989, 87.983, 84.065, 82.16, 78.633, 78.633]"
6507,154707.cif,Na1+:16.000 O2-:24.000 Tb4+:8.000,Na1,6.0,1.0,3,1,0.022,"[180.0, 180.0, 180.0, 102.234, 102.234, 92.935, 92.935, 91.897, 91.897, 88.103, 88.103, 87.065, 87.065, 77.772, 77.766]"
6508,154707.cif,Na1+:16.000 O2-:24.000 Tb4+:8.000,Na2,6.0,1.0,3,1,0.045,"[177.856, 175.003, 171.302, 99.381, 96.973, 96.719, 94.801, 92.459, 91.937, 89.96, 89.685, 85.756, 82.051, 81.755, 78.387]"
6509,154707.cif,Na1+:16.000 O2-:24.000 Tb4+:8.000,Tb1,6.0,4.0,6,0,0.023,"[177.078, 172.839, 172.839, 99.195, 99.195, 97.337, 97.331, 94.186, 94.186, 87.989, 87.983, 84.065, 82.16, 78.633, 78.633]"
6510,154707.cif,Na1+:16.000 O2-:24.000 Tb4+:8.000,Tb2,6.0,4.0,6,0,0.075,"[171.85, 170.231, 170.231, 95.141, 95.141, 94.819, 94.813, 93.578, 93.578, 92.705, 92.7, 92.356, 79.176, 79.17, 78.89]"
6511,154707.cif,Na1+:16.000 O2-:24.000 Tb4+:8.000,Tb3,6.0,4.0,6,0,0.061,"[174.938, 174.938, 172.885, 94.146, 93.801, 93.801, 91.484, 91.484, 90.934, 90.928, 88.619, 88.613, 86.543, 86.537, 83.996]"
6512,154708.cif,La3+:4.000 Na1+:8.000 O2-:28.000 P5+:4.000 S2-:4.000 S6+:4.000,Na1,6.0,1.0,3,1,0.031,"[180.0, 180.0, 180.0, 103.698, 103.698, 103.503, 103.503, 95.026, 95.026, 84.974, 84.974, 76.497, 76.497, 76.302, 76.302]"
6513,154708.cif,La3+:4.000 Na1+:8.000 O2-:28.000 P5+:4.000 S2-:4.000 S6+:4.000,Na2,6.0,1.0,3,1,0.028,"[180.0, 180.0, 180.0, 105.789, 105.789, 98.656, 98.65, 90.361, 90.361, 89.639, 89.639, 81.344, 81.344, 74.211, 74.205]"
6514,15489.cif,Al3+:4.000 Na1+:4.000 O2-:24.000 Si4+:8.000,Al1,6.0,3.0,3,3,0.063,"[171.004, 166.096, 166.096, 97.452, 96.073, 96.067, 95.912, 95.912, 89.868, 89.862, 89.593, 89.593, 86.158, 77.438, 77.438]"
6515,15501.cif,F1-:16.000 Fe3+:4.000 Na1+:4.000,Fe1,6.0,3.0,4,8,0.049,"[177.312, 177.193, 175.137, 94.623, 92.797, 92.046, 91.765, 90.298, 90.017, 89.57, 89.542, 88.126, 87.713, 87.071, 86.75]"
6516,155235.cif,Na1+:24.000 O2-:72.000 Si4+:18.000 Sn4+:12.000,Na1,6.0,1.0,3,1,0.0,"[180.0, 180.0, 180.0, 112.297, 112.297, 112.297, 112.297, 112.297, 112.297, 67.703, 67.703, 67.703, 67.703, 67.703, 67.703]"
6517,155267.cif,Na1+:1.346 Ni2+:1.160 O2-:4.000 Sb5+:0.840,Na2,6.0,1.0,3,1,0.0,"[138.773, 138.773, 138.773, 138.773, 138.764, 138.764, 90.481, 90.47, 90.47, 75.155, 75.155, 75.155, 75.155, 75.149, 75.149]"
6518,155267.cif,Na1+:1.346 Ni2+:1.160 O2-:4.000 Sb5+:0.840,Na1,6.0,1.0,3,1,0.0,"[138.79, 138.79, 138.764, 138.764, 138.764, 138.755, 90.481, 90.481, 90.458, 75.161, 75.161, 75.155, 75.155, 75.155, 75.149]"
6519,155267.cif,Na1+:1.346 Ni2+:1.160 O2-:4.000 Sb5+:0.840,Ni1,6.0,2.0,4,8,0.0,"[180.0, 180.0, 180.0, 95.607, 95.607, 95.607, 95.607, 95.595, 95.595, 84.405, 84.399, 84.393, 84.393, 84.393, 84.393]"
6520,155267.cif,Na1+:1.346 Ni2+:1.160 O2-:4.000 Sb5+:0.840,Sb1,6.0,5.0,5,5,0.0,"[180.0, 180.0, 180.0, 95.607, 95.607, 95.607, 95.607, 95.595, 95.595, 84.405, 84.399, 84.393, 84.393, 84.393, 84.393]"
6521,155269.cif,Na1+:4.000 P4+:8.000 S2-:24.000 Sb3+:4.000,Sb1,6.0,3.0,5,5,0.164,"[167.059, 153.792, 150.319, 124.486, 115.474, 90.12, 90.069, 88.487, 86.078, 85.647, 81.361, 80.206, 76.956, 76.832, 74.71]"
6522,155419.cif,Na1+:4.000 O2-:24.000 Sr2+:2.000 V5+:8.000,Na1,6.0,1.0,3,1,0.025,"[180.0, 180.0, 180.0, 94.635, 94.629, 92.855, 92.855, 92.855, 92.855, 87.145, 87.145, 87.145, 87.145, 85.371, 85.365]"
6523,15545.cif,Na1+:24.000 O2-:72.000 Si4+:18.000 Zr4+:12.000,Na1,6.0,1.0,3,1,0.0,"[180.0, 180.0, 180.0, 111.131, 111.131, 111.125, 111.125, 111.125, 111.125, 68.875, 68.875, 68.875, 68.875, 68.869, 68.869]"
6524,15546.cif,Na1+:24.000 O2-:72.000 Si4+:18.000 Zr4+:12.000,Na1,6.0,1.0,3,1,0.0,"[180.0, 180.0, 180.0, 111.993, 111.993, 111.993, 111.993, 111.993, 111.993, 68.007, 68.007, 68.007, 68.007, 68.007, 68.007]"
6525,15547.cif,Na1+:24.000 O2-:72.000 Si4+:18.000 Zr4+:12.000,Na1,6.0,1.0,3,1,0.0,"[180.0, 180.0, 180.0, 112.247, 112.247, 112.247, 112.247, 112.247, 112.247, 67.753, 67.753, 67.753, 67.753, 67.753, 67.753]"
6526,155491.cif,Co3+:4.000 Co4+:4.000 Na1+:4.000 O2-:16.000,Co1,6.0,3.0,4,8,0.01,"[178.854, 177.708, 177.708, 97.21, 96.759, 96.759, 95.348, 93.962, 93.962, 85.279, 85.279, 83.979, 83.979, 83.679, 83.679]"
6527,155491.cif,Co3+:4.000 Co4+:4.000 Na1+:4.000 O2-:16.000,Co2,6.0,3.0,4,8,0.017,"[180.0, 180.0, 180.0, 96.898, 96.892, 96.246, 96.246, 95.947, 95.947, 84.053, 84.053, 83.754, 83.754, 83.108, 83.102]"
6528,155491.cif,Co3+:4.000 Co4+:4.000 Na1+:4.000 O2-:16.000,Na1,6.0,1.0,3,1,0.024,"[143.862, 143.862, 143.862, 143.862, 134.749, 134.749, 102.979, 93.09, 93.09, 70.822, 70.822, 70.822, 70.822, 69.519, 69.519]"
6529,155491.cif,Co3+:4.000 Co4+:4.000 Na1+:4.000 O2-:16.000,Na2,6.0,1.0,3,1,0.026,"[143.688, 143.688, 143.678, 143.678, 133.733, 133.733, 101.023, 92.166, 92.161, 72.176, 72.176, 72.176, 72.176, 69.733, 69.733]"
6530,155492.cif,Co3+:4.000 Co4+:4.000 Na1+:4.000 O2-:16.000,Co1,6.0,3.0,4,8,0.016,"[178.597, 178.015, 178.015, 97.932, 96.235, 96.235, 94.732, 94.732, 94.261, 84.744, 84.744, 84.255, 84.255, 83.898, 83.898]"
6531,155492.cif,Co3+:4.000 Co4+:4.000 Na1+:4.000 O2-:16.000,Co2,6.0,3.0,4,8,0.014,"[180.0, 180.0, 180.0, 96.627, 96.621, 96.252, 96.252, 95.67, 95.67, 84.33, 84.324, 83.748, 83.748, 83.373, 83.373]"
6532,155492.cif,Co3+:4.000 Co4+:4.000 Na1+:4.000 O2-:16.000,Na1,6.0,1.0,3,1,0.026,"[144.627, 144.627, 144.617, 144.617, 133.511, 133.511, 104.365, 93.073, 93.073, 70.652, 70.646, 70.646, 70.646, 68.586, 68.586]"
6533,155492.cif,Co3+:4.000 Co4+:4.000 Na1+:4.000 O2-:16.000,Na2,6.0,1.0,3,1,0.029,"[143.882, 143.882, 143.882, 143.882, 133.805, 133.805, 101.765, 92.47, 92.47, 71.772, 71.772, 71.772, 71.772, 69.458, 69.458]"
6534,155498.cif,Co3+:3.000 Na1+:2.763 O2-:6.000,Co1,6.0,3.0,4,8,0.0,"[180.0, 180.0, 180.0, 96.212, 96.212, 96.212, 96.212, 96.212, 96.212, 83.788, 83.788, 83.788, 83.788, 83.788, 83.788]"
6535,155498.cif,Co3+:3.000 Na1+:2.763 O2-:6.000,Na1,6.0,1.0,3,1,0.0,"[180.0, 180.0, 180.0, 102.868, 102.868, 102.868, 102.868, 102.868, 102.868, 77.132, 77.132, 77.132, 77.132, 77.132, 77.132]"
6536,155499.cif,Co3+:0.960 Co4+:2.040 Na1+:0.960 O2-:6.000,Co1,6.0,3.0,4,8,0.0,"[180.0, 180.0, 180.0, 96.534, 96.534, 96.534, 96.534, 96.534, 96.534, 83.466, 83.466, 83.466, 83.466, 83.466, 83.466]"
6537,155499.cif,Co3+:0.960 Co4+:2.040 Na1+:0.960 O2-:6.000,Na1,6.0,1.0,3,1,0.0,"[180.0, 180.0, 180.0, 109.907, 109.907, 109.901, 109.901, 109.901, 109.901, 70.099, 70.099, 70.099, 70.099, 70.093, 70.093]"
6538,155500.cif,Co3+:1.020 Co4+:0.980 Na1+:1.024 O2-:4.000,Co1,6.0,3.0,4,8,0.004,"[180.0, 180.0, 180.0, 96.292, 96.292, 96.292, 96.292, 95.947, 95.947, 84.053, 84.053, 83.708, 83.708, 83.708, 83.708]"
6539,155500.cif,Co3+:1.020 Co4+:0.980 Na1+:1.024 O2-:4.000,Na1,6.0,1.0,3,1,0.024,"[143.882, 143.882, 142.94, 142.94, 135.774, 135.774, 100.515, 94.071, 94.071, 72.302, 72.302, 70.998, 70.099, 70.099, 67.542]"
6540,155501.cif,Co3+:1.200 Co4+:0.800 Na1+:1.192 O2-:4.000,Co1,6.0,3.0,4,8,0.007,"[180.0, 180.0, 180.0, 95.998, 95.998, 95.998, 95.998, 95.405, 95.405, 84.595, 84.595, 84.002, 84.002, 84.002, 84.002]"
6541,155501.cif,Co3+:1.200 Co4+:0.800 Na1+:1.192 O2-:4.000,Na1,6.0,1.0,3,1,0.03,"[148.168, 147.565, 137.038, 136.121, 135.865, 135.594, 97.36, 96.644, 88.728, 74.9, 73.178, 72.272, 71.893, 70.318, 69.421]"
6542,155502.cif,Co3+:1.500 Co4+:0.500 Na1+:1.500 O2-:4.000,Co1,6.0,3.0,4,8,0.004,"[180.0, 180.0, 180.0, 97.394, 97.394, 95.693, 95.693, 95.693, 95.693, 84.307, 84.307, 84.307, 84.307, 82.606, 82.606]"
6543,155502.cif,Co3+:1.500 Co4+:0.500 Na1+:1.500 O2-:4.000,Na1,6.0,1.0,3,1,0.038,"[180.0, 180.0, 180.0, 108.222, 108.222, 108.216, 108.216, 102.909, 102.909, 77.091, 77.091, 71.784, 71.784, 71.778, 71.778]"
6544,155589.cif,Bi3+:1.596 Na1+:3.592 O2-:24.000 P5+:6.000 Pb2+:4.806,Na1,6.0,1.0,3,1,0.04,"[150.401, 150.401, 140.121, 136.096, 136.096, 98.21, 84.854, 84.854, 78.638, 78.638, 78.498, 78.498, 71.766, 71.766, 58.419]"
6545,155589.cif,Bi3+:1.596 Na1+:3.592 O2-:24.000 P5+:6.000 Pb2+:4.806,Pb1,6.0,2.0,6,4,0.102,"[150.401, 150.401, 140.121, 136.096, 136.088, 98.21, 84.854, 84.854, 78.638, 78.633, 78.498, 78.498, 71.766, 71.766, 58.419]"
6546,1557.cif,Fe3+:8.000 Na1+:32.000 O2-:28.000,Na1,6.0,1.0,3,1,0.013,"[178.015, 175.635, 173.217, 110.218, 105.391, 102.597, 101.04, 92.361, 91.627, 88.063, 87.765, 77.115, 76.408, 73.901, 73.01]"
6552,155759.cif,F1-:26.000 Na1+:10.000 Zr4+:4.000,Na1,6.0,1.0,3,1,0.011,"[153.741, 153.741, 123.25, 123.25, 121.232, 121.232, 95.849, 95.849, 82.108, 82.103, 80.363, 80.358, 78.188, 78.147, 65.902]"
6553,155814.cif,F1-:12.000 Mg2+:4.000 Na1+:4.000,Mg1,6.0,2.0,3,2,0.001,"[180.0, 180.0, 180.0, 91.335, 91.335, 91.123, 91.123, 90.435, 90.435, 89.565, 89.565, 88.877, 88.877, 88.665, 88.665]"
6554,155976.cif,H1+:4.000 Na1+:8.000 O2-:12.000 P3+:4.000,H1,6.0,1.0,1,1,0.016,"[154.595, 146.574, 142.27, 126.727, 105.088, 97.233, 96.748, 90.963, 89.948, 88.814, 84.111, 78.001, 66.516, 65.902, 65.72]"
6555,155976.cif,H1+:4.000 Na1+:8.000 O2-:12.000 P3+:4.000,Na1,6.0,1.0,3,1,0.043,"[173.72, 173.025, 146.439, 117.549, 97.013, 95.417, 94.75, 94.704, 92.178, 89.232, 89.175, 85.377, 84.693, 84.422, 55.459]"
6556,156093.cif,Bi3+:0.300 Na1+:2.294 O2-:24.000 P5+:6.000 Pb2+:7.406,Bi1,6.0,3.0,6,5,0.141,"[152.104, 152.092, 141.971, 134.051, 134.051, 100.178, 85.135, 85.135, 79.281, 79.275, 78.638, 78.638, 72.86, 72.86, 55.563]"
6557,156093.cif,Bi3+:0.300 Na1+:2.294 O2-:24.000 P5+:6.000 Pb2+:7.406,Na1,6.0,1.0,3,1,0.052,"[152.104, 152.092, 141.971, 134.051, 134.051, 100.178, 85.135, 85.135, 79.281, 79.275, 78.638, 78.638, 72.86, 72.86, 55.563]"
6558,156093.cif,Bi3+:0.300 Na1+:2.294 O2-:24.000 P5+:6.000 Pb2+:7.406,Pb1,6.0,2.0,6,4,0.135,"[152.104, 152.092, 141.962, 134.059, 134.051, 100.178, 85.13, 85.13, 79.281, 79.281, 78.638, 78.638, 72.86, 72.86, 55.563]"
6559,156234.cif,Na1+:8.000 O2-:44.000 Si4+:16.000 Zr4+:4.000,Na2,6.0,1.0,3,1,0.059,"[171.078, 157.987, 157.987, 115.671, 115.671, 115.195, 115.195, 99.677, 99.672, 95.883, 70.798, 70.798, 70.342, 56.434, 56.427]"
6560,156234.cif,Na1+:8.000 O2-:44.000 Si4+:16.000 Zr4+:4.000,Zr1,6.0,4.0,5,4,0.033,"[180.0, 180.0, 180.0, 95.256, 95.256, 93.222, 93.222, 90.539, 90.539, 89.461, 89.461, 86.784, 86.778, 84.744, 84.744]"
6561,156344.cif,Na1+:2.000 Nd3+:2.000 O2-:12.000 Ti4+:4.000,Ti1,6.0,4.0,4,4,0.001,"[180.0, 180.0, 180.0, 90.842, 90.842, 90.35, 90.35, 90.292, 90.292, 89.708, 89.708, 89.65, 89.65, 89.158, 89.158]"
6562,156345.cif,Na1+:1.800 Nd3+:1.800 O2-:12.000 Sr2+:0.400 Ti4+:4.000,Ti1,6.0,4.0,4,4,0.003,"[180.0, 180.0, 180.0, 90.825, 90.825, 90.762, 90.762, 90.401, 90.395, 89.605, 89.605, 89.238, 89.238, 89.181, 89.175]"
6563,156346.cif,Na1+:1.600 Nd3+:1.600 O2-:12.000 Sr2+:0.800 Ti4+:4.000,Ti1,6.0,4.0,4,4,0.003,"[180.0, 180.0, 180.0, 90.923, 90.923, 90.722, 90.716, 90.35, 90.344, 89.656, 89.65, 89.284, 89.278, 89.077, 89.077]"
6564,156347.cif,Na1+:1.400 Nd3+:1.400 O2-:12.000 Sr2+:1.200 Ti4+:4.000,Ti1,6.0,4.0,4,4,0.001,"[180.0, 180.0, 180.0, 90.682, 90.682, 90.636, 90.636, 90.636, 90.636, 89.364, 89.364, 89.364, 89.364, 89.318, 89.318]"
6565,156348.cif,Na1+:1.200 Nd3+:1.200 O2-:12.000 Sr2+:1.600 Ti4+:4.000,Ti1,6.0,4.0,4,4,0.001,"[180.0, 180.0, 180.0, 91.031, 91.031, 91.026, 91.026, 90.602, 90.596, 89.404, 89.398, 88.974, 88.974, 88.969, 88.969]"
6566,156349.cif,Na1+:1.000 Nd3+:1.000 O2-:12.000 Sr2+:2.000 Ti4+:4.000,Ti1,6.0,4.0,4,4,0.004,"[180.0, 180.0, 180.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0]"
6567,156350.cif,Na1+:0.800 Nd3+:0.800 O2-:12.000 Sr2+:2.400 Ti4+:4.000,Ti1,6.0,4.0,4,4,0.002,"[180.0, 180.0, 180.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0]"
6568,156351.cif,Na1+:0.600 Nd3+:0.600 O2-:12.000 Sr2+:2.800 Ti4+:4.000,Ti1,6.0,4.0,4,4,0.001,"[180.0, 180.0, 180.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0]"
6569,156352.cif,Na1+:0.400 Nd3+:0.400 O2-:12.000 Sr2+:3.200 Ti4+:4.000,Ti1,6.0,4.0,4,4,0.0,"[180.0, 180.0, 180.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0]"
6570,156353.cif,Na1+:0.050 Nd3+:0.050 O2-:3.000 Sr2+:0.900 Ti4+:1.000,Ti1,6.0,4.0,4,4,0.0,"[180.0, 180.0, 180.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0]"
6571,156354.cif,Na1+:2.000 O2-:12.000 Pr3+:2.000 Ti4+:4.000,Ti1,6.0,4.0,4,4,0.003,"[180.0, 180.0, 180.0, 90.871, 90.871, 90.355, 90.355, 90.034, 90.029, 89.971, 89.966, 89.645, 89.645, 89.135, 89.129]"
6572,156355.cif,Na1+:2.000 Nd3+:2.000 O2-:12.000 Ti4+:4.000,Ti1,6.0,4.0,4,4,0.012,"[180.0, 180.0, 180.0, 90.699, 90.699, 90.178, 90.178, 90.063, 90.063, 89.937, 89.937, 89.822, 89.822, 89.301, 89.301]"
6573,156541.cif,Ca2+:3.796 Fe2+:3.796 Fe3+:0.204 Na1+:0.204 O2-:24.000 Si4+:8.000,Fe1,6.0,2.0,4,8,0.023,"[178.188, 172.524, 172.524, 93.578, 93.578, 92.654, 92.654, 92.361, 92.0, 92.0, 88.625, 88.625, 86.595, 86.595, 80.88]"
6574,156541.cif,Ca2+:3.796 Fe2+:3.796 Fe3+:0.204 Na1+:0.204 O2-:24.000 Si4+:8.000,Fe2,6.0,3.0,4,8,0.032,"[178.188, 172.524, 172.524, 93.578, 93.578, 92.654, 92.654, 92.361, 92.0, 92.0, 88.625, 88.625, 86.595, 86.595, 80.88]"
6575,156542.cif,Ca2+:3.616 Fe2+:3.616 Fe3+:0.384 Na1+:0.384 O2-:24.000 Si4+:8.000,Fe1,6.0,2.0,4,8,0.024,"[177.708, 172.265, 172.265, 93.411, 93.411, 93.021, 93.015, 92.728, 91.811, 91.811, 88.59, 88.585, 86.422, 86.417, 80.88]"
6576,156542.cif,Ca2+:3.616 Fe2+:3.616 Fe3+:0.384 Na1+:0.384 O2-:24.000 Si4+:8.000,Fe2,6.0,3.0,4,8,0.034,"[177.708, 172.265, 172.265, 93.411, 93.411, 93.021, 93.015, 92.728, 91.811, 91.811, 88.59, 88.585, 86.422, 86.417, 80.88]"
6577,156543.cif,Ca2+:3.400 Fe2+:3.400 Fe3+:0.600 Na1+:0.600 O2-:24.000 Si4+:8.000,Fe1,6.0,2.0,4,8,0.028,"[176.467, 171.572, 171.572, 93.83, 93.153, 93.153, 92.751, 92.751, 92.189, 92.183, 89.244, 89.244, 85.147, 85.147, 81.211]"
6578,156543.cif,Ca2+:3.400 Fe2+:3.400 Fe3+:0.600 Na1+:0.600 O2-:24.000 Si4+:8.000,Fe2,6.0,3.0,4,8,0.04,"[176.467, 171.572, 171.572, 93.83, 93.153, 93.153, 92.751, 92.751, 92.189, 92.183, 89.244, 89.244, 85.147, 85.147, 81.211]"
6579,156544.cif,Ca2+:3.032 Fe2+:3.032 Fe3+:0.968 Na1+:0.968 O2-:24.000 Si4+:8.000,Fe1,6.0,2.0,4,8,0.03,"[175.789, 171.189, 171.189, 94.198, 93.491, 93.486, 92.659, 92.659, 92.097, 92.092, 89.37, 89.37, 84.71, 84.704, 81.083]"
6580,156544.cif,Ca2+:3.032 Fe2+:3.032 Fe3+:0.968 Na1+:0.968 O2-:24.000 Si4+:8.000,Fe2,6.0,3.0,4,8,0.042,"[175.789, 171.189, 171.189, 94.198, 93.491, 93.486, 92.659, 92.659, 92.097, 92.092, 89.37, 89.37, 84.71, 84.704, 81.083]"
6581,156545.cif,Ca2+:2.968 Fe2+:2.968 Fe3+:1.032 Na1+:1.032 O2-:24.000 Si4+:8.000,Fe1,6.0,2.0,4,8,0.029,"[175.789, 171.152, 171.152, 94.186, 93.675, 93.669, 92.648, 92.648, 92.011, 92.011, 89.192, 89.186, 84.79, 84.79, 81.135]"
6582,156545.cif,Ca2+:2.968 Fe2+:2.968 Fe3+:1.032 Na1+:1.032 O2-:24.000 Si4+:8.000,Fe2,6.0,3.0,4,8,0.041,"[175.789, 171.152, 171.152, 94.186, 93.675, 93.669, 92.648, 92.648, 92.011, 92.011, 89.192, 89.186, 84.79, 84.79, 81.135]"
6583,156546.cif,Ca2+:2.460 Fe2+:2.460 Fe3+:1.540 Na1+:1.540 O2-:24.000 Si4+:8.000,Fe1,6.0,2.0,4,8,0.033,"[174.211, 170.54, 170.54, 95.164, 94.066, 94.06, 92.138, 92.138, 92.0, 91.994, 89.845, 89.84, 83.471, 83.471, 81.605]"
6584,156546.cif,Ca2+:2.460 Fe2+:2.460 Fe3+:1.540 Na1+:1.540 O2-:24.000 Si4+:8.000,Fe2,6.0,3.0,4,8,0.047,"[174.211, 170.54, 170.54, 95.164, 94.066, 94.06, 92.138, 92.138, 92.0, 91.994, 89.845, 89.84, 83.471, 83.471, 81.605]"
6585,156547.cif,Ca2+:2.200 Fe2+:2.200 Fe3+:1.800 Na1+:1.800 O2-:24.000 Si4+:8.000,Fe1,6.0,2.0,4,8,0.036,"[173.12, 169.834, 169.834, 95.739, 94.951, 94.951, 92.063, 92.063, 91.639, 91.639, 89.679, 89.679, 82.715, 82.71, 81.952]"
6586,156547.cif,Ca2+:2.200 Fe2+:2.200 Fe3+:1.800 Na1+:1.800 O2-:24.000 Si4+:8.000,Fe2,6.0,3.0,4,8,0.052,"[173.12, 169.834, 169.834, 95.739, 94.951, 94.951, 92.063, 92.063, 91.639, 91.639, 89.679, 89.679, 82.715, 82.71, 81.952]"
6587,156548.cif,Ca2+:2.024 Fe2+:2.024 Fe3+:1.976 Na1+:1.976 O2-:24.000 Si4+:8.000,Fe1,6.0,2.0,4,8,0.037,"[172.839, 169.899, 169.866, 96.148, 94.761, 94.755, 91.943, 91.943, 91.41, 91.41, 90.046, 90.04, 82.617, 82.617, 81.929]"
6588,156548.cif,Ca2+:2.024 Fe2+:2.024 Fe3+:1.976 Na1+:1.976 O2-:24.000 Si4+:8.000,Fe2,6.0,3.0,4,8,0.053,"[172.839, 169.899, 169.866, 96.148, 94.761, 94.755, 91.943, 91.943, 91.41, 91.41, 90.046, 90.04, 82.617, 82.617, 81.929]"
