,Cif,Name,Site,CN,OS,Period,Group,SDofBV,Angles,Planes
1322,420286.cif,B3+:24.000 F1-:4.000 Li1+:4.000 O2-:36.000,B3,3.0,3.0,2,3,0.014,"[123.614, 120.911, 115.449]","{(-3.44, 1.48, -3.03)}"
1323,420286.cif,B3+:24.000 F1-:4.000 Li1+:4.000 O2-:36.000,B4,3.0,3.0,2,3,0.049,"[121.359, 120.604, 117.969]","{(3.64, 1.08, 3.01)}"
1324,420286.cif,B3+:24.000 F1-:4.000 Li1+:4.000 O2-:36.000,B5,3.0,3.0,2,3,0.02,"[120.544, 120.371, 119.085]","{(-3.5, -1.33, -3.16)}"
1325,420286.cif,B3+:24.000 F1-:4.000 Li1+:4.000 O2-:36.000,B6,3.0,3.0,2,3,0.046,"[122.459, 119.17, 118.353]","{(3.71, 1.49, -2.72)}"
1327,421592.cif,Ba2+:20.000 F1-:20.000 Ga3+:4.000 Li1+:4.000 N3-:12.000,Ga1,3.0,3.0,4,3,0.031,"[120.944, 120.345, 118.712]","{(0.0, 9.6, 0.0)}"
1332,422056.cif,I5+:4.000 In3+:1.000 Li1+:1.000 O2-:12.000,I1,3.0,5.0,5,7,0.09,"[99.445, 98.981, 96.459]","{(-6.45, -0.21, -1.21)}"
1333,422056.cif,I5+:4.000 In3+:1.000 Li1+:1.000 O2-:12.000,I2,3.0,5.0,5,7,0.068,"[98.894, 98.303, 98.094]","{(2.0, 0.02, 6.21)}"
1335,422090.cif,B3+:9.000 Li1+:3.000 O2-:27.000 Sr2+:3.000 Y3+:6.000,B1,3.0,3.0,2,3,0.001,"[120.026, 119.967, 119.967]","{(0.0, 0.0, -4.96)}"
1336,422090.cif,B3+:9.000 Li1+:3.000 O2-:27.000 Sr2+:3.000 Y3+:6.000,B2,3.0,3.0,2,3,0.049,"[121.823, 121.789, 116.27]","{(4.23, -2.44, 0.46)}"
1338,422091.cif,B3+:9.000 Li1+:3.000 O2-:27.000 Sr2+:3.000 Y3+:6.000,B1,3.0,3.0,2,3,0.001,"[120.02, 119.954, 119.954]","{(0.0, 0.0, -4.87)}"
1339,422091.cif,B3+:9.000 Li1+:3.000 O2-:27.000 Sr2+:3.000 Y3+:6.000,B2,3.0,3.0,2,3,0.022,"[121.292, 121.252, 117.316]","{(0.0, -4.88, 0.47)}"
1341,422922.cif,B3+:48.000 Li1+:16.000 O2-:80.000,B4,3.0,3.0,2,3,0.046,"[122.202, 118.79, 118.77]","{(3.66, 0.39, 3.26)}"
1345,423435.cif,B3+:24.000 F1-:8.000 Li1+:8.000 O2-:36.000,B2,3.0,3.0,2,3,0.013,"[124.257, 120.784, 114.917]","{(4.08, 2.63, 0.09)}"
1346,423435.cif,B3+:24.000 F1-:8.000 Li1+:8.000 O2-:36.000,B3,3.0,3.0,2,3,0.011,"[122.391, 121.279, 116.315]","{(-3.92, 2.75, 0.75)}"
1347,423435.cif,B3+:24.000 F1-:8.000 Li1+:8.000 O2-:36.000,B4,3.0,3.0,2,3,0.033,"[121.453, 121.346, 117.181]","{(2.94, -3.02, -2.25)}"
1348,423435.cif,B3+:24.000 F1-:8.000 Li1+:8.000 O2-:36.000,B5,3.0,3.0,2,3,0.075,"[127.301, 120.784, 111.907]","{(-3.42, -2.9, 1.68)}"
1351,423661.cif,B3+:12.000 F1-:12.000 Li1+:8.000 O2-:16.000,B3,3.0,3.0,2,3,0.007,"[121.918, 121.258, 116.814]","{(-4.72, 0.47, 1.01)}"
1355,423774.cif,B3+:36.000 Ba2+:6.000 Li1+:18.000 Na1+:6.000 O2-:72.000,B1,3.0,3.0,2,3,0.07,"[121.601, 119.558, 118.836]","{(3.55, 0.89, -3.26)}"
1356,424079.cif,B3+:32.000 Li1+:8.000 O2-:60.000 Se4+:4.000,B2,3.0,3.0,2,3,0.054,"[125.909, 120.378, 113.659]","{(0.36, 3.0, 3.79)}"
1357,424079.cif,B3+:32.000 Li1+:8.000 O2-:60.000 Se4+:4.000,B3,3.0,3.0,2,3,0.044,"[121.857, 119.347, 118.79]","{(-0.05, -3.39, -3.45)}"
1358,424079.cif,B3+:32.000 Li1+:8.000 O2-:60.000 Se4+:4.000,B4,3.0,3.0,2,3,0.089,"[121.446, 121.031, 117.394]","{(0.32, 3.07, 3.73)}"
1359,424079.cif,B3+:32.000 Li1+:8.000 O2-:60.000 Se4+:4.000,B5,3.0,3.0,2,3,0.045,"[125.436, 121.81, 112.749]","{(0.61, -3.03, -3.73)}"
1360,424079.cif,B3+:32.000 Li1+:8.000 O2-:60.000 Se4+:4.000,B7,3.0,3.0,2,3,0.045,"[122.06, 121.198, 116.705]","{(-4.77, 0.43, -0.03)}"
1361,424079.cif,B3+:32.000 Li1+:8.000 O2-:60.000 Se4+:4.000,B8,3.0,3.0,2,3,0.046,"[128.302, 120.81, 110.885]","{(4.72, 0.45, 0.69)}"
1370,424308.cif,B3+:24.000 Li1+:4.000 O2-:46.000 Sr2+:8.000,B1,3.0,3.0,2,3,0.065,"[122.242, 121.695, 116.053]","{(-0.81, 4.76, 0.5)}"
1371,424308.cif,B3+:24.000 Li1+:4.000 O2-:46.000 Sr2+:8.000,B2,3.0,3.0,2,3,0.047,"[121.635, 119.498, 118.757]","{(-0.03, 4.71, -1.12)}"
1372,424308.cif,B3+:24.000 Li1+:4.000 O2-:46.000 Sr2+:8.000,B6,3.0,3.0,2,3,0.099,"[126.62, 117.484, 115.894]","{(-1.49, -4.65, 0.24)}"
1380,424697.cif,B3+:36.000 Fe3+:4.440 Li1+:16.560 O2-:72.000 Sr2+:3.000,B2,3.0,3.0,2,3,0.032,"[123.216, 120.77, 115.913]","{(-2.84, -2.67, -3.01)}"
1381,424698.cif,B3+:36.000 Ba2+:3.000 Fe3+:4.440 Li1+:16.560 O2-:72.000,B1,3.0,3.0,2,3,0.033,"[122.609, 120.724, 116.622]","{(3.73, 1.14, 3.0)}"
1383,424834.cif,Li1+:12.000 S2-:12.000 Sb3+:4.000,Sb1,3.0,3.0,5,5,0.017,"[102.55, 98.621, 97.002]","{(-11.2, -4.06, -0.45)}"
1384,424835.cif,As3+:4.000 Li1+:12.000 S2-:12.000,As1,3.0,3.0,4,5,0.016,"[103.845, 101.993, 100.381]","{(-10.04, -3.68, -0.62)}"
1387,425419.cif,B3+:36.000 Ca2+:3.000 Fe3+:4.440 Li1+:16.560 O2-:72.000,B1,3.0,3.0,2,3,0.02,"[123.539, 120.551, 115.747]","{(-2.81, -2.67, -3.03)}"
1388,425557.cif,B3+:12.000 Eu3+:3.863 Li1+:24.000 O2-:36.000,B1,3.0,3.0,2,3,0.022,"[123.463, 120.02, 116.513]","{(2.59, -0.61, -4.15)}"
1389,425557.cif,B3+:12.000 Eu3+:3.863 Li1+:24.000 O2-:36.000,B2,3.0,3.0,2,3,0.036,"[122.31, 121.688, 115.989]","{(1.79, 1.02, -4.47)}"
1390,425557.cif,B3+:12.000 Eu3+:3.863 Li1+:24.000 O2-:36.000,B3,3.0,3.0,2,3,0.041,"[121.931, 121.373, 116.641]","{(-4.83, 0.04, 0.92)}"
1391,425558.cif,B3+:12.000 Eu3+:3.863 Li1+:24.000 O2-:36.000,B1,3.0,3.0,2,3,0.019,"[123.752, 119.643, 116.603]","{(2.59, -0.61, -4.17)}"
1392,425558.cif,B3+:12.000 Eu3+:3.863 Li1+:24.000 O2-:36.000,B2,3.0,3.0,2,3,0.035,"[121.999, 121.924, 116.059]","{(1.8, 1.02, -4.47)}"
1393,425558.cif,B3+:12.000 Eu3+:3.863 Li1+:24.000 O2-:36.000,B3,3.0,3.0,2,3,0.037,"[121.978, 121.366, 116.609]","{(-4.83, 0.04, 0.9)}"
1394,425559.cif,B3+:12.000 Eu3+:3.863 Li1+:24.000 O2-:36.000,B1,3.0,3.0,2,3,0.024,"[123.787, 119.855, 116.359]","{(2.58, -0.6, -4.16)}"
1395,425559.cif,B3+:12.000 Eu3+:3.863 Li1+:24.000 O2-:36.000,B2,3.0,3.0,2,3,0.037,"[121.992, 121.978, 116.015]","{(1.83, 0.99, -4.46)}"
1396,425559.cif,B3+:12.000 Eu3+:3.863 Li1+:24.000 O2-:36.000,B3,3.0,3.0,2,3,0.047,"[121.897, 121.769, 116.289]","{(-4.84, 0.04, 0.88)}"
1397,425560.cif,B3+:12.000 Eu3+:3.863 Li1+:24.000 O2-:36.000,B1,3.0,3.0,2,3,0.025,"[123.842, 119.756, 116.391]","{(2.57, -0.6, -4.17)}"
1398,425560.cif,B3+:12.000 Eu3+:3.863 Li1+:24.000 O2-:36.000,B2,3.0,3.0,2,3,0.033,"[122.324, 121.675, 115.983]","{(1.83, 0.99, -4.45)}"
1399,425560.cif,B3+:12.000 Eu3+:3.863 Li1+:24.000 O2-:36.000,B3,3.0,3.0,2,3,0.04,"[121.985, 121.433, 116.539]","{(-4.83, 0.04, 0.87)}"
1400,425561.cif,B3+:12.000 Eu3+:3.863 Li1+:24.000 O2-:36.000,B1,3.0,3.0,2,3,0.017,"[123.36, 119.914, 116.712]","{(2.54, -0.6, -4.16)}"
1401,425561.cif,B3+:12.000 Eu3+:3.863 Li1+:24.000 O2-:36.000,B2,3.0,3.0,2,3,0.035,"[122.31, 121.688, 115.964]","{(1.86, 0.97, -4.47)}"
1402,425561.cif,B3+:12.000 Eu3+:3.863 Li1+:24.000 O2-:36.000,B3,3.0,3.0,2,3,0.046,"[121.769, 121.648, 116.539]","{(-4.84, 0.03, 0.85)}"
1403,425562.cif,B3+:12.000 Eu3+:3.863 Li1+:24.000 O2-:36.000,B1,3.0,3.0,2,3,0.016,"[123.333, 120.093, 116.577]","{(2.53, -0.6, -4.19)}"
1404,425562.cif,B3+:12.000 Eu3+:3.863 Li1+:24.000 O2-:36.000,B2,3.0,3.0,2,3,0.043,"[122.344, 121.904, 115.703]","{(1.88, 0.95, -4.45)}"
1405,425562.cif,B3+:12.000 Eu3+:3.863 Li1+:24.000 O2-:36.000,B3,3.0,3.0,2,3,0.049,"[122.08, 121.326, 116.532]","{(-4.82, 0.01, 0.82)}"
1406,425563.cif,B3+:12.000 Eu3+:3.863 Li1+:24.000 O2-:36.000,B1,3.0,3.0,2,3,0.026,"[123.738, 119.993, 116.264]","{(2.51, -0.6, -4.2)}"
1407,425563.cif,B3+:12.000 Eu3+:3.863 Li1+:24.000 O2-:36.000,B2,3.0,3.0,2,3,0.043,"[122.425, 121.877, 115.652]","{(1.9, 0.93, -4.42)}"
1408,425563.cif,B3+:12.000 Eu3+:3.863 Li1+:24.000 O2-:36.000,B3,3.0,3.0,2,3,0.046,"[121.635, 121.561, 116.75]","{(-4.84, 0.01, 0.8)}"
1409,425564.cif,B3+:12.000 Eu3+:3.863 Li1+:24.000 O2-:36.000,B1,3.0,3.0,2,3,0.036,"[123.849, 120.311, 115.811]","{(2.48, -0.61, -4.21)}"
1410,425564.cif,B3+:12.000 Eu3+:3.863 Li1+:24.000 O2-:36.000,B2,3.0,3.0,2,3,0.045,"[122.514, 121.884, 115.531]","{(1.92, 0.92, -4.41)}"
1411,425564.cif,B3+:12.000 Eu3+:3.863 Li1+:24.000 O2-:36.000,B3,3.0,3.0,2,3,0.052,"[121.85, 121.655, 116.449]","{(-4.83, -0.0, 0.78)}"
1415,425947.cif,C4+:4.000 H1+:16.000 Li1+:4.000 N3-:12.000,C1,3.0,4.0,2,4,0.103,"[124.778, 120.345, 114.866]","{(3.5, -3.22, 0.39)}"
1418,426109.cif,B3+:20.000 H1+:6.000 Li1+:2.000 O2-:38.000 Sr2+:4.000,B1,3.0,3.0,2,3,0.043,"[122.31, 119.301, 118.385]","{(-4.83, -0.42, 0.31)}"
1419,426109.cif,B3+:20.000 H1+:6.000 Li1+:2.000 O2-:38.000 Sr2+:4.000,B2,3.0,3.0,2,3,0.049,"[122.793, 119.019, 118.041]","{(-0.22, 4.42, 2.11)}"
1420,426109.cif,B3+:20.000 H1+:6.000 Li1+:2.000 O2-:38.000 Sr2+:4.000,B6,3.0,3.0,2,3,0.011,"[123.292, 122.643, 114.06]","{(-0.33, 4.56, 1.65)}"
1421,426109.cif,B3+:20.000 H1+:6.000 Li1+:2.000 O2-:38.000 Sr2+:4.000,B7,3.0,3.0,2,3,0.051,"[123.367, 119.006, 117.62]","{(4.83, -0.07, 0.72)}"
1422,426109.cif,B3+:20.000 H1+:6.000 Li1+:2.000 O2-:38.000 Sr2+:4.000,B9,3.0,3.0,2,3,0.053,"[124.876, 120.04, 115.081]","{(-0.03, 4.09, 2.66)}"
1430,426110.cif,B3+:54.000 Ba2+:6.000 Li1+:6.000 O2-:90.000,B2,3.0,3.0,2,3,0.06,"[122.609, 119.663, 117.71]","{(3.42, -2.67, -2.16)}"
1431,426134.cif,B3+:40.000 Ba2+:12.000 H1+:24.000 Li1+:8.000 O2-:88.000,B2,3.0,3.0,2,3,0.014,"[124.139, 121.776, 114.067]","{(-2.13, -3.69, 2.32)}"
1432,426134.cif,B3+:40.000 Ba2+:12.000 H1+:24.000 Li1+:8.000 O2-:88.000,B4,3.0,3.0,2,3,0.079,"[121.668, 119.341, 118.94]","{(1.94, -2.04, -4.01)}"
1445,426537.cif,B3+:54.000 Ba2+:6.000 Li1+:6.000 O2-:90.000,B1,3.0,3.0,2,3,0.066,"[122.5, 119.835, 117.561]","{(-0.7, -4.32, 2.17)}"
1446,426537.cif,B3+:54.000 Ba2+:6.000 Li1+:6.000 O2-:90.000,B2,3.0,3.0,2,3,0.106,"[122.854, 119.281, 117.853]","{(0.5, -4.28, 2.16)}"
1456,427287.cif,B3+:2.000 Be2+:2.000 Li1+:2.000 O2-:6.000,B1,3.0,3.0,2,3,0.054,"[120.83, 120.113, 119.052]","{(-1.41, -0.38, -4.72)}"
1458,427375.cif,C4+:12.000 H1+:36.000 Li1+:12.000 N3-:24.000 O2-:12.000,C1,3.0,4.0,2,4,0.151,"[123.731, 121.084, 115.176]","{(1.92, -3.66, -1.85)}"
1459,427375.cif,C4+:12.000 H1+:36.000 Li1+:12.000 N3-:24.000 O2-:12.000,C2,3.0,4.0,2,4,0.13,"[125.57, 117.426, 116.962]","{(2.85, 0.41, -3.53)}"
1460,427375.cif,C4+:12.000 H1+:36.000 Li1+:12.000 N3-:24.000 O2-:12.000,C3,3.0,4.0,2,4,0.153,"[127.013, 117.439, 115.518]","{(2.36, 2.07, 3.26)}"
1466,427396.cif,B3+:24.000 Cs1+:4.000 Li1+:4.000 O2-:40.000,B2,3.0,3.0,2,3,0.042,"[122.82, 119.874, 117.265]","{(-2.44, -0.3, 4.2)}"
1468,427397.cif,B3+:24.000 Cs1+:4.000 Li1+:4.000 O2-:40.000,B2,3.0,3.0,2,3,0.042,"[122.799, 120.126, 117.052]","{(-2.44, -0.29, 4.19)}"
1470,427401.cif,B3+:24.000 Cs1+:4.000 Li1+:4.000 O2-:40.000,B2,3.0,3.0,2,3,0.029,"[121.978, 120.285, 117.723]","{(-2.46, -0.27, 4.21)}"
1472,427426.cif,B3+:44.000 Li1+:12.000 O2-:72.000,B1,3.0,3.0,2,3,0.058,"[120.957, 120.77, 118.268]","{(-3.32, -2.81, -2.16)}"
1473,427426.cif,B3+:44.000 Li1+:12.000 O2-:72.000,B2,3.0,3.0,2,3,0.039,"[122.752, 119.584, 117.555]","{(2.28, 3.46, 2.54)}"
1474,427426.cif,B3+:44.000 Li1+:12.000 O2-:72.000,B3,3.0,3.0,2,3,0.062,"[120.857, 120.424, 118.718]","{(-2.83, 3.9, -0.02)}"
1475,427426.cif,B3+:44.000 Li1+:12.000 O2-:72.000,B4,3.0,3.0,2,3,0.062,"[120.797, 119.828, 119.327]","{(3.23, -3.22, 1.64)}"
1476,427426.cif,B3+:44.000 Li1+:12.000 O2-:72.000,B5,3.0,3.0,2,3,0.035,"[122.398, 122.351, 115.049]","{(2.58, -2.6, 3.19)}"
1477,427426.cif,B3+:44.000 Li1+:12.000 O2-:72.000,B6,3.0,3.0,2,3,0.053,"[124.653, 120.757, 114.519]","{(1.61, -2.57, 3.71)}"
1478,427426.cif,B3+:44.000 Li1+:12.000 O2-:72.000,B7,3.0,3.0,2,3,0.051,"[123.973, 120.292, 115.677]","{(1.47, -4.59, 0.04)}"
1479,427426.cif,B3+:44.000 Li1+:12.000 O2-:72.000,B8,3.0,3.0,2,3,0.068,"[121.567, 119.505, 118.803]","{(2.03, -4.28, 1.12)}"
1495,428405.cif,Fe3+:8.000 Li1+:12.000 O2-:48.000 P5+:12.000,Li2,3.0,1.0,2,1,0.251,"[138.582, 103.586, 47.585]","{(2.6, 2.16, 2.87)}"
1501,428677.cif,B3+:20.000 Ba2+:6.000 H1+:9.960 Li1+:2.000 O2-:41.980,B1,3.0,3.0,2,3,0.004,"[121.131, 121.011, 117.859]","{(-3.51, -3.48, -0.35)}"
1505,429483.cif,B3+:8.000 Cs1+:8.000 Li1+:4.000 Nd3+:4.000 O2-:24.000,B1,3.0,3.0,2,3,0.004,"[123.511, 118.249, 118.242]","{(-0.0, 4.66, -1.55)}"
1506,429483.cif,B3+:8.000 Cs1+:8.000 Li1+:4.000 Nd3+:4.000 O2-:24.000,B2,3.0,3.0,2,3,0.009,"[120.964, 119.967, 119.071]","{(0.0, -0.0, -4.92)}"
1509,429855.cif,B3+:14.000 K1+:18.000 Li1+:6.000 Nd3+:6.000 O2-:42.000,B1,3.0,3.0,2,3,0.026,"[123.12, 118.653, 118.223]","{(-4.0, 1.47, 2.47)}"
1510,429855.cif,B3+:14.000 K1+:18.000 Li1+:6.000 Nd3+:6.000 O2-:42.000,B2,3.0,3.0,2,3,0.033,"[120.891, 119.703, 119.406]","{(0.26, 0.05, -4.93)}"
1511,429855.cif,B3+:14.000 K1+:18.000 Li1+:6.000 Nd3+:6.000 O2-:42.000,B3,3.0,3.0,2,3,0.013,"[122.412, 118.967, 117.833]","{(2.58, -4.07, 0.44)}"
1512,429855.cif,B3+:14.000 K1+:18.000 Li1+:6.000 Nd3+:6.000 O2-:42.000,B4,3.0,3.0,2,3,0.004,"[122.52, 118.744, 118.738]","{(-0.0, 0.0, 4.89)}"
1530,432026.cif,B3+:8.000 Li1+:12.000 O2-:24.000 Y3+:4.000,B1,3.0,3.0,2,3,0.028,"[123.663, 121.5, 114.835]","{(0.85, 4.4, 2.17)}"
1531,432026.cif,B3+:8.000 Li1+:12.000 O2-:24.000 Y3+:4.000,B2,3.0,3.0,2,3,0.021,"[124.021, 118.372, 117.419]","{(-2.9, 3.9, 0.56)}"
1536,432925.cif,B3+:36.000 K1+:12.000 Li1+:12.000 O2-:108.000 Y3+:28.000,B1,3.0,3.0,2,3,0.047,"[126.086, 117.781, 116.129]","{(-0.93, -0.35, -4.77)}"
1537,432925.cif,B3+:36.000 K1+:12.000 Li1+:12.000 O2-:108.000 Y3+:28.000,B2,3.0,3.0,2,3,0.06,"[126.413, 116.814, 116.757]","{(-3.7, 0.03, 3.21)}"
1538,432925.cif,B3+:36.000 K1+:12.000 Li1+:12.000 O2-:108.000 Y3+:28.000,B3,3.0,3.0,2,3,0.05,"[124.437, 121.292, 114.167]","{(0.78, 0.22, -4.8)}"
1539,432925.cif,B3+:36.000 K1+:12.000 Li1+:12.000 O2-:108.000 Y3+:28.000,B4,3.0,3.0,2,3,0.027,"[122.419, 119.855, 117.652]","{(4.19, -1.21, -2.21)}"
1540,432925.cif,B3+:36.000 K1+:12.000 Li1+:12.000 O2-:108.000 Y3+:28.000,B5,3.0,3.0,2,3,0.048,"[125.458, 117.516, 116.981]","{(-3.81, -0.4, -3.1)}"
1541,432925.cif,B3+:36.000 K1+:12.000 Li1+:12.000 O2-:108.000 Y3+:28.000,B6,3.0,3.0,2,3,0.032,"[125.429, 117.374, 117.181]","{(-0.89, 4.84, -0.29)}"
1542,432925.cif,B3+:36.000 K1+:12.000 Li1+:12.000 O2-:108.000 Y3+:28.000,B7,3.0,3.0,2,3,0.018,"[121.467, 119.347, 119.19]","{(0.67, 4.8, -0.68)}"
1543,432925.cif,B3+:36.000 K1+:12.000 Li1+:12.000 O2-:108.000 Y3+:28.000,B8,3.0,3.0,2,3,0.006,"[125.676, 117.207, 117.104]","{(3.12, 3.56, 1.25)}"
1544,432925.cif,B3+:36.000 K1+:12.000 Li1+:12.000 O2-:108.000 Y3+:28.000,B9,3.0,3.0,2,3,0.044,"[123.346, 119.749, 116.878]","{(-0.96, 3.29, -3.49)}"
1547,433210.cif,B3+:36.000 Eu3+:28.000 K1+:12.000 Li1+:12.000 O2-:108.000,B1,3.0,3.0,2,3,0.039,"[125.058, 118.294, 116.628]","{(-0.65, -0.29, -4.84)}"
1548,433210.cif,B3+:36.000 Eu3+:28.000 K1+:12.000 Li1+:12.000 O2-:108.000,B2,3.0,3.0,2,3,0.051,"[125.86, 117.969, 116.168]","{(-3.67, 0.06, 3.29)}"
1549,433210.cif,B3+:36.000 Eu3+:28.000 K1+:12.000 Li1+:12.000 O2-:108.000,B3,3.0,3.0,2,3,0.064,"[122.943, 122.548, 114.45]","{(0.76, 0.52, -4.82)}"
1550,433210.cif,B3+:36.000 Eu3+:28.000 K1+:12.000 Li1+:12.000 O2-:108.000,B4,3.0,3.0,2,3,0.036,"[123.477, 118.62, 117.905]","{(4.26, -1.05, -2.23)}"
1551,433210.cif,B3+:36.000 Eu3+:28.000 K1+:12.000 Li1+:12.000 O2-:108.000,B5,3.0,3.0,2,3,0.045,"[124.736, 117.671, 117.587]","{(-3.88, -0.35, -3.03)}"
1552,433210.cif,B3+:36.000 Eu3+:28.000 K1+:12.000 Li1+:12.000 O2-:108.000,B6,3.0,3.0,2,3,0.05,"[125.838, 117.355, 116.789]","{(-0.8, 4.87, -0.26)}"
1553,433210.cif,B3+:36.000 Eu3+:28.000 K1+:12.000 Li1+:12.000 O2-:108.000,B7,3.0,3.0,2,3,0.025,"[121.225, 119.643, 119.137]","{(0.6, 4.85, -0.63)}"
1554,433210.cif,B3+:36.000 Eu3+:28.000 K1+:12.000 Li1+:12.000 O2-:108.000,B8,3.0,3.0,2,3,0.016,"[124.974, 118.64, 116.353]","{(-3.25, -3.4, -1.41)}"
1555,433210.cif,B3+:36.000 Eu3+:28.000 K1+:12.000 Li1+:12.000 O2-:108.000,B9,3.0,3.0,2,3,0.016,"[124.146, 118.021, 117.775]","{(-0.69, 3.05, -3.76)}"
1562,46025.cif,I5+:2.000 Li1+:2.000 O2-:6.000,I1,3.0,5.0,5,7,0.001,"[100.143, 100.137, 100.119]","{(0.0, 0.0, 6.62)}"
1563,46026.cif,I5+:2.000 Li1+:2.000 O2-:6.000,I1,3.0,5.0,5,7,0.001,"[100.026, 100.02, 100.003]","{(0.0, 0.0, 6.63)}"
1564,46027.cif,I5+:2.000 Li1+:2.000 O2-:6.000,I1,3.0,5.0,5,7,0.001,"[100.422, 100.416, 100.405]","{(0.0, 0.0, 6.63)}"
1565,48040.cif,H1+:24.000 Li1+:4.000 N5+:4.000 O2-:24.000,N1,3.0,5.0,2,5,0.039,"[122.093, 118.954, 118.954]","{(-4.06, 0.0, 0.0)}"
1568,48177.cif,B3+:4.000 K1+:4.000 Li1+:8.000 O2-:12.000,B1,3.0,3.0,2,3,0.003,"[122.554, 118.718, 118.718]","{(3.6, 0.0, 3.35)}"
1589,50612.cif,Al3+:4.000 B3+:4.000 Li1+:8.000 O2-:16.000,B1,3.0,3.0,2,3,0.288,"[124.361, 121.399, 113.753]","{(3.87, -1.32, -2.31)}"
1591,50685.cif,B3+:12.000 Gd3+:24.000 Li1+:4.000 O2-:56.000,B1,3.0,3.0,2,3,0.034,"[120.964, 120.013, 119.026]","{(2.09, 1.26, 4.27)}"
1592,50685.cif,B3+:12.000 Gd3+:24.000 Li1+:4.000 O2-:56.000,B2,3.0,3.0,2,3,0.005,"[124.757, 117.911, 117.161]","{(-1.39, 0.33, -4.65)}"
1593,50685.cif,B3+:12.000 Gd3+:24.000 Li1+:4.000 O2-:56.000,B3,3.0,3.0,2,3,0.039,"[124.035, 117.943, 117.846]","{(1.76, -0.17, 4.65)}"
1619,51078.cif,B3+:4.000 Li1+:3.720 O2-:20.000 V3+:8.280,B1,3.0,3.0,2,3,0.008,"[121.379, 119.512, 119.111]","{(0.0, 0.0, -4.94)}"
1620,51314.cif,Al3+:8.000 B3+:16.000 Li1+:8.000 O2-:40.000,B1,3.0,3.0,2,3,0.128,"[130.625, 122.95, 106.374]","{(-3.58, 3.48, 0.3)}"
1621,51314.cif,Al3+:8.000 B3+:16.000 Li1+:8.000 O2-:40.000,B2,3.0,3.0,2,3,0.069,"[123.539, 119.505, 116.923]","{(-3.88, -3.09, 0.44)}"
1625,51442.cif,B3+:6.000 Li1+:4.000 O2-:26.000 Yb3+:10.000,B1,3.0,3.0,2,3,0.059,"[122.704, 120.126, 117.168]","{(0.0, -5.0, 0.0)}"
1626,51442.cif,B3+:6.000 Li1+:4.000 O2-:26.000 Yb3+:10.000,B2,3.0,3.0,2,3,0.017,"[122.032, 119.235, 118.731]","{(0.0, 4.98, -0.0)}"
1627,51442.cif,B3+:6.000 Li1+:4.000 O2-:26.000 Yb3+:10.000,B3,3.0,3.0,2,3,0.039,"[123.059, 122.405, 114.538]","{(-0.0, -4.85, 0.0)}"
1643,51754.cif,Al3+:2.000 B3+:4.000 Li1+:6.000 O2-:12.000,B1,3.0,3.0,2,3,0.089,"[122.222, 121.918, 115.785]","{(-1.97, -3.95, -2.22)}"
1644,51754.cif,Al3+:2.000 B3+:4.000 Li1+:6.000 O2-:12.000,B2,3.0,3.0,2,3,0.074,"[121.985, 121.729, 116.193]","{(-0.09, -3.88, -3.04)}"
1649,54858.cif,Al3+:2.000 B3+:4.000 Li1+:6.000 O2-:12.000,B1,3.0,3.0,2,3,0.084,"[122.229, 121.131, 116.551]","{(-1.96, -3.97, -2.22)}"
1650,54858.cif,Al3+:2.000 B3+:4.000 Li1+:6.000 O2-:12.000,B2,3.0,3.0,2,3,0.083,"[121.648, 121.628, 116.628]","{(0.09, 3.87, 3.02)}"
1659,55752.cif,Fe3+:3.000 Li1+:9.000 O2-:72.000 P5+:18.000 Ti4+:9.000,Li1,3.0,1.0,2,1,0.359,"[88.831, 69.727, 61.68]","{(-1.55, 2.67, -4.32)}"
1669,59346.cif,B3+:8.000 Co2+:8.000 Li1+:8.000 O2-:24.000,B1,3.0,3.0,2,3,0.031,"[120.378, 120.046, 119.571]","{(-1.2, -0.72, 4.74)}"
1786,65170.cif,Li1+:4.000 O2-:4.000 Rb1+:4.000,Li1,3.0,1.0,2,1,0.018,"[137.595, 109.39, 109.39]","{(2.99, 0.0, -8.68)}"
1812,65930.cif,B3+:32.000 Li1+:16.000 O2-:56.000,B1,3.0,3.0,2,3,0.021,"[121.158, 119.518, 119.321]","{(0.43, 2.4, 4.2)}"
1817,66708.cif,B3+:12.000 Li1+:4.000 O2-:20.000,B1,3.0,3.0,2,3,0.05,"[123.312, 119.808, 116.878]","{(3.05, -1.79, -3.36)}"
1818,66708.cif,B3+:12.000 Li1+:4.000 O2-:20.000,B3,3.0,3.0,2,3,0.036,"[124.904, 122.263, 112.83]","{(-3.75, 2.22, 2.2)}"
1822,66940.cif,C4+:4.000 K1+:4.000 Li1+:4.000 O2-:12.000,C1,3.0,4.0,2,4,0.029,"[122.827, 118.614, 118.548]","{(0.12, -1.83, -3.89)}"
1823,66941.cif,C4+:4.000 Li1+:8.000 O2-:12.000,C1,3.0,4.0,2,4,0.031,"[120.013, 119.993, 119.993]","{(-1.36, -0.0, 4.05)}"
1825,66942.cif,C4+:4.000 Li1+:8.000 O2-:12.000,C1,3.0,4.0,2,4,0.035,"[120.179, 120.179, 119.637]","{(-1.38, -0.0, 4.08)}"
1827,66944.cif,C4+:4.000 K1+:4.000 Li1+:4.000 O2-:12.000,C1,3.0,4.0,2,4,0.05,"[123.752, 118.392, 117.846]","{(0.12, -1.85, -3.86)}"
