,Cif,Name,Site,CN,OS,Period,Group,SDofBV,Angles,Planes
6623,412334.cif,H1+:88.000 Na1+:12.000 O2-:48.000 P5+:4.000 S2-:12.000,H22,2.0,1.0,1,1,0.151,[151.294],set()
6624,412561.cif,Na1+:31.920 O2-:168.000 Te4+:40.000 U6+:24.000,Na3,2.0,1.0,3,1,0.011,[82.848],set()
6640,412973.cif,C4+:1.000 Cu1+:1.000 Na1+:5.000 O2-:5.000,Cu1,2.0,1.0,4,1,0.0,[180.0],set()
6641,412974.cif,Cu1+:1.000 Na1+:5.000 O2-:6.000 S6+:1.000,Cu1,2.0,1.0,4,1,0.0,[180.0],set()
6642,412975.cif,C4+:1.000 Co1+:1.000 Na1+:5.000 O2-:5.000,Co1,2.0,1.0,4,8,0.0,[180.0],set()
6643,412976.cif,Cu1+:5.000 Na1+:25.000 O2-:26.000 S2-:1.000 S6+:4.000,Cu1,2.0,1.0,4,1,0.002,[175.948],set()
6644,412976.cif,Cu1+:5.000 Na1+:25.000 O2-:26.000 S2-:1.000 S6+:4.000,Cu2,2.0,1.0,4,1,0.004,[178.854],set()
6645,412976.cif,Cu1+:5.000 Na1+:25.000 O2-:26.000 S2-:1.000 S6+:4.000,Cu3,2.0,1.0,4,1,0.0,[180.0],set()
6646,412977.cif,Cu1+:1.000 Na1+:5.000 O2-:2.000 S2-:1.000,Cu1,2.0,1.0,4,1,0.0,[180.0],set()
6721,415006.cif,F1-:6.000 H1+:3.000 Na1+:3.000,H1,2.0,1.0,1,1,0.0,[180.0],set()
6757,416033.cif,Ba2+:12.000 C4+:16.000 N3-:32.000 Na1+:8.000,C1,2.0,4.0,2,4,0.009,[177.569],set()
6758,416033.cif,Ba2+:12.000 C4+:16.000 N3-:32.000 Na1+:8.000,C2,2.0,4.0,2,4,0.008,[176.286],set()
6759,416033.cif,Ba2+:12.000 C4+:16.000 N3-:32.000 Na1+:8.000,C3,2.0,4.0,2,4,0.015,[175.948],set()
6760,416033.cif,Ba2+:12.000 C4+:16.000 N3-:32.000 Na1+:8.000,C4,2.0,4.0,2,4,0.0,[180.0],set()
6761,416033.cif,Ba2+:12.000 C4+:16.000 N3-:32.000 Na1+:8.000,C5,2.0,4.0,2,4,0.0,[180.0],set()
6882,418297.cif,Ag1+:4.000 Na1+:4.000 O2-:12.000 S0+:4.000 S4+:4.000,Ag1,2.0,1.0,5,1,0.037,[156.463],set()
6883,418298.cif,Ag1+:4.000 H1+:8.000 Na1+:4.000 O2-:16.000 S0+:4.000 S4+:4.000,Ag2,2.0,1.0,5,1,0.053,[65.323],set()
6907,418677.cif,Cr4+:2.000 F1-:16.000 H1+:4.000 Na1+:4.000,H1,2.0,1.0,1,1,0.387,[169.42],set()
6972,4219.cif,B3+:24.000 H1+:32.000 Na1+:8.000 O2-:56.000,H4,2.0,1.0,1,1,0.298,[180.0],set()
6993,422475.cif,Co2+:4.000 H1+:6.000 Mo6+:4.000 Na1+:2.000 O2-:20.000,H2,2.0,1.0,1,1,0.0,[180.0],set()
7151,426135.cif,Al3+:12.000 H1+:32.000 Na1+:4.000 O2-:56.000 P5+:8.000,H4,2.0,1.0,1,1,0.309,[170.401],set()
7221,427360.cif,H1+:2.000 Na1+:2.000 O2-:8.000 Se6+:2.000,H2,2.0,1.0,1,1,0.29,[156.795],set()
7222,427361.cif,H1+:28.000 Na1+:20.000 O2-:72.000 Se6+:16.000,H2,2.0,1.0,1,1,0.28,[169.082],set()
7272,4284.cif,As5+:4.000 H1+:16.000 Na1+:4.000 O2-:20.000,H1,2.0,1.0,1,1,0.228,[178.188],set()
7273,4284.cif,As5+:4.000 H1+:16.000 Na1+:4.000 O2-:20.000,H3,2.0,1.0,1,1,0.261,[173.217],set()
7401,433031.cif,F1-:12.000 H1+:8.000 Na1+:4.000,H1,2.0,1.0,1,1,0.243,[176.861],set()
7402,433031.cif,F1-:12.000 H1+:8.000 Na1+:4.000,H2,2.0,1.0,1,1,0.267,[178.188],set()
7403,433032.cif,F1-:12.000 H1+:8.000 Na1+:4.000,H1,2.0,1.0,1,1,0.132,[179.19],set()
7404,433032.cif,F1-:12.000 H1+:8.000 Na1+:4.000,H2,2.0,1.0,1,1,0.138,[173.934],set()
7451,434037.cif,C4+:12.000 N3-:24.000 Na1+:8.000 Sn4+:4.000,C1,2.0,4.0,2,4,0.285,[177.856],set()
7452,434037.cif,C4+:12.000 N3-:24.000 Na1+:8.000 Sn4+:4.000,C2,2.0,4.0,2,4,0.0,[173.988],set()
7478,44802.cif,C4+:8.000 H1+:20.000 Na1+:12.000 O2-:32.000,H1,2.0,1.0,1,1,0.0,[180.0],set()
7485,47105.cif,Cu1+:2.000 K1+:2.000 Na1+:4.000 O2-:4.000,Cu1,2.0,1.0,4,1,0.078,[180.0],set()
7489,48195.cif,H1+:20.000 Na1+:4.000 O2-:16.000 Si4+:2.000,H1,2.0,1.0,1,1,0.292,[176.376],set()
7490,48195.cif,H1+:20.000 Na1+:4.000 O2-:16.000 Si4+:2.000,H7,2.0,1.0,1,1,0.287,[173.668],set()
7492,49558.cif,D1+:144.000 Na1+:16.000 O2-:96.000 Si4+:8.000,D4,2.0,1.0,1,1,0.289,[173.314],set()
7493,49624.cif,Na1+:16.000 O2-:12.000 Sn2+:4.000,Na1,2.0,1.0,3,1,0.003,[154.555],set()
7494,49752.cif,Ag1+:8.000 Na1+:8.000 O2-:8.000,Ag1,2.0,1.0,5,1,0.0,[178.188],set()
7495,49756.cif,Cu1+:8.000 Na1+:8.000 O2-:8.000,Cu1,2.0,1.0,4,1,0.0,[177.856],set()
7501,50476.cif,Fe3+:8.000 H1+:56.000 Na1+:8.000 O2-:104.000 P5+:24.000,H4,2.0,1.0,1,1,0.25,[168.042],set()
7531,51451.cif,H1+:12.000 In3+:4.000 Na1+:4.000 O2-:34.000 P5+:8.000,H6,2.0,1.0,1,1,0.066,[164.928],set()
7555,52529.cif,H1+:2.000 Na1+:2.000 Ni2+:2.000 O2-:14.000 P5+:4.000,H1,2.0,1.0,1,1,0.004,[178.854],set()
7558,52530.cif,Co2+:2.000 H1+:2.000 Na1+:2.000 O2-:14.000 P5+:4.000,H1,2.0,1.0,1,1,0.001,[180.0],set()
7592,55249.cif,H1+:18.000 Mg2+:30.000 Na1+:18.000 O2-:144.000 Si4+:48.000,H5,2.0,1.0,1,1,0.268,[138.947],set()
7593,55249.cif,H1+:18.000 Mg2+:30.000 Na1+:18.000 O2-:144.000 Si4+:48.000,H6,2.0,1.0,1,1,0.241,[131.224],set()
7679,59949.cif,Na1+:16.000 O2-:40.000 S4+:16.000,S2,2.0,4.0,3,6,0.012,[109.968],set()
7680,59949.cif,Na1+:16.000 O2-:40.000 S4+:16.000,S4,2.0,4.0,3,6,0.006,[109.323],set()
7684,59950.cif,Na1+:4.000 O2-:10.150 S4+:4.000,S2,2.0,4.0,3,6,0.121,[108.433],set()
7692,60187.cif,Al3+:16.000 H1+:32.000 Na1+:16.000 O2-:96.000 Si4+:24.000,H1,2.0,1.0,1,1,0.149,[141.999],set()
7695,60657.cif,H1+:29.000 I7+:2.000 Na1+:5.000 O2-:24.000,H2,2.0,1.0,1,1,0.0,[180.0],set()
7696,60657.cif,H1+:29.000 I7+:2.000 Na1+:5.000 O2-:24.000,H3,2.0,1.0,1,1,0.176,[142.326],set()
7700,60765.cif,N3+:2.000 Na1+:2.000 O2-:4.000,N1,2.0,3.0,2,5,0.0,[114.236],set()
7737,61226.cif,Au1+:2.000 K1+:2.000 Na1+:4.000 O2-:4.000,Au1,2.0,1.0,6,1,0.0,[180.0],set()
7748,61514.cif,Cu1+:10.000 Na1+:2.000 S2-:6.000,Cu1,2.0,1.0,4,1,0.0,[171.34],set()
7761,62066.cif,Au1+:4.000 Na1+:12.000 O2-:8.000,Au1,2.0,1.0,6,1,0.0,[177.312],set()
7762,62066.cif,Au1+:4.000 Na1+:12.000 O2-:8.000,Na1,2.0,1.0,3,1,0.0,[159.488],set()
7783,62316.cif,Al3+:12.000 Ge4+:12.000 Na1+:12.000 O2-:48.000,Na2,2.0,1.0,3,1,0.349,[117.445],set()
7791,62358.cif,F1-:24.000 Fe3+:2.000 H1+:6.000 K1+:8.000 Na1+:4.000,H1,2.0,1.0,1,1,0.0,[151.021],set()
7803,62565.cif,Ag1+:8.000 N3+:16.000 Na1+:8.000 O2-:32.000,N3,2.0,3.0,2,5,0.0,[114.017],set()
7805,62566.cif,Ag1+:8.000 N3+:16.000 Na1+:8.000 O2-:32.000,N3,2.0,3.0,2,5,0.0,[113.091],set()
7807,62567.cif,Ag1+:8.000 N3+:16.000 Na1+:8.000 O2-:32.000,N3,2.0,3.0,2,5,0.0,[113.085],set()
7810,6265.cif,Al3+:2.000 H1+:2.000 Na1+:4.000 O2-:18.000 Si4+:6.000,H1,2.0,1.0,1,1,0.287,[170.575],set()
7822,62765.cif,D1+:64.000 Na1+:8.000 O2-:44.000 Si4+:4.000,D2,2.0,1.0,1,1,0.268,[176.199],set()
7823,62765.cif,D1+:64.000 Na1+:8.000 O2-:44.000 Si4+:4.000,D3,2.0,1.0,1,1,0.29,[170.231],set()
7824,62765.cif,D1+:64.000 Na1+:8.000 O2-:44.000 Si4+:4.000,D5,2.0,1.0,1,1,0.285,[175.415],set()
7825,62765.cif,D1+:64.000 Na1+:8.000 O2-:44.000 Si4+:4.000,D9,2.0,1.0,1,1,0.314,[164.796],set()
7844,6293.cif,C4+:4.000 H1+:8.000 Na1+:8.000 O2-:16.000,H2,2.0,1.0,1,1,0.256,[154.224],set()
7876,63218.cif,Al3+:16.000 H1+:48.000 Na1+:16.000 O2-:104.000 Si4+:24.000,Na2,2.0,1.0,3,1,0.004,[149.305],set()
7923,65.cif,H1+:24.000 Na1+:4.000 O2-:24.000 P5+:4.000,H2,2.0,1.0,1,1,0.309,[168.579],set()
7924,65.cif,H1+:24.000 Na1+:4.000 O2-:24.000 P5+:4.000,H5,2.0,1.0,1,1,0.215,[171.494],set()
7929,65011.cif,As5+:6.000 H1+:4.000 Na1+:2.000 O2-:18.000,H1,2.0,1.0,1,1,0.259,[180.0],set()
7937,65124.cif,B3+:18.000 H1+:6.000 Na1+:10.000 O2-:35.000,H4,2.0,1.0,1,1,0.0,[180.0],set()
8011,66.cif,H1+:24.000 Na1+:4.000 O2-:24.000 P5+:4.000,H1,2.0,1.0,1,1,0.241,[173.364],set()
8012,66.cif,H1+:24.000 Na1+:4.000 O2-:24.000 P5+:4.000,H2,2.0,1.0,1,1,0.235,[175.137],set()
8075,67558.cif,Cu1+:4.000 Cu2+:4.000 Na1+:4.000 O2-:8.000,Cu2,2.0,2.0,4,1,0.026,[180.0],set()
8125,68512.cif,As5+:24.000 H1+:16.000 Na1+:24.000 O2-:80.000,H2,2.0,1.0,1,1,0.3,[152.76],set()
8136,68619.cif,B3+:4.000 N3-:8.000 Na1+:12.000,B1,2.0,3.0,2,3,0.001,[179.19],set()
8137,68707.cif,N3+:2.000 Na1+:2.000 O2-:4.000,N1,2.0,3.0,2,5,0.0,[114.614],set()
8138,68711.cif,C4+:8.000 H1+:6.000 Na1+:10.000 O2-:24.000,H1,2.0,1.0,1,1,0.271,[166.312],set()
8139,68711.cif,C4+:8.000 H1+:6.000 Na1+:10.000 O2-:24.000,H2,2.0,1.0,1,1,0.0,[180.0],set()
8140,68711.cif,C4+:8.000 H1+:6.000 Na1+:10.000 O2-:24.000,H3,2.0,1.0,1,1,0.272,[171.572],set()
8141,68711.cif,C4+:8.000 H1+:6.000 Na1+:10.000 O2-:24.000,H4,2.0,1.0,1,1,0.0,[180.0],set()
8204,69406.cif,Al3+:16.000 H1+:32.000 Na1+:16.000 O2-:96.000 Si4+:24.000,H1,2.0,1.0,1,1,0.237,[163.617],set()
8233,69783.cif,As5+:4.000 F1-:4.000 Na1+:4.000 O2-:16.000 Sb3+:4.000,Na1,2.0,1.0,3,1,0.051,[56.31],set()
8313,71682.cif,Cu1+:32.000 Na1+:64.000 S2-:48.000,Cu1,2.0,1.0,4,1,0.01,[174.326],set()
8314,71682.cif,Cu1+:32.000 Na1+:64.000 S2-:48.000,Cu2,2.0,1.0,4,1,0.008,[176.286],set()
8349,7228.cif,Cu1+:12.000 Na1+:4.004 O2-:24.000 Sn4+:7.996,Cu1,2.0,1.0,4,1,0.0,[180.0],set()
8350,7228.cif,Cu1+:12.000 Na1+:4.004 O2-:24.000 Sn4+:7.996,Cu2,2.0,1.0,4,1,0.0,[153.113],set()
8351,7228.cif,Cu1+:12.000 Na1+:4.004 O2-:24.000 Sn4+:7.996,Cu3,2.0,1.0,4,1,0.0,[175.867],set()
8376,73198.cif,Ag1+:48.000 Na1+:16.000 S2-:32.000,Ag1,2.0,1.0,5,1,0.0,[158.529],set()
8377,73265.cif,Cu2+:4.000 H1+:6.000 Na1+:2.000 O2-:20.000 S6+:4.000,H1,2.0,1.0,1,1,0.136,[179.19],set()
8378,73265.cif,Cu2+:4.000 H1+:6.000 Na1+:2.000 O2-:20.000 S6+:4.000,H2,2.0,1.0,1,1,0.312,[179.19],set()
8382,73306.cif,H1+:44.000 Mo6+:6.000 Na1+:6.000 O2-:46.000 Te6+:1.000,H3,2.0,1.0,1,1,0.245,[169.705],set()
8411,73954.cif,H1+:2.000 Na1+:2.000 O2-:16.000 P5+:4.000 Zn2+:4.000,H1,2.0,1.0,1,1,0.116,[180.0],set()
8433,74408.cif,Au1+:20.000 Na1+:28.000 S2-:24.000,Au1,2.0,1.0,6,1,0.0,[180.0],set()
8434,74408.cif,Au1+:20.000 Na1+:28.000 S2-:24.000,Au2,2.0,1.0,6,1,0.008,[170.575],set()
8435,74408.cif,Au1+:20.000 Na1+:28.000 S2-:24.000,Au3,2.0,1.0,6,1,0.021,[179.19],set()
8437,74499.cif,Hg2+:8.000 Na1+:16.000 S2-:16.000,Hg1,2.0,2.0,6,2,0.004,[176.113],set()
8438,74544.cif,H1+:12.000 K1+:20.000 Na1+:4.000 O2-:48.000 P5+:12.000,H2,2.0,1.0,1,1,0.313,[152.911],set()
8467,74960.cif,Cs1+:4.000 D1+:60.000 Na1+:8.000 O2-:36.000,D10,2.0,1.0,1,1,0.285,[175.867],set()
8468,74960.cif,Cs1+:4.000 D1+:60.000 Na1+:8.000 O2-:36.000,D12,2.0,1.0,1,1,0.297,[171.89],set()
8511,75441.cif,Co2+:12.000 H1+:8.000 Na1+:4.000 O2-:48.000 P5+:12.000,H1,2.0,1.0,1,1,0.323,[169.965],set()
8512,75442.cif,As5+:12.000 Co2+:12.000 H1+:8.000 Na1+:4.000 O2-:48.000,H1,2.0,1.0,1,1,0.214,[174.384],set()
8542,77359.cif,C4+:8.000 H1+:20.000 K1+:8.000 Na1+:4.000 O2-:32.000,H1,2.0,1.0,1,1,0.339,[178.188],set()
8547,77360.cif,C4+:8.000 H1+:20.000 Na1+:4.000 O2-:32.000 Rb1+:8.000,H1,2.0,1.0,1,1,0.035,[180.0],set()
8603,78809.cif,Al3+:88.003 Na1+:92.800 O2-:384.000 Si4+:103.997,Na7,2.0,1.0,3,1,0.005,[70.135],set()
8626,79417.cif,H1+:8.000 Mn2+:12.000 Na1+:4.000 O2-:48.000 P5+:12.000,H1,2.0,1.0,1,1,0.194,[164.429],set()
8715,81226.cif,H1+:1.000 Mg2+:1.000 Na1+:3.000 O2-:8.000 P5+:2.000,H1,2.0,1.0,1,1,0.0,[180.0],set()
8716,81304.cif,H1+:4.000 Na1+:8.000 O2-:16.000 P5+:4.000,H1,2.0,1.0,1,1,0.184,[164.753],set()
8752,8219.cif,H1+:72.000 Na1+:8.000 O2-:50.000 V5+:4.000,H3,2.0,1.0,1,1,0.038,[119.894],set()
8754,8223.cif,B3+:24.000 H1+:8.000 Na1+:16.000 O2-:48.000,H1,2.0,1.0,1,1,0.294,[177.312],set()
8763,82400.cif,Al3+:4.000 H1+:54.000 Na1+:18.000 O2-:42.000,H19,2.0,1.0,1,1,0.15,[173.934],set()
8781,82498.cif,C4+:12.000 H1+:24.000 Na1+:12.000 O2-:48.000 Y3+:4.000,H4,2.0,1.0,1,1,0.167,[128.061],set()
8782,82498.cif,C4+:12.000 H1+:24.000 Na1+:12.000 O2-:48.000 Y3+:4.000,H5,2.0,1.0,1,1,0.12,[155.258],set()
8806,82857.cif,N3+:2.000 Na1+:2.000 O2-:4.000,N1,2.0,3.0,2,5,0.0,[114.671],set()
8875,84458.cif,Al3+:88.003 Na1+:88.000 O2-:384.000 Si4+:103.997,Na3,2.0,1.0,3,1,0.019,[63.768],set()
8884,84644.cif,Ga3+:4.000 H1+:8.000 Na1+:12.000 O2-:36.000 P5+:8.000,H1,2.0,1.0,1,1,0.312,[171.34],set()
8988,85741.cif,H1+:4.000 Na1+:12.000 O2-:32.000 S6+:8.000,H3,2.0,1.0,1,1,0.338,[170.265],set()
8989,85741.cif,H1+:4.000 Na1+:12.000 O2-:32.000 S6+:8.000,H4,2.0,1.0,1,1,0.267,[160.683],set()
9068,88001.cif,H1+:4.000 Na1+:4.000 O2-:16.000 Si4+:4.000 Zn2+:4.000,H1,2.0,1.0,1,1,0.248,[174.502],set()
9087,88556.cif,Al3+:91.997 Na1+:92.032 O2-:384.000 Si4+:100.003,Na3,2.0,1.0,3,1,0.01,[66.441],set()
9108,89420.cif,D1+:4.000 Na1+:12.000 O2-:32.000 S6+:8.000,D1,2.0,1.0,1,1,0.141,[176.968],set()
9142,90682.cif,H1+:20.000 Na1+:4.000 O2-:32.000 P5+:8.000,H3,2.0,1.0,1,1,0.233,[173.464],set()
9250,92577.cif,B3+:6.000 N3-:12.000 Na1+:2.000 Sr2+:8.000,B1,2.0,3.0,2,3,0.0,[180.0],set()
9327,93528.cif,Ge4+:16.000 H1+:32.000 Na1+:16.000 O2-:64.000 Zn2+:8.000,H4,2.0,1.0,1,1,0.167,[164.862],set()
9338,9381.cif,H1+:6.000 Na1+:2.000 O2-:12.000 Se4+:4.000,H1,2.0,1.0,1,1,0.175,[169.899],set()
9339,9381.cif,H1+:6.000 Na1+:2.000 O2-:12.000 Se4+:4.000,H2,2.0,1.0,1,1,0.03,[176.03],set()
9349,93915.cif,N3+:16.000 Na1+:8.000 O2-:32.000 Pd2+:4.000,N1,2.0,3.0,2,5,0.063,[120.644],set()
9350,93915.cif,N3+:16.000 Na1+:8.000 O2-:32.000 Pd2+:4.000,N2,2.0,3.0,2,5,0.064,[118.164],set()
9351,93915.cif,N3+:16.000 Na1+:8.000 O2-:32.000 Pd2+:4.000,N3,2.0,3.0,2,5,0.055,[118.712],set()
9352,93915.cif,N3+:16.000 Na1+:8.000 O2-:32.000 Pd2+:4.000,N4,2.0,3.0,2,5,0.064,[118.047],set()
9368,94401.cif,C4+:12.000 Mg2+:2.000 N3-:12.000 Na1+:8.000 S2-:12.000,C1,2.0,4.0,2,4,0.322,[178.597],set()
9396,952.cif,C4+:4.000 N3-:4.000 Na1+:4.000 S2-:4.000,C1,2.0,4.0,2,4,0.304,[179.19],set()
9399,953.cif,C4+:4.000 N3-:4.000 Na1+:4.000 S2-:4.000,C1,2.0,4.0,2,4,0.301,[179.19],set()
9400,954.cif,C4+:4.000 N3-:4.000 Na1+:4.000 S2-:4.000,C1,2.0,4.0,2,4,0.296,[179.19],set()
9460,95902.cif,C4+:1.000 Co1+:1.000 Na1+:5.000 O2-:5.000,Co1,2.0,1.0,4,8,0.0,[180.0],set()
9464,96099.cif,H1+:32.000 Na1+:32.000 O2-:112.000 P5+:32.000,H1,2.0,1.0,1,1,0.0,[165.65],set()
9465,96099.cif,H1+:32.000 Na1+:32.000 O2-:112.000 P5+:32.000,H2,2.0,1.0,1,1,0.0,[175.07],set()
9546,97911.cif,Ca2+:2.000 H1+:2.000 Na1+:2.000 O2-:8.000 Si4+:2.000,H1,2.0,1.0,1,1,0.15,[171.078],set()
9551,98368.cif,H1+:32.000 Na1+:32.000 O2-:160.000 Si4+:64.000,H1,2.0,1.0,1,1,0.001,[159.051],set()
9552,98368.cif,H1+:32.000 Na1+:32.000 O2-:160.000 Si4+:64.000,H2,2.0,1.0,1,1,0.009,[159.884],set()
9553,98368.cif,H1+:32.000 Na1+:32.000 O2-:160.000 Si4+:64.000,H3,2.0,1.0,1,1,0.004,[166.557],set()
9554,98368.cif,H1+:32.000 Na1+:32.000 O2-:160.000 Si4+:64.000,H4,2.0,1.0,1,1,0.017,[157.683],set()
9555,98368.cif,H1+:32.000 Na1+:32.000 O2-:160.000 Si4+:64.000,H5,2.0,1.0,1,1,0.004,[155.965],set()
9556,98368.cif,H1+:32.000 Na1+:32.000 O2-:160.000 Si4+:64.000,H6,2.0,1.0,1,1,0.02,[137.629],set()
9557,98368.cif,H1+:32.000 Na1+:32.000 O2-:160.000 Si4+:64.000,H7,2.0,1.0,1,1,0.01,[174.747],set()
9558,98368.cif,H1+:32.000 Na1+:32.000 O2-:160.000 Si4+:64.000,H8,2.0,1.0,1,1,0.004,[143.322],set()
9565,98461.cif,Fe3+:1.334 Mn3+:0.167 Mn4+:0.500 Na1+:1.498 O2-:4.000,Na2,2.0,1.0,3,1,0.0,[180.0],set()
9617,99357.cif,Al3+:3.802 Co2+:1.620 Na1+:0.608 O2-:72.040 Si4+:32.198,Co4,2.0,2.0,4,8,0.044,[73.966],set()
