,Cif,Name,Site,CN,OS,Period,Group,SDofBV,Angles
6306,30521.cif,Al3+:4.000 Li1+:4.000 O2-:24.000 Si4+:8.000,O1,4.0,-2,2,6,0.279,"[121.931, 119.94, 114.62, 101.064, 98.025, 96.367]"
6309,30521.cif,Al3+:4.000 Li1+:4.000 O2-:24.000 Si4+:8.000,Si1,4.0,4,3,4,0.046,"[116.571, 111.864, 108.56, 108.005, 107.29, 104.105]"
6310,30719.cif,Br1-:8.000 Li1+:4.000 Rb1+:4.000,Li1,4.0,1,2,1,0.022,"[114.236, 110.029, 110.029, 110.029, 110.029, 101.771]"
6311,30909.cif,Ba2+:8.000 Li1+:12.000 O2-:84.000 P5+:28.000,Li1,4.0,1,2,1,0.024,"[137.24, 124.569, 114.866, 104.975, 92.912, 85.992]"
6312,30909.cif,Ba2+:8.000 Li1+:12.000 O2-:84.000 P5+:28.000,Li2,4.0,1,2,1,0.038,"[145.035, 109.002, 101.865, 101.812, 93.055, 92.378]"
6313,30909.cif,Ba2+:8.000 Li1+:12.000 O2-:84.000 P5+:28.000,Li3,4.0,1,2,1,0.007,"[128.492, 114.595, 112.712, 110.402, 101.8, 89.032]"
6333,30909.cif,Ba2+:8.000 Li1+:12.000 O2-:84.000 P5+:28.000,O20,4.0,-2,2,6,0.542,"[133.789, 115.417, 114.967, 111.229, 77.725, 76.503]"
6335,31050.cif,Ge4+:8.000 Li1+:24.000 O2-:28.000,Ge1,4.0,4,4,4,0.075,"[114.545, 113.054, 108.651, 108.56, 106.224, 105.646]"
6336,31050.cif,Ge4+:8.000 Li1+:24.000 O2-:28.000,Ge2,4.0,4,4,4,0.086,"[114.01, 113.453, 110.604, 108.869, 107.536, 101.484]"
6337,31050.cif,Ge4+:8.000 Li1+:24.000 O2-:28.000,Li2,4.0,1,2,1,0.018,"[126.463, 111.833, 108.875, 106.38, 101.467, 97.204]"
6338,31050.cif,Ge4+:8.000 Li1+:24.000 O2-:28.000,Li3,4.0,1,2,1,0.031,"[120.591, 119.058, 112.247, 101.093, 100.009, 97.516]"
6339,31050.cif,Ge4+:8.000 Li1+:24.000 O2-:28.000,Li4,4.0,1,2,1,0.029,"[122.854, 119.281, 111.205, 104.383, 103.686, 96.408]"
6340,31050.cif,Ge4+:8.000 Li1+:24.000 O2-:28.000,Li5,4.0,1,2,1,0.025,"[124.437, 112.495, 105.986, 105.224, 103.515, 103.203]"
6341,31050.cif,Ge4+:8.000 Li1+:24.000 O2-:28.000,Li6,4.0,1,2,1,0.066,"[126.235, 118.262, 111.285, 105.986, 102.427, 79.339]"
6342,31050.cif,Ge4+:8.000 Li1+:24.000 O2-:28.000,O1,4.0,-2,2,6,0.333,"[118.223, 113.472, 110.849, 109.512, 106.38, 96.096]"
6343,31050.cif,Ge4+:8.000 Li1+:24.000 O2-:28.000,O6,4.0,-2,2,6,0.326,"[124.083, 118.692, 109.038, 103.804, 100.935, 98.836]"
6345,31110.cif,Al3+:16.000 F1-:96.000 Li1+:24.000 Na1+:24.000,F1,4.0,-1,2,7,0.149,"[140.05, 114.765, 106.034, 99.137, 96.039, 91.369]"
6346,31800.cif,Eu2+:4.000 Eu3+:16.000 Li1+:8.000 O2-:32.000,O4,4.0,-2,2,6,0.057,"[111.168, 111.168, 110.157, 109.481, 109.481, 105.272]"
6347,31800.cif,Eu2+:4.000 Eu3+:16.000 Li1+:8.000 O2-:32.000,O8,4.0,-2,2,6,0.065,"[118.073, 118.073, 107.596, 103.892, 103.721, 103.721]"
6356,32534.cif,Cl7+:2.000 H1+:12.000 Li1+:2.000 O2-:14.000,Cl1,4.0,7,3,7,0.019,"[109.719, 109.719, 109.706, 109.251, 109.214, 109.214]"
6360,32534.cif,Cl7+:2.000 H1+:12.000 Li1+:2.000 O2-:14.000,O3,4.0,-2,2,6,0.342,"[118.823, 118.816, 116.104, 116.098, 106.111, 79.63]"
6361,32595.cif,Al3+:12.000 Li1+:12.000 O2-:48.000 Si4+:12.000,Al1,4.0,3,3,3,0.022,"[113.572, 113.566, 112.986, 112.979, 105.474, 98.517]"
6362,32595.cif,Al3+:12.000 Li1+:12.000 O2-:48.000 Si4+:12.000,Al2,4.0,3,3,3,0.003,"[113.634, 112.173, 109.044, 109.038, 106.529, 106.529]"
6363,32595.cif,Al3+:12.000 Li1+:12.000 O2-:48.000 Si4+:12.000,Li1,4.0,1,2,1,0.0,"[130.023, 130.016, 118.672, 118.672, 82.941, 82.941]"
6364,32595.cif,Al3+:12.000 Li1+:12.000 O2-:48.000 Si4+:12.000,Li2,4.0,1,2,1,0.0,"[134.307, 134.307, 123.491, 123.491, 75.505, 75.505]"
6365,32595.cif,Al3+:12.000 Li1+:12.000 O2-:48.000 Si4+:12.000,Li3,4.0,1,2,1,0.002,"[129.896, 128.411, 128.411, 127.647, 75.659, 75.659]"
6370,32595.cif,Al3+:12.000 Li1+:12.000 O2-:48.000 Si4+:12.000,Si1,4.0,4,3,4,0.005,"[113.666, 113.659, 111.352, 111.352, 105.759, 101.28]"
6371,32595.cif,Al3+:12.000 Li1+:12.000 O2-:48.000 Si4+:12.000,Si2,4.0,4,3,4,0.006,"[114.948, 114.526, 114.526, 113.478, 100.067, 100.061]"
6372,32729.cif,F1-:24.000 Fe3+:4.000 Li1+:4.000 Sr2+:4.000,F1,4.0,-1,2,7,0.14,"[132.501, 114.437, 113.76, 98.384, 97.857, 93.612]"
6375,32729.cif,F1-:24.000 Fe3+:4.000 Li1+:4.000 Sr2+:4.000,F4,4.0,-1,2,7,0.139,"[135.259, 112.923, 108.929, 99.021, 97.643, 96.581]"
6382,33251.cif,K1+:2.000 Li1+:2.000 O2-:8.000 S6+:2.000,Li1,4.0,1,2,1,0.009,"[113.035, 113.017, 113.011, 105.635, 105.635, 105.629]"
6385,33251.cif,K1+:2.000 Li1+:2.000 O2-:8.000 S6+:2.000,S1,4.0,6,3,6,0.04,"[110.359, 110.347, 110.334, 108.584, 108.578, 108.578]"
6387,33761.cif,Li1+:8.000 Mn5+:16.000 Na1+:40.000 O2-:64.000,Li1,4.0,1,2,1,0.008,"[120.897, 111.377, 111.352, 108.113, 102.868, 102.31]"
6388,33761.cif,Li1+:8.000 Mn5+:16.000 Na1+:40.000 O2-:64.000,Mn1,4.0,5,4,7,0.023,"[113.666, 110.084, 110.084, 108.319, 107.236, 107.236]"
6389,33761.cif,Li1+:8.000 Mn5+:16.000 Na1+:40.000 O2-:64.000,Mn2,4.0,5,4,7,0.025,"[113.067, 110.359, 110.194, 108.132, 108.095, 106.966]"
6390,33761.cif,Li1+:8.000 Mn5+:16.000 Na1+:40.000 O2-:64.000,Mn3,4.0,5,4,7,0.027,"[110.561, 109.457, 109.457, 109.415, 109.415, 108.512]"
6391,33761.cif,Li1+:8.000 Mn5+:16.000 Na1+:40.000 O2-:64.000,O4,4.0,-2,2,6,0.414,"[121.305, 118.783, 118.783, 115.487, 82.837, 82.837]"
6392,33761.cif,Li1+:8.000 Mn5+:16.000 Na1+:40.000 O2-:64.000,O5,4.0,-2,2,6,0.457,"[133.575, 128.829, 119.591, 94.721, 93.847, 74.586]"
6395,33776.cif,H1+:12.000 Li1+:2.000 Mn7+:2.000 O2-:14.000,Mn1,4.0,7,4,7,0.016,"[109.542, 109.506, 109.506, 109.427, 109.427, 109.421]"
6398,33776.cif,H1+:12.000 Li1+:2.000 Mn7+:2.000 O2-:14.000,O3,4.0,-2,2,6,0.335,"[136.021, 136.013, 103.238, 103.238, 87.019, 78.808]"
6399,33865.cif,Br1-:8.000 Li1+:4.000 Mn2+:2.000,Br1,4.0,-1,4,7,0.076,"[177.856, 91.455, 90.756, 90.756, 90.751, 90.751]"
6400,33890.cif,Co3+:4.000 Li1+:12.000 Na1+:8.000 O2-:16.000,Co1,4.0,3,4,8,0.042,"[123.264, 111.777, 108.017, 108.017, 102.721, 102.721]"
6401,33890.cif,Co3+:4.000 Li1+:12.000 Na1+:8.000 O2-:16.000,Li1,4.0,1,2,1,0.011,"[119.775, 118.967, 116.718, 104.578, 103.833, 92.768]"
6402,33890.cif,Co3+:4.000 Li1+:12.000 Na1+:8.000 O2-:16.000,Li2,4.0,1,2,1,0.036,"[122.351, 112.662, 112.662, 103.026, 103.026, 99.079]"
6403,33897.cif,As3-:4.000 Li1+:8.800 Ti4+:0.800,Li2,4.0,1,2,1,0.0,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
6404,33897.cif,As3-:4.000 Li1+:8.800 Ti4+:0.800,Ti1,4.0,4,4,4,0.0,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
6405,33953.cif,Au3+:4.000 F1-:16.000 Li1+:4.000,Au1,4.0,3,6,1,0.036,"[180.0, 180.0, 95.33, 95.325, 84.675, 84.67]"
6406,33953.cif,Au3+:4.000 F1-:16.000 Li1+:4.000,Au2,4.0,3,6,1,0.045,"[180.0, 180.0, 91.908, 91.903, 88.092, 88.092]"
6408,33953.cif,Au3+:4.000 F1-:16.000 Li1+:4.000,F2,4.0,-1,2,7,0.248,"[138.616, 125.817, 108.681, 93.83, 86.87, 80.822]"
6411,34073.cif,Fe3+:8.000 Li1+:8.000 Na1+:16.000 O2-:120.000 Si4+:48.000,Li1,4.0,1,2,1,0.002,"[135.398, 135.398, 111.395, 110.53, 85.998, 85.998]"
6417,34256.cif,B3+:4.000 Li1+:4.000 O2-:8.000,B1,4.0,3,2,3,0.0,"[113.428, 113.422, 107.536, 107.53, 107.53, 107.53]"
6418,34256.cif,B3+:4.000 Li1+:4.000 O2-:8.000,O1,4.0,-2,2,6,0.252,"[127.099, 118.561, 118.561, 100.154, 100.154, 85.452]"
6425,34387.cif,Cl1-:12.000 Li1+:4.000 O2-:12.000 Zn2+:4.000,Zn1,4.0,2,4,2,0.062,"[119.026, 110.702, 110.702, 106.786, 106.786, 101.134]"
6426,34672.cif,Al3+:4.000 F1-:24.000 Li1+:12.000,F1,4.0,-1,2,7,0.132,"[129.331, 126.335, 108.772, 103.191, 91.65, 82.27]"
6427,34672.cif,Al3+:4.000 F1-:24.000 Li1+:12.000,F2,4.0,-1,2,7,0.15,"[147.576, 112.507, 103.015, 99.765, 93.239, 82.802]"
6428,34672.cif,Al3+:4.000 F1-:24.000 Li1+:12.000,F3,4.0,-1,2,7,0.153,"[142.902, 116.956, 100.003, 99.584, 90.963, 77.238]"
6430,34672.cif,Al3+:4.000 F1-:24.000 Li1+:12.000,F5,4.0,-1,2,7,0.14,"[130.511, 126.122, 116.975, 98.998, 95.883, 80.078]"
6437,34950.cif,Fe3+:8.000 Li1+:8.000 Na1+:16.000 O2-:120.000 Si4+:48.000,Li1,4.0,1,2,1,0.004,"[135.955, 135.955, 112.247, 110.267, 85.325, 85.325]"
6443,35018.cif,Li1+:11.840 P5+:4.000 S2-:16.000,Li3,4.0,1,2,1,0.02,"[130.95, 111.42, 111.42, 105.801, 95.187, 95.187]"
6444,35018.cif,Li1+:11.840 P5+:4.000 S2-:16.000,Li1,4.0,1,2,1,0.008,"[119.723, 115.938, 113.766, 109.932, 108.144, 84.957]"
6445,35018.cif,Li1+:11.840 P5+:4.000 S2-:16.000,P1,4.0,5,3,5,0.02,"[113.96, 112.961, 108.723, 108.723, 106.278, 106.278]"
6447,35161.cif,Al3+:2.000 Cr3+:4.000 Li1+:4.000 O2-:16.000 Sb5+:2.000,Li1,4.0,1,2,1,0.012,"[116.475, 116.455, 116.455, 100.982, 100.982, 100.976]"
6448,35161.cif,Al3+:2.000 Cr3+:4.000 Li1+:4.000 O2-:16.000 Sb5+:2.000,Li2,4.0,1,2,1,0.03,"[115.639, 115.639, 115.639, 102.656, 102.656, 102.656]"
6449,35162.cif,Al3+:4.000 Cr3+:2.000 Li1+:4.000 O2-:16.000 Sb5+:2.000,Li1,4.0,1,2,1,0.082,"[116.667, 116.647, 116.647, 100.667, 100.667, 100.667]"
6450,35168.cif,Li1+:6.860 O2-:8.000 P5+:0.500 Si4+:1.500,Li2,4.0,1,2,1,0.012,"[119.466, 119.466, 116.968, 104.14, 104.14, 81.917]"
6451,35168.cif,Li1+:6.860 O2-:8.000 P5+:0.500 Si4+:1.500,Li4,4.0,1,2,1,0.005,"[121.339, 119.749, 112.148, 109.92, 103.839, 83.004]"
6452,35168.cif,Li1+:6.860 O2-:8.000 P5+:0.500 Si4+:1.500,Li3,4.0,1,2,1,0.022,"[122.1, 114.4, 111.346, 111.346, 98.059, 98.059]"
6453,35168.cif,Li1+:6.860 O2-:8.000 P5+:0.500 Si4+:1.500,Li1,4.0,1,2,1,0.02,"[117.342, 114.173, 112.948, 109.719, 101.443, 100.131]"
6454,35168.cif,Li1+:6.860 O2-:8.000 P5+:0.500 Si4+:1.500,P1,4.0,5,3,5,0.006,"[110.414, 109.92, 109.141, 109.141, 109.105, 109.105]"
6455,35168.cif,Li1+:6.860 O2-:8.000 P5+:0.500 Si4+:1.500,Si1,4.0,4,3,4,0.006,"[110.414, 109.92, 109.141, 109.141, 109.105, 109.105]"
6456,35169.cif,Li1+:8.000 O2-:8.000 Si4+:2.000,Li3,4.0,1,2,1,0.017,"[119.591, 116.475, 110.53, 110.53, 99.584, 99.584]"
6457,35169.cif,Li1+:8.000 O2-:8.000 Si4+:2.000,Li4,4.0,1,2,1,0.004,"[121.178, 120.358, 110.922, 108.627, 104.454, 85.383]"
