,Cif,Name,Site,CN,OS,Period,Group,SDofBV,Angles
2207,186567.cif,Li1+:18.000 O2-:58.000 P5+:16.000 V3+:6.000,Li3,4.0,1,2,1,0.02,"[155.937, 114.967, 108.506, 102.78, 91.776, 80.718]"
2214,186567.cif,Li1+:18.000 O2-:58.000 P5+:16.000 V3+:6.000,P1,4.0,5,3,5,0.063,"[109.98, 109.974, 109.968, 108.984, 108.966, 108.941]"
2215,186567.cif,Li1+:18.000 O2-:58.000 P5+:16.000 V3+:6.000,P2,4.0,5,3,5,0.091,"[114.048, 110.506, 109.846, 108.796, 107.476, 105.795]"
2216,186900.cif,B3+:64.000 Li1+:16.000 Na1+:16.000 O2-:112.000,B1,4.0,3,2,3,0.045,"[115.55, 110.984, 110.286, 108.615, 107.83, 103.256]"
2218,186900.cif,B3+:64.000 Li1+:16.000 Na1+:16.000 O2-:112.000,B3,4.0,3,2,3,0.045,"[113.778, 113.116, 110.304, 108.433, 106.852, 104.075]"
2221,186995.cif,Li1+:4.000 O2-:26.000 Ti4+:12.000,Li1,4.0,1,2,1,0.074,"[166.931, 147.214, 121.004, 91.782, 75.143, 72.073]"
2223,186995.cif,Li1+:4.000 O2-:26.000 Ti4+:12.000,O2,4.0,-2,2,6,0.13,"[150.692, 101.947, 101.947, 99.265, 99.265, 85.555]"
2225,186995.cif,Li1+:4.000 O2-:26.000 Ti4+:12.000,O4,4.0,-2,2,6,0.104,"[142.608, 104.981, 104.981, 100.725, 100.725, 90.768]"
2237,187059.cif,Ba2+:4.000 La3+:6.000 Li1+:6.000 O2-:64.000 W6+:16.000,W1,4.0,6,6,6,0.059,"[117.536, 111.291, 109.968, 108.445, 105.165, 104.028]"
2238,187059.cif,Ba2+:4.000 La3+:6.000 Li1+:6.000 O2-:64.000 W6+:16.000,W2,4.0,6,6,6,0.027,"[112.836, 110.83, 110.646, 108.494, 107.2, 106.786]"
2240,187060.cif,B3+:28.000 Li1+:20.000 O2-:56.000 Rb1+:8.000,B2,4.0,3,2,3,0.029,"[112.811, 112.65, 110.255, 108.596, 106.469, 105.867]"
2248,187060.cif,B3+:28.000 Li1+:20.000 O2-:56.000 Rb1+:8.000,O7,4.0,-2,2,6,0.35,"[150.343, 116.289, 112.204, 97.938, 92.27, 74.318]"
2250,187271.cif,Fe2+:4.000 Li1+:8.000 Mn4+:12.000 O2-:32.000,Li1,4.0,1,2,1,0.0,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
2251,187272.cif,Co2+:4.000 Li1+:8.000 Mn4+:12.000 O2-:32.000,Li1,4.0,1,2,1,0.0,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
2252,187273.cif,Li1+:8.000 Mn4+:12.360 Ni2+:3.640 O2-:32.000,Li1,4.0,1,2,1,0.01,"[111.192, 111.186, 111.186, 107.698, 107.692, 107.692]"
2253,187706.cif,Ba2+:4.000 Li1+:6.000 Mo6+:16.000 O2-:64.000 Y3+:6.000,Mo1,4.0,6,5,6,0.1,"[113.434, 112.03, 109.846, 107.824, 107.224, 106.547]"
2254,187706.cif,Ba2+:4.000 Li1+:6.000 Mo6+:16.000 O2-:64.000 Y3+:6.000,Mo2,4.0,6,5,6,0.097,"[117.678, 110.744, 110.512, 106.75, 105.539, 105.474]"
2263,187751.cif,F1-:40.000 K1+:8.000 Li1+:8.000 Y3+:8.000,F1,4.0,-1,2,7,0.126,"[140.193, 113.503, 110.548, 100.789, 95.595, 84.445]"
2264,187751.cif,F1-:40.000 K1+:8.000 Li1+:8.000 Y3+:8.000,F3,4.0,-1,2,7,0.126,"[138.72, 113.079, 112.42, 101.175, 98.007, 83.529]"
2265,187751.cif,F1-:40.000 K1+:8.000 Li1+:8.000 Y3+:8.000,F4,4.0,-1,2,7,0.118,"[133.071, 122.446, 101.514, 99.858, 97.389, 90.115]"
2267,187751.cif,F1-:40.000 K1+:8.000 Li1+:8.000 Y3+:8.000,F6,4.0,-1,2,7,0.121,"[136.228, 116.84, 112.489, 101.438, 97.764, 85.25]"
2268,187751.cif,F1-:40.000 K1+:8.000 Li1+:8.000 Y3+:8.000,F7,4.0,-1,2,7,0.126,"[132.594, 119.69, 112.538, 104.726, 97.4, 84.261]"
2269,187751.cif,F1-:40.000 K1+:8.000 Li1+:8.000 Y3+:8.000,F9,4.0,-1,2,7,0.121,"[130.098, 118.385, 105.468, 101.262, 101.14, 95.659]"
2271,187751.cif,F1-:40.000 K1+:8.000 Li1+:8.000 Y3+:8.000,Li1,4.0,1,2,1,0.031,"[122.997, 118.106, 110.787, 108.917, 104.401, 85.176]"
2272,187751.cif,F1-:40.000 K1+:8.000 Li1+:8.000 Y3+:8.000,Li2,4.0,1,2,1,0.027,"[122.724, 121.945, 114.356, 107.77, 94.198, 89.032]"
2277,187799.cif,F1-:8.000 Fe2+:8.000 Li1+:8.000 O2-:32.000 S6+:8.000,S1,4.0,6,3,6,0.051,"[111.125, 110.763, 110.121, 110.017, 107.446, 107.266]"
2283,188009.cif,Li1+:8.000 O2-:28.000 S6+:8.000,S1,4.0,6,3,6,0.274,"[115.525, 114.098, 114.098, 105.474, 105.474, 100.044]"
2284,188009.cif,Li1+:8.000 O2-:28.000 S6+:8.000,S2,4.0,6,3,6,0.201,"[113.603, 113.478, 113.478, 106.415, 106.415, 102.245]"
2285,188423.cif,Al3+:8.000 Li1+:8.000 O2-:32.000 Ti4+:8.000,Li1,4.0,1,2,1,0.0,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
2286,188648.cif,Li1+:8.000 Mn3+:6.057 Mn4+:6.057 Ni3+:1.943 Ni4+:1.943 O2-:32.000,Li1,4.0,1,2,1,0.001,"[111.864, 111.864, 111.858, 106.96, 106.96, 106.96]"
2292,188663.cif,H1+:20.000 Li1+:4.000 O2-:16.000 Sn4+:2.000,Li1,4.0,1,2,1,0.013,"[116.789, 114.645, 110.996, 109.445, 105.26, 98.164]"
2294,188663.cif,H1+:20.000 Li1+:4.000 O2-:16.000 Sn4+:2.000,O2,4.0,-2,2,6,0.278,"[123.415, 117.62, 106.9, 102.797, 101.297, 100.638]"
2295,188663.cif,H1+:20.000 Li1+:4.000 O2-:16.000 Sn4+:2.000,O3,4.0,-2,2,6,0.279,"[131.675, 113.197, 107.915, 104.543, 96.979, 95.854]"
2297,188667.cif,As5+:4.000 H1+:64.000 Li1+:12.000 O2-:32.000 S2-:16.000,As1,4.0,5,4,5,0.031,"[111.414, 111.414, 109.214, 109.032, 109.032, 106.726]"
2298,188667.cif,As5+:4.000 H1+:64.000 Li1+:12.000 O2-:32.000 S2-:16.000,As2,4.0,5,4,5,0.014,"[112.693, 112.693, 109.871, 109.402, 106.147, 106.147]"
2315,188667.cif,As5+:4.000 H1+:64.000 Li1+:12.000 O2-:32.000 S2-:16.000,Li3,4.0,1,2,1,0.004,"[114.689, 110.237, 110.231, 109.579, 109.579, 101.748]"
2316,188667.cif,As5+:4.000 H1+:64.000 Li1+:12.000 O2-:32.000 S2-:16.000,Li4,4.0,1,2,1,0.028,"[130.436, 129.829, 114.217, 97.84, 88.172, 84.537]"
2322,188676.cif,As5+:6.000 Co2+:4.000 Li1+:2.000 O2-:20.000,As1,4.0,5,4,5,0.119,"[115.214, 115.208, 112.513, 106.792, 106.792, 98.592]"
2323,188676.cif,As5+:6.000 Co2+:4.000 Li1+:2.000 O2-:20.000,As2,4.0,5,4,5,0.085,"[116.391, 113.71, 113.703, 108.59, 101.233, 101.233]"
2324,188676.cif,As5+:6.000 Co2+:4.000 Li1+:2.000 O2-:20.000,As3,4.0,5,4,5,0.118,"[117.142, 113.191, 113.185, 107.806, 107.806, 95.06]"
2325,188676.cif,As5+:6.000 Co2+:4.000 Li1+:2.000 O2-:20.000,Li1,4.0,1,2,1,0.019,"[180.0, 180.0, 101.18, 101.18, 78.82, 78.82]"
2332,188761.cif,Al3+:1.000 Li1+:1.000 Mg2+:4.000 Mo6+:6.000 O2-:24.000,Mo1,4.0,6,5,6,0.129,"[111.365, 111.033, 110.634, 108.844, 108.421, 106.368]"
2333,188761.cif,Al3+:1.000 Li1+:1.000 Mg2+:4.000 Mo6+:6.000 O2-:24.000,Mo2,4.0,6,5,6,0.098,"[111.389, 109.676, 109.603, 109.22, 108.851, 108.035]"
2334,188761.cif,Al3+:1.000 Li1+:1.000 Mg2+:4.000 Mo6+:6.000 O2-:24.000,Mo3,4.0,6,5,6,0.135,"[111.876, 109.761, 109.299, 109.093, 108.766, 107.969]"
2357,188772.cif,Cr3+:8.000 Li1+:11.960 O2-:48.000 P5+:12.000,P1,4.0,5,3,5,0.054,"[115.094, 112.012, 109.002, 107.086, 106.84, 106.595]"
2358,188772.cif,Cr3+:8.000 Li1+:11.960 O2-:48.000 P5+:12.000,P2,4.0,5,3,5,0.06,"[112.179, 111.901, 111.5, 109.451, 106.559, 105.112]"
2359,188772.cif,Cr3+:8.000 Li1+:11.960 O2-:48.000 P5+:12.000,P3,4.0,5,3,5,0.01,"[114.362, 112.855, 111.26, 107.65, 106.625, 104.064]"
2363,188780.cif,La3+:2.000 Li1+:2.000 O2-:14.000 Ta5+:4.000,Li1,4.0,1,2,1,0.0,"[120.984, 120.984, 104.04, 104.04, 104.04, 104.04]"
2364,188780.cif,La3+:2.000 Li1+:2.000 O2-:14.000 Ta5+:4.000,O1,4.0,-2,2,6,0.259,"[153.483, 99.126, 99.126, 99.126, 99.126, 92.499]"
2368,188886.cif,Ge4+:2.000 Li1+:19.984 P5+:4.000 S2-:24.000,Ge1,4.0,4,4,4,0.004,"[112.526, 109.129, 109.129, 109.129, 109.129, 107.668]"
2369,188886.cif,Ge4+:2.000 Li1+:19.984 P5+:4.000 S2-:24.000,Li1,4.0,1,2,1,0.016,"[140.435, 122.087, 108.47, 106.016, 93.658, 89.782]"
2370,188886.cif,Ge4+:2.000 Li1+:19.984 P5+:4.000 S2-:24.000,P1,4.0,5,3,5,0.003,"[112.526, 109.129, 109.129, 109.129, 109.129, 107.668]"
2371,188886.cif,Ge4+:2.000 Li1+:19.984 P5+:4.000 S2-:24.000,P2,4.0,5,3,5,0.0,"[109.822, 109.822, 109.822, 109.822, 108.772, 108.772]"
2372,188887.cif,Ge4+:2.000 Li1+:20.056 P5+:4.000 S2-:24.000,Ge1,4.0,4,4,4,0.004,"[112.476, 109.117, 109.117, 109.117, 109.117, 107.788]"
2373,188887.cif,Ge4+:2.000 Li1+:20.056 P5+:4.000 S2-:24.000,P1,4.0,5,3,5,0.003,"[112.476, 109.117, 109.117, 109.117, 109.117, 107.788]"
2374,188887.cif,Ge4+:2.000 Li1+:20.056 P5+:4.000 S2-:24.000,P2,4.0,5,3,5,0.0,"[109.749, 109.749, 109.749, 109.749, 108.917, 108.917]"
2375,188955.cif,Li1+:8.880 O2-:48.000 P5+:12.000 V3+:4.880 V4+:3.120,Li1,4.0,1,2,1,0.023,"[141.619, 132.152, 114.035, 97.788, 83.189, 82.588]"
2381,188955.cif,Li1+:8.880 O2-:48.000 P5+:12.000 V3+:4.880 V4+:3.120,P1,4.0,5,3,5,0.038,"[112.148, 110.904, 109.993, 108.361, 107.957, 107.404]"
2382,188955.cif,Li1+:8.880 O2-:48.000 P5+:12.000 V3+:4.880 V4+:3.120,P2,4.0,5,3,5,0.025,"[113.116, 113.11, 112.762, 107.29, 105.302, 105.302]"
2383,189057.cif,Fe2+:4.000 Li1+:4.000 O2-:16.000 P5+:4.000,O1,4.0,-2,2,6,0.435,"[125.761, 120.331, 120.331, 97.984, 97.984, 85.279]"
2384,189057.cif,Fe2+:4.000 Li1+:4.000 O2-:16.000 P5+:4.000,O2,4.0,-2,2,6,0.471,"[126.655, 120.631, 120.631, 93.859, 93.859, 92.981]"
2385,189057.cif,Fe2+:4.000 Li1+:4.000 O2-:16.000 P5+:4.000,O3,4.0,-2,2,6,0.34,"[130.128, 128.462, 112.464, 95.026, 92.614, 86.095]"
2386,189057.cif,Fe2+:4.000 Li1+:4.000 O2-:16.000 P5+:4.000,P1,4.0,5,3,5,0.12,"[117.149, 110.115, 110.115, 107.182, 107.182, 104.276]"
2387,189094.cif,Fe2+:3.124 Li1+:4.000 Mn2+:0.876 O2-:16.000 P5+:3.960,P1,4.0,5,3,5,0.032,"[113.141, 113.141, 113.023, 106.433, 106.433, 103.951]"
2390,189095.cif,Fe3+:3.120 Li1+:1.280 Mn2+:0.880 O2-:16.000 P5+:3.840,P1,4.0,5,3,5,0.069,"[112.086, 112.086, 111.814, 110.212, 110.212, 99.846]"
2392,189096.cif,Li1+:4.000 Mn2+:4.000 O2-:16.000 P5+:4.000,O2,4.0,-2,2,6,0.411,"[123.511, 122.65, 122.643, 94.382, 92.682, 92.682]"
2393,189096.cif,Li1+:4.000 Mn2+:4.000 O2-:16.000 P5+:4.000,O3,4.0,-2,2,6,0.401,"[129.837, 125.275, 111.174, 96.183, 95.198, 89.536]"
2394,189096.cif,Li1+:4.000 Mn2+:4.000 O2-:16.000 P5+:4.000,P1,4.0,5,3,5,0.086,"[115.144, 112.65, 112.644, 105.64, 105.64, 104.205]"
2395,189247.cif,B3+:6.000 H1-:24.000 H0+:8.000 Li1+:6.000 N0+:4.000,B1,4.0,3,2,3,0.0,"[109.5, 109.487, 109.487, 109.475, 109.457, 109.421]"
2396,189247.cif,B3+:6.000 H1-:24.000 H0+:8.000 Li1+:6.000 N0+:4.000,B2,4.0,3,2,3,0.0,"[109.512, 109.494, 109.481, 109.451, 109.445, 109.445]"
2397,189247.cif,B3+:6.000 H1-:24.000 H0+:8.000 Li1+:6.000 N0+:4.000,B3,4.0,3,2,3,0.0,"[109.536, 109.481, 109.481, 109.451, 109.451, 109.427]"
2410,189250.cif,B3+:8.000 H1-:32.000 H0+:16.000 Li1+:8.000 N0+:8.000,B1,4.0,3,2,3,0.0,"[109.518, 109.475, 109.469, 109.469, 109.451, 109.445]"
2411,189250.cif,B3+:8.000 H1-:32.000 H0+:16.000 Li1+:8.000 N0+:8.000,B2,4.0,3,2,3,0.001,"[109.53, 109.512, 109.5, 109.439, 109.433, 109.415]"
2420,189529.cif,Li1+:56.000 Nd3+:24.000 O2-:96.000 Zr4+:16.000,Li1,4.0,1,2,1,0.0,"[111.981, 111.981, 111.981, 111.975, 104.56, 104.56]"
2421,189530.cif,Al3+:4.001 Li1+:43.728 Nd3+:24.000 O2-:96.000 Zr4+:16.000,Al1,4.0,3,3,3,0.0,"[114.217, 114.211, 114.211, 114.211, 100.358, 100.352]"
2422,189530.cif,Al3+:4.001 Li1+:43.728 Nd3+:24.000 O2-:96.000 Zr4+:16.000,Li1,4.0,1,2,1,0.0,"[114.217, 114.211, 114.211, 114.211, 100.358, 100.352]"
2424,19002.cif,Li1+:6.000 O2-:8.000 V5+:2.000,Li1,4.0,1,2,1,0.009,"[115.233, 113.785, 108.978, 106.589, 106.212, 105.266]"
2425,19002.cif,Li1+:6.000 O2-:8.000 V5+:2.000,Li2,4.0,1,2,1,0.009,"[122.922, 108.156, 108.156, 105.92, 105.92, 104.259]"
2426,19002.cif,Li1+:6.000 O2-:8.000 V5+:2.000,O1,4.0,-2,2,6,0.412,"[116.956, 116.257, 113.76, 106.344, 101.718, 99.509]"
2427,19002.cif,Li1+:6.000 O2-:8.000 V5+:2.000,O2,4.0,-2,2,6,0.418,"[117.613, 117.613, 113.397, 105.414, 100.026, 100.02]"
2428,19002.cif,Li1+:6.000 O2-:8.000 V5+:2.000,O3,4.0,-2,2,6,0.406,"[111.057, 111.057, 110.892, 109.469, 107.098, 107.098]"
2429,19002.cif,Li1+:6.000 O2-:8.000 V5+:2.000,V1,4.0,5,4,5,0.006,"[110.898, 110.824, 110.824, 108.192, 107.987, 107.987]"
2430,190654.cif,As5+:12.000 Li1+:4.000 O2-:48.000 Zr4+:8.000,As1,4.0,5,4,5,0.143,"[116.283, 115.734, 112.334, 111.753, 105.759, 92.734]"
2431,190654.cif,As5+:12.000 Li1+:4.000 O2-:48.000 Zr4+:8.000,As2,4.0,5,4,5,0.219,"[117.4, 115.195, 114.362, 109.044, 101.49, 98.395]"
2432,190654.cif,As5+:12.000 Li1+:4.000 O2-:48.000 Zr4+:8.000,As3,4.0,5,4,5,0.163,"[120.099, 112.222, 108.337, 106.535, 106.368, 102.122]"
2446,190655.cif,As5+:6.000 Li1+:4.000 O2-:48.000 P5+:6.000 Zr4+:8.000,As1,4.0,5,4,5,0.451,"[125.627, 114.305, 113.541, 105.42, 104.205, 83.391]"
2447,190655.cif,As5+:6.000 Li1+:4.000 O2-:48.000 P5+:6.000 Zr4+:8.000,As2,4.0,5,4,5,0.415,"[133.773, 117.387, 112.358, 107.14, 93.021, 79.455]"
2448,190655.cif,As5+:6.000 Li1+:4.000 O2-:48.000 P5+:6.000 Zr4+:8.000,As3,4.0,5,4,5,0.229,"[120.697, 115.69, 105.213, 105.046, 104.756, 103.987]"
2462,190655.cif,As5+:6.000 Li1+:4.000 O2-:48.000 P5+:6.000 Zr4+:8.000,P1,4.0,5,3,5,0.297,"[125.627, 114.305, 113.541, 105.42, 104.205, 83.391]"
2463,190655.cif,As5+:6.000 Li1+:4.000 O2-:48.000 P5+:6.000 Zr4+:8.000,P2,4.0,5,3,5,0.273,"[133.773, 117.387, 112.358, 107.14, 93.021, 79.455]"
2464,190655.cif,As5+:6.000 Li1+:4.000 O2-:48.000 P5+:6.000 Zr4+:8.000,P3,4.0,5,3,5,0.152,"[120.697, 115.69, 105.213, 105.046, 104.756, 103.987]"
2465,190656.cif,As5+:18.000 Li1+:6.000 O2-:72.000 Zr4+:12.000,As1,4.0,5,4,5,0.186,"[115.163, 115.163, 114.633, 107.344, 102.392, 102.392]"
2468,190657.cif,As5+:9.000 Li1+:6.000 O2-:72.000 P5+:9.000 Zr4+:12.000,As1,4.0,5,4,5,0.029,"[115.056, 115.056, 112.594, 112.42, 101.169, 101.169]"
2471,190657.cif,As5+:9.000 Li1+:6.000 O2-:72.000 P5+:9.000 Zr4+:12.000,P1,4.0,5,3,5,0.019,"[115.056, 115.056, 112.594, 112.42, 101.169, 101.169]"
2472,190770.cif,Li1+:8.560 Mn3+:5.990 Mn4+:9.370 O2-:32.000,Li1,4.0,1,2,1,0.0,"[109.475, 109.475, 109.475, 109.475, 109.469, 109.469]"
2476,190875.cif,I5+:4.000 Li1+:4.000 O2-:16.000 Zn2+:4.000,Li1,4.0,1,2,1,0.073,"[124.757, 124.757, 120.478, 93.744, 92.069, 92.069]"
2477,190875.cif,I5+:4.000 Li1+:4.000 O2-:16.000 Zn2+:4.000,O1,4.0,-2,2,6,0.552,"[127.828, 127.821, 124.007, 124.007, 93.342, 62.07]"
2478,190875.cif,I5+:4.000 Li1+:4.000 O2-:16.000 Zn2+:4.000,O2,4.0,-2,2,6,0.064,"[175.003, 109.16, 109.16, 101.204, 73.752, 73.752]"
2479,190875.cif,I5+:4.000 Li1+:4.000 O2-:16.000 Zn2+:4.000,O3,4.0,-2,2,6,0.553,"[159.196, 129.427, 126.906, 99.48, 65.575, 61.615]"
2481,1913.cif,Cl7+:2.000 H1+:12.000 Li1+:2.000 O2-:14.000,Cl1,4.0,7,3,7,0.002,"[109.591, 109.591, 109.585, 109.372, 109.342, 109.342]"
2486,191528.cif,La3+:24.000 Li1+:56.000 O2-:96.000 Zr4+:16.000,Li1,4.0,1,2,1,0.0,"[111.149, 111.143, 111.143, 111.143, 106.177, 106.177]"
2487,191542.cif,Al3+:0.650 La3+:24.000 Li1+:51.696 O2-:96.000 Zr4+:16.000,Al1,4.0,3,3,3,0.0,"[113.691, 113.691, 113.691, 113.691, 101.327, 101.321]"
2488,191542.cif,Al3+:0.650 La3+:24.000 Li1+:51.696 O2-:96.000 Zr4+:16.000,Li1,4.0,1,2,1,0.0,"[113.691, 113.691, 113.691, 113.691, 101.327, 101.321]"
2489,191543.cif,Li1+:3.880 Mn2+:2.040 O2-:8.000 Si4+:2.000,Li3,4.0,1,2,1,0.009,"[122.507, 107.506, 107.506, 106.135, 106.135, 105.992]"
2490,191543.cif,Li1+:3.880 Mn2+:2.040 O2-:8.000 Si4+:2.000,Li2,4.0,1,2,1,0.045,"[115.989, 115.081, 114.192, 109.834, 106.248, 94.439]"
2491,191543.cif,Li1+:3.880 Mn2+:2.040 O2-:8.000 Si4+:2.000,Mn2,4.0,2,4,7,0.023,"[122.507, 107.506, 107.506, 106.135, 106.135, 105.992]"
2492,191543.cif,Li1+:3.880 Mn2+:2.040 O2-:8.000 Si4+:2.000,Mn3,4.0,2,4,7,0.128,"[129.153, 115.246, 115.246, 97.256, 97.256, 79.502]"
2493,191543.cif,Li1+:3.880 Mn2+:2.040 O2-:8.000 Si4+:2.000,Si2,4.0,4,3,4,0.202,"[114.324, 112.874, 112.874, 108.162, 103.904, 103.904]"
2494,191543.cif,Li1+:3.880 Mn2+:2.040 O2-:8.000 Si4+:2.000,Si1,4.0,4,3,4,0.143,"[116.647, 114.029, 114.029, 104.412, 104.412, 100.865]"
2495,191544.cif,Li1+:8.000 Mn2+:4.000 O2-:16.000 Si4+:4.000,Li1,4.0,1,2,1,0.016,"[119.795, 115.671, 110.953, 106.045, 105.533, 96.091]"
2496,191544.cif,Li1+:8.000 Mn2+:4.000 O2-:16.000 Si4+:4.000,Mn1,4.0,2,4,7,0.046,"[124.368, 106.786, 106.786, 106.266, 106.266, 104.874]"
2497,191544.cif,Li1+:8.000 Mn2+:4.000 O2-:16.000 Si4+:4.000,O1,4.0,-2,2,6,0.252,"[113.973, 113.973, 112.83, 110.5, 102.087, 102.087]"
2498,191544.cif,Li1+:8.000 Mn2+:4.000 O2-:16.000 Si4+:4.000,O2,4.0,-2,2,6,0.304,"[124.125, 117.827, 116.558, 109.573, 96.575, 83.909]"
2499,191544.cif,Li1+:8.000 Mn2+:4.000 O2-:16.000 Si4+:4.000,O3,4.0,-2,2,6,0.313,"[121.877, 121.877, 111.02, 103.963, 96.114, 96.114]"
2500,191544.cif,Li1+:8.000 Mn2+:4.000 O2-:16.000 Si4+:4.000,Si1,4.0,4,3,4,0.054,"[111.759, 111.759, 111.131, 108.258, 108.258, 105.397]"
2501,191545.cif,Li1+:3.880 Mn2+:1.860 O2-:8.000 P5+:0.400 Si4+:1.560,Li2,4.0,1,2,1,0.044,"[115.804, 114.993, 113.441, 111.833, 105.73, 93.652]"
2502,191545.cif,Li1+:3.880 Mn2+:1.860 O2-:8.000 P5+:0.400 Si4+:1.560,Mn2,4.0,2,4,7,0.006,"[121.581, 109.56, 109.56, 105.652, 105.652, 103.121]"
2505,191545.cif,Li1+:3.880 Mn2+:1.860 O2-:8.000 P5+:0.400 Si4+:1.560,Si1,4.0,4,3,4,0.126,"[112.03, 112.03, 110.096, 108.005, 108.005, 106.451]"
2506,191546.cif,Li1+:7.200 Mn2+:4.000 O2-:16.000 P5+:0.800 Si4+:3.200,Li1,4.0,1,2,1,0.015,"[119.914, 115.728, 110.812, 106.022, 105.533, 96.079]"
2507,191546.cif,Li1+:7.200 Mn2+:4.000 O2-:16.000 P5+:0.800 Si4+:3.200,Mn1,4.0,2,4,7,0.045,"[124.236, 106.876, 106.876, 106.284, 106.284, 104.785]"
2508,191546.cif,Li1+:7.200 Mn2+:4.000 O2-:16.000 P5+:0.800 Si4+:3.200,P1,4.0,5,3,5,0.052,"[111.858, 111.851, 111.002, 108.246, 108.246, 105.355]"
2509,191546.cif,Li1+:7.200 Mn2+:4.000 O2-:16.000 P5+:0.800 Si4+:3.200,Si1,4.0,4,3,4,0.051,"[111.858, 111.851, 111.002, 108.246, 108.246, 105.355]"
2511,191547.cif,Li1+:8.000 Mn2+:3.588 O2-:16.000 P5+:0.800 Si4+:3.200,P1,4.0,5,3,5,0.132,"[114.161, 114.161, 110.188, 107.032, 107.032, 103.55]"
2512,191547.cif,Li1+:8.000 Mn2+:3.588 O2-:16.000 P5+:0.800 Si4+:3.200,Si1,4.0,4,3,4,0.129,"[114.161, 114.161, 110.188, 107.032, 107.032, 103.55]"
2513,191548.cif,Li1+:2.920 Mn2+:0.336 Mn3+:1.344 O2-:8.000 P5+:0.400 Si4+:1.600,Li2,4.0,1,2,1,0.008,"[122.554, 107.47, 107.47, 106.171, 106.171, 105.914]"
2514,191548.cif,Li1+:2.920 Mn2+:0.336 Mn3+:1.344 O2-:8.000 P5+:0.400 Si4+:1.600,Mn3,4.0,2,4,7,0.125,"[129.176, 115.233, 115.233, 97.244, 97.244, 79.49]"
2515,191548.cif,Li1+:2.920 Mn2+:0.336 Mn3+:1.344 O2-:8.000 P5+:0.400 Si4+:1.600,Mn2,4.0,2,4,7,0.021,"[122.554, 107.47, 107.47, 106.171, 106.171, 105.914]"
2516,191548.cif,Li1+:2.920 Mn2+:0.336 Mn3+:1.344 O2-:8.000 P5+:0.400 Si4+:1.600,P1,4.0,5,3,5,0.204,"[114.261, 112.811, 112.811, 108.24, 103.969, 103.963]"
2517,191548.cif,Li1+:2.920 Mn2+:0.336 Mn3+:1.344 O2-:8.000 P5+:0.400 Si4+:1.600,Si2,4.0,4,3,4,0.199,"[114.261, 112.811, 112.811, 108.24, 103.969, 103.963]"
2518,191548.cif,Li1+:2.920 Mn2+:0.336 Mn3+:1.344 O2-:8.000 P5+:0.400 Si4+:1.600,Si1,4.0,4,3,4,0.139,"[116.692, 114.048, 114.042, 104.371, 104.371, 100.836]"
2519,191593.cif,Ba2+:4.000 La3+:6.000 Li1+:6.000 Mo6+:16.000 O2-:64.000,Mo1,4.0,6,5,6,0.048,"[115.925, 111.02, 110.279, 108.415, 106.302, 104.78]"
2520,191593.cif,Ba2+:4.000 La3+:6.000 Li1+:6.000 Mo6+:16.000 O2-:64.000,Mo2,4.0,6,5,6,0.067,"[113.528, 110.518, 110.176, 108.144, 107.921, 106.535]"
2540,192312.cif,Li1+:3.800 O2-:20.000 P5+:4.000 V4+:4.000,P1,4.0,5,3,5,0.01,"[112.569, 110.971, 110.267, 109.682, 109.506, 103.674]"
2541,192312.cif,Li1+:3.800 O2-:20.000 P5+:4.000 V4+:4.000,P2,4.0,5,3,5,0.032,"[111.531, 110.726, 110.646, 110.218, 109.506, 104.016]"
2542,192367.cif,Li1+:72.000 Mn3+:80.000 Mn4+:64.000 O2-:288.000,Li1,4.0,1,2,1,0.0,"[114.696, 114.689, 110.506, 110.5, 103.415, 103.415]"
2543,192367.cif,Li1+:72.000 Mn3+:80.000 Mn4+:64.000 O2-:288.000,Li2,4.0,1,2,1,0.004,"[112.501, 111.907, 109.743, 109.743, 106.517, 106.517]"
2544,192369.cif,Li1+:8.000 Mn3+:8.000 Mn4+:8.000 O2-:32.000,Li1,4.0,1,2,1,0.0,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
2549,192493.cif,D1+:4.000 Li1+:4.000 O2-:28.000 Sr2+:4.000 Ta5+:8.000,O5,4.0,-2,2,6,0.273,"[162.882, 96.632, 96.627, 95.02, 95.014, 94.089]"
2550,192493.cif,D1+:4.000 Li1+:4.000 O2-:28.000 Sr2+:4.000 Ta5+:8.000,O6,4.0,-2,2,6,0.303,"[167.796, 95.411, 95.411, 93.073, 93.073, 91.748]"
2551,192493.cif,D1+:4.000 Li1+:4.000 O2-:28.000 Sr2+:4.000 Ta5+:8.000,O7,4.0,-2,2,6,0.281,"[157.957, 99.044, 97.504, 97.504, 96.759, 96.759]"
2556,192494.cif,D1+:4.000 Li1+:4.000 O2-:28.000 Sr2+:4.000 Ta5+:8.000,O5,4.0,-2,2,6,0.277,"[161.842, 96.598, 96.598, 95.636, 95.636, 95.014]"
2557,192494.cif,D1+:4.000 Li1+:4.000 O2-:28.000 Sr2+:4.000 Ta5+:8.000,O6,4.0,-2,2,6,0.31,"[168.843, 94.594, 94.594, 93.262, 93.262, 90.458]"
