,Cif,Name,Site,CN,OS,Period,Group,SDofBV,Angles,Planes
122,160618.cif,H1+:16.000 Li1+:6.380 N3-:8.000 Na1+:1.620,H1,1.0,1.0,1,1,0.0,[],set()
123,160618.cif,H1+:16.000 Li1+:6.380 N3-:8.000 Na1+:1.620,H2,1.0,1.0,1,1,0.0,[],set()
124,160619.cif,H1+:16.000 Li1+:6.420 N3-:8.000 Na1+:1.580,H1,1.0,1.0,1,1,0.0,[],set()
125,160619.cif,H1+:16.000 Li1+:6.420 N3-:8.000 Na1+:1.580,H2,1.0,1.0,1,1,0.0,[],set()
127,161496.cif,Al3+:4.000 H1+:8.000 Li1+:4.000 O2-:20.000 Si4+:4.000,H1,1.0,1.0,1,1,0.0,[],set()
128,161496.cif,Al3+:4.000 H1+:8.000 Li1+:4.000 O2-:20.000 Si4+:4.000,H2,1.0,1.0,1,1,0.0,[],set()
129,161497.cif,Al3+:4.000 H1+:8.000 Li1+:4.000 O2-:20.000 Si4+:4.000,H2,1.0,1.0,1,1,0.0,[],set()
138,164142.cif,H1+:32.000 Li1+:64.064 N3-:32.000,H1,1.0,1.0,1,1,0.0,[],set()
149,166451.cif,H1+:2.000 Li1+:4.000 O2-:16.000 P5+:4.000 Sc3+:2.000,H1,1.0,1.0,1,1,0.0,[],set()
150,167055.cif,D1+:4.000 Li1+:4.000 O2-:28.000 Sr2+:4.000 Ta5+:8.000,D2,1.0,1.0,1,1,0.0,[],set()
151,167055.cif,D1+:4.000 Li1+:4.000 O2-:28.000 Sr2+:4.000 Ta5+:8.000,D1,1.0,1.0,1,1,0.0,[],set()
154,167528.cif,H1+:16.002 I1-:4.000 Li1+:12.000 N3-:8.000,H1,1.0,1.0,1,1,0.0,[],set()
155,167528.cif,H1+:16.002 I1-:4.000 Li1+:12.000 N3-:8.000,H2,1.0,1.0,1,1,0.0,[],set()
156,167528.cif,H1+:16.002 I1-:4.000 Li1+:12.000 N3-:8.000,H3,1.0,1.0,1,1,0.0,[],set()
158,167608.cif,Fe3+:2.000 H1+:2.000 Li1+:2.000 O2-:10.000 P5+:2.000,H1,1.0,1.0,1,1,0.0,[],set()
160,170712.cif,H1+:64.000 Li1+:12.000 O2-:88.000 V5+:20.000,H1,1.0,1.0,1,1,0.0,[],set()
161,170712.cif,H1+:64.000 Li1+:12.000 O2-:88.000 V5+:20.000,H2,1.0,1.0,1,1,0.0,[],set()
162,170712.cif,H1+:64.000 Li1+:12.000 O2-:88.000 V5+:20.000,H3,1.0,1.0,1,1,0.0,[],set()
163,170712.cif,H1+:64.000 Li1+:12.000 O2-:88.000 V5+:20.000,H4,1.0,1.0,1,1,0.0,[],set()
164,170712.cif,H1+:64.000 Li1+:12.000 O2-:88.000 V5+:20.000,H5,1.0,1.0,1,1,0.0,[],set()
165,170712.cif,H1+:64.000 Li1+:12.000 O2-:88.000 V5+:20.000,H6,1.0,1.0,1,1,0.0,[],set()
166,170712.cif,H1+:64.000 Li1+:12.000 O2-:88.000 V5+:20.000,H7,1.0,1.0,1,1,0.0,[],set()
167,170712.cif,H1+:64.000 Li1+:12.000 O2-:88.000 V5+:20.000,H8,1.0,1.0,1,1,0.0,[],set()
168,170712.cif,H1+:64.000 Li1+:12.000 O2-:88.000 V5+:20.000,H9,1.0,1.0,1,1,0.0,[],set()
170,170783.cif,H1+:80.000 Li1+:1.560 Na1+:10.440 O2-:96.000 V5+:20.000,H1,1.0,1.0,1,1,0.0,[],set()
171,170783.cif,H1+:80.000 Li1+:1.560 Na1+:10.440 O2-:96.000 V5+:20.000,H2,1.0,1.0,1,1,0.0,[],set()
172,170783.cif,H1+:80.000 Li1+:1.560 Na1+:10.440 O2-:96.000 V5+:20.000,H3,1.0,1.0,1,1,0.0,[],set()
173,170783.cif,H1+:80.000 Li1+:1.560 Na1+:10.440 O2-:96.000 V5+:20.000,H4,1.0,1.0,1,1,0.0,[],set()
174,170783.cif,H1+:80.000 Li1+:1.560 Na1+:10.440 O2-:96.000 V5+:20.000,H5,1.0,1.0,1,1,0.0,[],set()
175,170783.cif,H1+:80.000 Li1+:1.560 Na1+:10.440 O2-:96.000 V5+:20.000,H6,1.0,1.0,1,1,0.0,[],set()
176,170783.cif,H1+:80.000 Li1+:1.560 Na1+:10.440 O2-:96.000 V5+:20.000,H7,1.0,1.0,1,1,0.0,[],set()
177,170783.cif,H1+:80.000 Li1+:1.560 Na1+:10.440 O2-:96.000 V5+:20.000,H8,1.0,1.0,1,1,0.0,[],set()
178,170783.cif,H1+:80.000 Li1+:1.560 Na1+:10.440 O2-:96.000 V5+:20.000,H9,1.0,1.0,1,1,0.0,[],set()
179,170783.cif,H1+:80.000 Li1+:1.560 Na1+:10.440 O2-:96.000 V5+:20.000,H10,1.0,1.0,1,1,0.0,[],set()
180,170783.cif,H1+:80.000 Li1+:1.560 Na1+:10.440 O2-:96.000 V5+:20.000,H11,1.0,1.0,1,1,0.0,[],set()
181,170783.cif,H1+:80.000 Li1+:1.560 Na1+:10.440 O2-:96.000 V5+:20.000,H12,1.0,1.0,1,1,0.0,[],set()
182,170783.cif,H1+:80.000 Li1+:1.560 Na1+:10.440 O2-:96.000 V5+:20.000,H15,1.0,1.0,1,1,0.0,[],set()
183,170783.cif,H1+:80.000 Li1+:1.560 Na1+:10.440 O2-:96.000 V5+:20.000,H16,1.0,1.0,1,1,0.0,[],set()
184,170783.cif,H1+:80.000 Li1+:1.560 Na1+:10.440 O2-:96.000 V5+:20.000,H17,1.0,1.0,1,1,0.0,[],set()
185,170783.cif,H1+:80.000 Li1+:1.560 Na1+:10.440 O2-:96.000 V5+:20.000,H18,1.0,1.0,1,1,0.0,[],set()
186,170783.cif,H1+:80.000 Li1+:1.560 Na1+:10.440 O2-:96.000 V5+:20.000,H19,1.0,1.0,1,1,0.0,[],set()
187,170783.cif,H1+:80.000 Li1+:1.560 Na1+:10.440 O2-:96.000 V5+:20.000,H20,1.0,1.0,1,1,0.0,[],set()
188,170991.cif,H1+:36.000 Li1+:2.000 Na1+:4.000 O2-:46.000 V5+:10.000,H1,1.0,1.0,1,1,0.0,[],set()
189,170991.cif,H1+:36.000 Li1+:2.000 Na1+:4.000 O2-:46.000 V5+:10.000,H2,1.0,1.0,1,1,0.0,[],set()
190,170991.cif,H1+:36.000 Li1+:2.000 Na1+:4.000 O2-:46.000 V5+:10.000,H3,1.0,1.0,1,1,0.0,[],set()
191,170991.cif,H1+:36.000 Li1+:2.000 Na1+:4.000 O2-:46.000 V5+:10.000,H4,1.0,1.0,1,1,0.0,[],set()
192,170991.cif,H1+:36.000 Li1+:2.000 Na1+:4.000 O2-:46.000 V5+:10.000,H5,1.0,1.0,1,1,0.0,[],set()
193,170991.cif,H1+:36.000 Li1+:2.000 Na1+:4.000 O2-:46.000 V5+:10.000,H6,1.0,1.0,1,1,0.0,[],set()
194,170991.cif,H1+:36.000 Li1+:2.000 Na1+:4.000 O2-:46.000 V5+:10.000,H7,1.0,1.0,1,1,0.0,[],set()
195,170991.cif,H1+:36.000 Li1+:2.000 Na1+:4.000 O2-:46.000 V5+:10.000,H8,1.0,1.0,1,1,0.0,[],set()
196,170991.cif,H1+:36.000 Li1+:2.000 Na1+:4.000 O2-:46.000 V5+:10.000,H9,1.0,1.0,1,1,0.0,[],set()
197,170991.cif,H1+:36.000 Li1+:2.000 Na1+:4.000 O2-:46.000 V5+:10.000,H10,1.0,1.0,1,1,0.0,[],set()
198,170991.cif,H1+:36.000 Li1+:2.000 Na1+:4.000 O2-:46.000 V5+:10.000,H11,1.0,1.0,1,1,0.0,[],set()
199,170991.cif,H1+:36.000 Li1+:2.000 Na1+:4.000 O2-:46.000 V5+:10.000,H12,1.0,1.0,1,1,0.0,[],set()
200,170991.cif,H1+:36.000 Li1+:2.000 Na1+:4.000 O2-:46.000 V5+:10.000,H13,1.0,1.0,1,1,0.0,[],set()
201,170991.cif,H1+:36.000 Li1+:2.000 Na1+:4.000 O2-:46.000 V5+:10.000,H14,1.0,1.0,1,1,0.0,[],set()
202,170991.cif,H1+:36.000 Li1+:2.000 Na1+:4.000 O2-:46.000 V5+:10.000,H15,1.0,1.0,1,1,0.0,[],set()
203,170991.cif,H1+:36.000 Li1+:2.000 Na1+:4.000 O2-:46.000 V5+:10.000,H16,1.0,1.0,1,1,0.0,[],set()
204,170991.cif,H1+:36.000 Li1+:2.000 Na1+:4.000 O2-:46.000 V5+:10.000,H17,1.0,1.0,1,1,0.0,[],set()
205,170991.cif,H1+:36.000 Li1+:2.000 Na1+:4.000 O2-:46.000 V5+:10.000,H18,1.0,1.0,1,1,0.0,[],set()
213,172979.cif,H1+:18.000 Li1+:3.000 Mn3+:9.000 O2-:72.000 Se4+:24.000,H1,1.0,1.0,1,1,0.0,[],set()
214,172987.cif,As5+:12.000 H1+:8.000 Li1+:4.000 O2-:36.000,H1,1.0,1.0,1,1,0.0,[],set()
215,172987.cif,As5+:12.000 H1+:8.000 Li1+:4.000 O2-:36.000,H2,1.0,1.0,1,1,0.0,[],set()
217,172988.cif,As5+:8.000 H1+:12.000 Li1+:4.000 O2-:28.000,H1,1.0,1.0,1,1,0.0,[],set()
218,172988.cif,As5+:8.000 H1+:12.000 Li1+:4.000 O2-:28.000,H2,1.0,1.0,1,1,0.0,[],set()
256,174238.cif,H1+:36.000 Li1+:9.000 O2-:30.000 V5+:3.000,H1,1.0,1.0,1,1,0.0,[],set()
257,174238.cif,H1+:36.000 Li1+:9.000 O2-:30.000 V5+:3.000,H2,1.0,1.0,1,1,0.0,[],set()
258,174238.cif,H1+:36.000 Li1+:9.000 O2-:30.000 V5+:3.000,H3,1.0,1.0,1,1,0.0,[],set()
259,174238.cif,H1+:36.000 Li1+:9.000 O2-:30.000 V5+:3.000,H4,1.0,1.0,1,1,0.0,[],set()
260,174239.cif,H1+:16.000 Li1+:3.000 O2-:12.000 V5+:1.000,H1,1.0,1.0,1,1,0.0,[],set()
261,174239.cif,H1+:16.000 Li1+:3.000 O2-:12.000 V5+:1.000,H2,1.0,1.0,1,1,0.0,[],set()
262,174239.cif,H1+:16.000 Li1+:3.000 O2-:12.000 V5+:1.000,H3,1.0,1.0,1,1,0.0,[],set()
263,174239.cif,H1+:16.000 Li1+:3.000 O2-:12.000 V5+:1.000,H4,1.0,1.0,1,1,0.0,[],set()
264,174239.cif,H1+:16.000 Li1+:3.000 O2-:12.000 V5+:1.000,H5,1.0,1.0,1,1,0.0,[],set()
265,174239.cif,H1+:16.000 Li1+:3.000 O2-:12.000 V5+:1.000,H6,1.0,1.0,1,1,0.0,[],set()
266,174239.cif,H1+:16.000 Li1+:3.000 O2-:12.000 V5+:1.000,H7,1.0,1.0,1,1,0.0,[],set()
267,174239.cif,H1+:16.000 Li1+:3.000 O2-:12.000 V5+:1.000,H8,1.0,1.0,1,1,0.0,[],set()
268,174239.cif,H1+:16.000 Li1+:3.000 O2-:12.000 V5+:1.000,H9,1.0,1.0,1,1,0.0,[],set()
269,174239.cif,H1+:16.000 Li1+:3.000 O2-:12.000 V5+:1.000,H10,1.0,1.0,1,1,0.0,[],set()
270,174239.cif,H1+:16.000 Li1+:3.000 O2-:12.000 V5+:1.000,H11,1.0,1.0,1,1,0.0,[],set()
271,174239.cif,H1+:16.000 Li1+:3.000 O2-:12.000 V5+:1.000,H12,1.0,1.0,1,1,0.0,[],set()
272,174239.cif,H1+:16.000 Li1+:3.000 O2-:12.000 V5+:1.000,H13,1.0,1.0,1,1,0.0,[],set()
273,174239.cif,H1+:16.000 Li1+:3.000 O2-:12.000 V5+:1.000,H14,1.0,1.0,1,1,0.0,[],set()
274,174239.cif,H1+:16.000 Li1+:3.000 O2-:12.000 V5+:1.000,H15,1.0,1.0,1,1,0.0,[],set()
275,174239.cif,H1+:16.000 Li1+:3.000 O2-:12.000 V5+:1.000,H16,1.0,1.0,1,1,0.0,[],set()
276,174240.cif,H1+:32.000 Li1+:6.000 O2-:24.000 V5+:2.000,H1,1.0,1.0,1,1,0.0,[],set()
277,174240.cif,H1+:32.000 Li1+:6.000 O2-:24.000 V5+:2.000,H2,1.0,1.0,1,1,0.0,[],set()
278,174240.cif,H1+:32.000 Li1+:6.000 O2-:24.000 V5+:2.000,H3,1.0,1.0,1,1,0.0,[],set()
279,174240.cif,H1+:32.000 Li1+:6.000 O2-:24.000 V5+:2.000,H4,1.0,1.0,1,1,0.0,[],set()
280,174240.cif,H1+:32.000 Li1+:6.000 O2-:24.000 V5+:2.000,H5,1.0,1.0,1,1,0.0,[],set()
281,174240.cif,H1+:32.000 Li1+:6.000 O2-:24.000 V5+:2.000,H6,1.0,1.0,1,1,0.0,[],set()
282,174240.cif,H1+:32.000 Li1+:6.000 O2-:24.000 V5+:2.000,H7,1.0,1.0,1,1,0.0,[],set()
283,174240.cif,H1+:32.000 Li1+:6.000 O2-:24.000 V5+:2.000,H8,1.0,1.0,1,1,0.0,[],set()
284,174240.cif,H1+:32.000 Li1+:6.000 O2-:24.000 V5+:2.000,H9,1.0,1.0,1,1,0.0,[],set()
285,174240.cif,H1+:32.000 Li1+:6.000 O2-:24.000 V5+:2.000,H10,1.0,1.0,1,1,0.0,[],set()
286,174240.cif,H1+:32.000 Li1+:6.000 O2-:24.000 V5+:2.000,H11,1.0,1.0,1,1,0.0,[],set()
287,174240.cif,H1+:32.000 Li1+:6.000 O2-:24.000 V5+:2.000,H12,1.0,1.0,1,1,0.0,[],set()
288,174240.cif,H1+:32.000 Li1+:6.000 O2-:24.000 V5+:2.000,H13,1.0,1.0,1,1,0.0,[],set()
289,174240.cif,H1+:32.000 Li1+:6.000 O2-:24.000 V5+:2.000,H14,1.0,1.0,1,1,0.0,[],set()
290,174240.cif,H1+:32.000 Li1+:6.000 O2-:24.000 V5+:2.000,H15,1.0,1.0,1,1,0.0,[],set()
291,174240.cif,H1+:32.000 Li1+:6.000 O2-:24.000 V5+:2.000,H16,1.0,1.0,1,1,0.0,[],set()
296,185595.cif,H1+:32.000 Li1+:8.000 O2-:56.000 P5+:8.000 V4+:8.000,H1,1.0,1.0,1,1,0.0,[],set()
297,185595.cif,H1+:32.000 Li1+:8.000 O2-:56.000 P5+:8.000 V4+:8.000,H2,1.0,1.0,1,1,0.0,[],set()
307,188663.cif,H1+:20.000 Li1+:4.000 O2-:16.000 Sn4+:2.000,H1,1.0,1.0,1,1,0.0,[],set()
308,188663.cif,H1+:20.000 Li1+:4.000 O2-:16.000 Sn4+:2.000,H2,1.0,1.0,1,1,0.0,[],set()
309,188663.cif,H1+:20.000 Li1+:4.000 O2-:16.000 Sn4+:2.000,H3,1.0,1.0,1,1,0.0,[],set()
310,188663.cif,H1+:20.000 Li1+:4.000 O2-:16.000 Sn4+:2.000,H4,1.0,1.0,1,1,0.0,[],set()
311,188663.cif,H1+:20.000 Li1+:4.000 O2-:16.000 Sn4+:2.000,H5,1.0,1.0,1,1,0.0,[],set()
312,188667.cif,As5+:4.000 H1+:64.000 Li1+:12.000 O2-:32.000 S2-:16.000,H1,1.0,1.0,1,1,0.0,[],set()
313,188667.cif,As5+:4.000 H1+:64.000 Li1+:12.000 O2-:32.000 S2-:16.000,H2,1.0,1.0,1,1,0.0,[],set()
314,188667.cif,As5+:4.000 H1+:64.000 Li1+:12.000 O2-:32.000 S2-:16.000,H3,1.0,1.0,1,1,0.0,[],set()
315,188667.cif,As5+:4.000 H1+:64.000 Li1+:12.000 O2-:32.000 S2-:16.000,H4,1.0,1.0,1,1,0.0,[],set()
316,188667.cif,As5+:4.000 H1+:64.000 Li1+:12.000 O2-:32.000 S2-:16.000,H5,1.0,1.0,1,1,0.0,[],set()
317,188667.cif,As5+:4.000 H1+:64.000 Li1+:12.000 O2-:32.000 S2-:16.000,H6,1.0,1.0,1,1,0.0,[],set()
318,188667.cif,As5+:4.000 H1+:64.000 Li1+:12.000 O2-:32.000 S2-:16.000,H7,1.0,1.0,1,1,0.0,[],set()
319,188667.cif,As5+:4.000 H1+:64.000 Li1+:12.000 O2-:32.000 S2-:16.000,H8,1.0,1.0,1,1,0.0,[],set()
320,188667.cif,As5+:4.000 H1+:64.000 Li1+:12.000 O2-:32.000 S2-:16.000,H9,1.0,1.0,1,1,0.0,[],set()
321,188667.cif,As5+:4.000 H1+:64.000 Li1+:12.000 O2-:32.000 S2-:16.000,H10,1.0,1.0,1,1,0.0,[],set()
322,188667.cif,As5+:4.000 H1+:64.000 Li1+:12.000 O2-:32.000 S2-:16.000,H11,1.0,1.0,1,1,0.0,[],set()
323,188667.cif,As5+:4.000 H1+:64.000 Li1+:12.000 O2-:32.000 S2-:16.000,H12,1.0,1.0,1,1,0.0,[],set()
324,188667.cif,As5+:4.000 H1+:64.000 Li1+:12.000 O2-:32.000 S2-:16.000,H13,1.0,1.0,1,1,0.0,[],set()
325,188667.cif,As5+:4.000 H1+:64.000 Li1+:12.000 O2-:32.000 S2-:16.000,H14,1.0,1.0,1,1,0.0,[],set()
326,188667.cif,As5+:4.000 H1+:64.000 Li1+:12.000 O2-:32.000 S2-:16.000,H15,1.0,1.0,1,1,0.0,[],set()
327,188667.cif,As5+:4.000 H1+:64.000 Li1+:12.000 O2-:32.000 S2-:16.000,H16,1.0,1.0,1,1,0.0,[],set()
337,189531.cif,H1+:19.488 La3+:24.000 Li1+:19.920 Nb5+:16.000 O2-:96.000,H1,1.0,1.0,1,1,0.0,[],set()
338,1913.cif,Cl7+:2.000 H1+:12.000 Li1+:2.000 O2-:14.000,H1,1.0,1.0,1,1,0.0,[],set()
341,192493.cif,D1+:4.000 Li1+:4.000 O2-:28.000 Sr2+:4.000 Ta5+:8.000,D2,1.0,1.0,1,1,0.0,[],set()
342,192493.cif,D1+:4.000 Li1+:4.000 O2-:28.000 Sr2+:4.000 Ta5+:8.000,D1,1.0,1.0,1,1,0.0,[],set()
343,192494.cif,D1+:4.000 Li1+:4.000 O2-:28.000 Sr2+:4.000 Ta5+:8.000,D1,1.0,1.0,1,1,0.0,[],set()
344,192494.cif,D1+:4.000 Li1+:4.000 O2-:28.000 Sr2+:4.000 Ta5+:8.000,D2,1.0,1.0,1,1,0.0,[],set()
345,192495.cif,D1+:2.000 Li1+:2.000 O2-:14.000 Sr2+:2.000 Ta5+:4.000,D1,1.0,1.0,1,1,0.0,[],set()
346,193771.cif,H1+:28.000 Li1+:4.000 O2-:14.000 Se2-:6.000 Sn4+:2.000,H1,1.0,1.0,1,1,0.0,[],set()
347,193771.cif,H1+:28.000 Li1+:4.000 O2-:14.000 Se2-:6.000 Sn4+:2.000,H2,1.0,1.0,1,1,0.0,[],set()
348,193771.cif,H1+:28.000 Li1+:4.000 O2-:14.000 Se2-:6.000 Sn4+:2.000,H3,1.0,1.0,1,1,0.0,[],set()
349,193771.cif,H1+:28.000 Li1+:4.000 O2-:14.000 Se2-:6.000 Sn4+:2.000,H4,1.0,1.0,1,1,0.0,[],set()
350,193771.cif,H1+:28.000 Li1+:4.000 O2-:14.000 Se2-:6.000 Sn4+:2.000,H5,1.0,1.0,1,1,0.0,[],set()
351,193771.cif,H1+:28.000 Li1+:4.000 O2-:14.000 Se2-:6.000 Sn4+:2.000,H6,1.0,1.0,1,1,0.0,[],set()
352,193771.cif,H1+:28.000 Li1+:4.000 O2-:14.000 Se2-:6.000 Sn4+:2.000,H7,1.0,1.0,1,1,0.0,[],set()
353,193771.cif,H1+:28.000 Li1+:4.000 O2-:14.000 Se2-:6.000 Sn4+:2.000,H8,1.0,1.0,1,1,0.0,[],set()
354,193771.cif,H1+:28.000 Li1+:4.000 O2-:14.000 Se2-:6.000 Sn4+:2.000,H9,1.0,1.0,1,1,0.0,[],set()
355,193771.cif,H1+:28.000 Li1+:4.000 O2-:14.000 Se2-:6.000 Sn4+:2.000,H10,1.0,1.0,1,1,0.0,[],set()
356,193771.cif,H1+:28.000 Li1+:4.000 O2-:14.000 Se2-:6.000 Sn4+:2.000,H11,1.0,1.0,1,1,0.0,[],set()
357,193771.cif,H1+:28.000 Li1+:4.000 O2-:14.000 Se2-:6.000 Sn4+:2.000,H12,1.0,1.0,1,1,0.0,[],set()
358,193771.cif,H1+:28.000 Li1+:4.000 O2-:14.000 Se2-:6.000 Sn4+:2.000,H13,1.0,1.0,1,1,0.0,[],set()
359,193771.cif,H1+:28.000 Li1+:4.000 O2-:14.000 Se2-:6.000 Sn4+:2.000,H14,1.0,1.0,1,1,0.0,[],set()
371,195433.cif,Fe2+:8.000 Li1+:16.000 O2-:56.000 P5+:16.000,Li2,1.0,1.0,2,1,0.0,[],set()
372,195433.cif,Fe2+:8.000 Li1+:16.000 O2-:56.000 P5+:16.000,Li3,1.0,1.0,2,1,0.0,[],set()
377,196392.cif,Al3+:4.000 D1+:32.000 Li1+:4.000 N3-:16.000,D1,1.0,1.0,1,1,0.0,[],set()
378,196392.cif,Al3+:4.000 D1+:32.000 Li1+:4.000 N3-:16.000,D2,1.0,1.0,1,1,0.0,[],set()
379,196392.cif,Al3+:4.000 D1+:32.000 Li1+:4.000 N3-:16.000,D3,1.0,1.0,1,1,0.0,[],set()
380,196392.cif,Al3+:4.000 D1+:32.000 Li1+:4.000 N3-:16.000,D4,1.0,1.0,1,1,0.0,[],set()
381,196392.cif,Al3+:4.000 D1+:32.000 Li1+:4.000 N3-:16.000,D5,1.0,1.0,1,1,0.0,[],set()
382,196392.cif,Al3+:4.000 D1+:32.000 Li1+:4.000 N3-:16.000,D6,1.0,1.0,1,1,0.0,[],set()
383,196392.cif,Al3+:4.000 D1+:32.000 Li1+:4.000 N3-:16.000,D7,1.0,1.0,1,1,0.0,[],set()
384,196392.cif,Al3+:4.000 D1+:32.000 Li1+:4.000 N3-:16.000,D8,1.0,1.0,1,1,0.0,[],set()
395,200780.cif,Cs1+:2.000 H1+:8.000 Li1+:2.000 O2-:10.000 S4+:2.000,H1,1.0,1.0,1,1,0.0,[],set()
396,200780.cif,Cs1+:2.000 H1+:8.000 Li1+:2.000 O2-:10.000 S4+:2.000,H2,1.0,1.0,1,1,0.0,[],set()
397,200780.cif,Cs1+:2.000 H1+:8.000 Li1+:2.000 O2-:10.000 S4+:2.000,H3,1.0,1.0,1,1,0.0,[],set()
