,Cif,Name,Site,CN,OS,Period,Group,SDofBV,Angles
3161,196425.cif,Ga3+:4.176 La3+:21.336 Li1+:51.464 O2-:96.000 Zr4+:16.000,Ga2,4.0,3.0,4,3,0.0,"[114.142, 114.136, 114.136, 114.136, 100.498, 100.492]"
3162,196431.cif,Cs1+:4.000 Li1+:20.000 Mn2+:4.000 O2-:56.000 P5+:16.000,Li1,4.0,1.0,2,1,0.015,"[129.568, 110.702, 108.681, 107.458, 105.153, 92.786]"
3163,196431.cif,Cs1+:4.000 Li1+:20.000 Mn2+:4.000 O2-:56.000 P5+:16.000,Li2,4.0,1.0,2,1,0.017,"[120.365, 117.149, 113.179, 112.501, 97.383, 91.805]"
3172,196431.cif,Cs1+:4.000 Li1+:20.000 Mn2+:4.000 O2-:56.000 P5+:16.000,P1,4.0,5.0,3,5,0.126,"[114.494, 113.772, 111.027, 106.804, 105.177, 104.661]"
3173,196431.cif,Cs1+:4.000 Li1+:20.000 Mn2+:4.000 O2-:56.000 P5+:16.000,P2,4.0,5.0,3,5,0.124,"[114.337, 113.622, 112.582, 107.206, 104.383, 103.544]"
3174,196445.cif,Li1+:3.800 Mn3+:4.510 Mn4+:3.690 O2-:16.000,Li1,4.0,1.0,2,1,0.0,"[110.139, 110.133, 109.141, 109.141, 109.141, 109.141]"
3175,196445.cif,Li1+:3.800 Mn3+:4.510 Mn4+:3.690 O2-:16.000,Mn1,4.0,3.0,4,7,0.0,"[110.139, 110.133, 109.141, 109.141, 109.141, 109.141]"
3176,1984.cif,Cl1-:32.000 Li1+:16.000 Mn2+:8.000,Li2,4.0,1.0,2,1,0.0,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
3180,200128.cif,Li1+:4.000 O2-:24.000 Sc3+:4.000 Si4+:8.000,Si1,4.0,4.0,3,4,0.036,"[115.569, 110.408, 109.573, 108.693, 106.708, 105.891]"
3184,200155.cif,Fe2+:4.000 Li1+:4.000 O2-:16.000 P5+:4.000,P1,4.0,5.0,3,5,0.036,"[113.247, 113.247, 112.762, 106.505, 106.505, 103.863]"
3185,200222.cif,Eu3+:2.000 Li1+:2.000 O2-:16.000 S6+:4.000,Li1,4.0,1.0,2,1,0.015,"[145.125, 145.125, 115.874, 110.72, 77.467, 77.467]"
3190,200222.cif,Eu3+:2.000 Li1+:2.000 O2-:16.000 S6+:4.000,S1,4.0,6.0,3,6,0.04,"[111.34, 111.143, 110.622, 109.828, 109.366, 104.418]"
3194,200401.cif,Li1+:4.000 O2-:16.000 Sc3+:4.000 Si4+:4.000,Si1,4.0,4.0,3,4,0.055,"[116.136, 113.553, 113.553, 106.655, 106.655, 98.598]"
3196,200615.cif,B3+:4.000 Cd2+:4.000 Li1+:4.000 O2-:12.000,Li1,4.0,1.0,2,1,0.026,"[118.882, 115.855, 113.822, 104.312, 100.959, 98.766]"
3200,200623.cif,Cs1+:4.000 Li1+:4.000 O2-:16.000 S6+:4.000,Li1,4.0,1.0,2,1,0.02,"[115.919, 115.919, 107.506, 107.506, 105.492, 104.028]"
3204,200623.cif,Cs1+:4.000 Li1+:4.000 O2-:16.000 S6+:4.000,S1,4.0,6.0,3,6,0.033,"[112.098, 112.098, 108.554, 108.47, 108.47, 107.02]"
3205,200624.cif,Cs1+:4.000 Li1+:4.000 O2-:16.000 S6+:4.000,Li1,4.0,1.0,2,1,0.017,"[115.83, 109.792, 108.844, 108.252, 107.176, 106.738]"
3210,200624.cif,Cs1+:4.000 Li1+:4.000 O2-:16.000 S6+:4.000,S1,4.0,6.0,3,6,0.037,"[110.536, 110.176, 109.323, 109.275, 108.893, 108.596]"
3214,200669.cif,I5+:12.000 Li1+:8.000 O2-:36.000 Rb1+:4.000,Li1,4.0,1.0,2,1,0.004,"[118.372, 110.916, 110.383, 108.602, 104.27, 103.079]"
3215,200669.cif,I5+:12.000 Li1+:8.000 O2-:36.000 Rb1+:4.000,Li2,4.0,1.0,2,1,0.02,"[118.882, 114.249, 113.042, 109.926, 107.272, 91.077]"
3225,200774.cif,Ge4+:4.000 Li1+:4.000 Nd3+:4.000 O2-:16.000,Ge1,4.0,4.0,4,4,0.037,"[124.995, 109.7, 109.694, 104.649, 103.15, 103.15]"
3230,200780.cif,Cs1+:2.000 H1+:8.000 Li1+:2.000 O2-:10.000 S4+:2.000,Li1,4.0,1.0,2,1,0.011,"[114.702, 111.506, 109.834, 109.828, 105.438, 105.438]"
3238,200926.cif,In3+:4.000 Li1+:4.000 Mo6+:8.000 O2-:32.000,Mo1,4.0,6.0,5,6,0.245,"[115.9, 112.098, 108.101, 107.927, 106.153, 106.141]"
3239,200926.cif,In3+:4.000 Li1+:4.000 Mo6+:8.000 O2-:32.000,Mo2,4.0,6.0,5,6,0.101,"[110.83, 110.432, 110.041, 109.585, 108.403, 107.512]"
3248,20096.cif,Cd2+:8.000 Ge4+:10.000 H1+:2.000 Li1+:2.000 O2-:30.000,Ge1,4.0,4.0,4,4,0.059,"[116.936, 115.881, 115.614, 107.638, 100.271, 99.637]"
3249,20096.cif,Cd2+:8.000 Ge4+:10.000 H1+:2.000 Li1+:2.000 O2-:30.000,Ge2,4.0,4.0,4,4,0.044,"[118.451, 114.986, 111.371, 108.881, 105.498, 95.238]"
3250,20096.cif,Cd2+:8.000 Ge4+:10.000 H1+:2.000 Li1+:2.000 O2-:30.000,Ge3,4.0,4.0,4,4,0.041,"[115.62, 111.469, 110.536, 109.767, 105.789, 103.45]"
3250,167003.cif,Al3+:8.000 K1+:1.556 Na1+:6.000 O2-:32.000 Si4+:8.000,Si2,4.0,4.0,3,4,0.065,"[113.841, 111.088, 110.732, 110.616, 108.252, 101.835]"
3251,20096.cif,Cd2+:8.000 Ge4+:10.000 H1+:2.000 Li1+:2.000 O2-:30.000,Ge4,4.0,4.0,4,4,0.052,"[116.053, 113.872, 111.864, 110.475, 101.882, 101.525]"
3252,20096.cif,Cd2+:8.000 Ge4+:10.000 H1+:2.000 Li1+:2.000 O2-:30.000,Ge5,4.0,4.0,4,4,0.053,"[113.347, 111.543, 109.518, 108.12, 107.674, 106.314]"
3265,167139.cif,B3+:40.000 K1+:16.000 Na1+:8.000 O2-:80.000 Zn2+:8.000,B3,4.0,3.0,2,3,0.009,"[110.328, 110.121, 109.993, 109.293, 109.02, 108.071]"
3269,200980.cif,B3+:56.000 Cl1-:8.000 Li1+:40.000 O2-:100.000,B1,4.0,3.0,2,3,0.009,"[114.224, 109.542, 109.542, 108.832, 107.302, 107.302]"
3270,200980.cif,B3+:56.000 Cl1-:8.000 Li1+:40.000 O2-:100.000,B2,4.0,3.0,2,3,0.173,"[113.085, 113.085, 113.085, 105.557, 105.557, 105.557]"
3272,200981.cif,B3+:56.000 Cl1-:8.000 Li1+:40.000 O2-:100.000,B1,4.0,3.0,2,3,0.016,"[114.28, 109.494, 109.494, 108.542, 107.458, 107.458]"
3273,200981.cif,B3+:56.000 Cl1-:8.000 Li1+:40.000 O2-:100.000,B2,4.0,3.0,2,3,0.174,"[113.029, 113.029, 113.029, 105.629, 105.629, 105.629]"
3278,201040.cif,H1+:4.000 Li1+:4.000 O2-:12.000 P3+:4.000 Tl1+:4.000,Li1,4.0,1.0,2,1,0.009,"[114.967, 113.572, 111.266, 106.678, 105.664, 103.656]"
3286,201138.cif,Li1+:4.000 Mg2+:4.000 O2-:16.000 P5+:4.000,P1,4.0,5.0,3,5,0.036,"[113.197, 113.067, 113.06, 106.834, 106.834, 103.085]"
3289,201147.cif,H1+:16.000 Li1+:6.000 N3-:8.000 Na1+:2.000,Li1,4.0,1.0,2,1,0.0,"[111.981, 111.981, 108.234, 108.234, 108.234, 108.234]"
3289,167618.cif,Al3+:16.000 Na1+:16.000 O2-:80.000 Si4+:24.000,Al1,4.0,3.0,3,3,0.005,"[112.42, 111.814, 110.316, 108.319, 107.212, 106.732]"
3290,201147.cif,H1+:16.000 Li1+:6.000 N3-:8.000 Na1+:2.000,Li2,4.0,1.0,2,1,0.017,"[119.229, 110.714, 110.714, 109.877, 103.144, 103.144]"
3290,167618.cif,Al3+:16.000 Na1+:16.000 O2-:80.000 Si4+:24.000,Al2,4.0,3.0,3,3,0.006,"[111.488, 111.014, 108.953, 108.826, 108.325, 108.156]"
3291,201147.cif,H1+:16.000 Li1+:6.000 N3-:8.000 Na1+:2.000,Na1,4.0,1.0,3,1,0.0,"[118.372, 118.372, 118.372, 118.372, 92.837, 92.837]"
3294,201148.cif,H1+:16.000 Li1+:6.000 N3-:8.000 Na1+:2.000,Li1,4.0,1.0,2,1,0.0,"[111.217, 111.217, 108.609, 108.609, 108.609, 108.609]"
3295,201148.cif,H1+:16.000 Li1+:6.000 N3-:8.000 Na1+:2.000,Li2,4.0,1.0,2,1,0.017,"[119.531, 111.672, 111.672, 109.348, 102.298, 102.298]"
3296,201148.cif,H1+:16.000 Li1+:6.000 N3-:8.000 Na1+:2.000,Na1,4.0,1.0,3,1,0.0,"[118.158, 118.158, 118.158, 118.158, 93.222, 93.222]"
3298,201390.cif,Ce3+:2.000 Li1+:2.000 Mo6+:4.000 O2-:16.000,Mo1,4.0,6.0,5,6,0.0,"[113.973, 113.973, 107.272, 107.272, 107.272, 107.272]"
3298,167619.cif,Al3+:16.000 Na1+:16.000 O2-:80.000 Si4+:24.000,Al1,4.0,3.0,3,3,0.012,"[112.0, 110.17, 110.127, 109.056, 108.826, 106.607]"
3302,201530.cif,H1+:4.000 Li1+:4.000 O2-:10.000 S6+:2.000,Li1,4.0,1.0,2,1,0.013,"[120.984, 113.766, 109.402, 105.129, 103.822, 102.116]"
3303,201530.cif,H1+:4.000 Li1+:4.000 O2-:10.000 S6+:2.000,Li2,4.0,1.0,2,1,0.009,"[115.556, 113.222, 107.866, 107.848, 106.559, 105.195]"
3309,201530.cif,H1+:4.000 Li1+:4.000 O2-:10.000 S6+:2.000,S1,4.0,6.0,3,6,0.023,"[110.646, 109.944, 109.287, 109.208, 108.953, 108.772]"
3309,167726.cif,K1+:1.000 Na1+:1.000 O2-:24.000 Pb2+:8.000 V5+:6.000,V1,4.0,5.0,4,5,0.057,"[112.936, 110.023, 110.023, 108.972, 108.972, 105.652]"
3312,201531.cif,H1+:4.000 Li1+:4.000 O2-:10.000 S6+:2.000,Li1,4.0,1.0,2,1,0.012,"[121.346, 114.387, 109.026, 105.629, 103.132, 101.642]"
3312,167727.cif,K1+:1.600 Na1+:0.400 O2-:24.000 Pb2+:8.000 V5+:6.000,V1,4.0,5.0,4,5,0.056,"[113.073, 110.005, 110.005, 108.953, 108.953, 105.563]"
3313,201531.cif,H1+:4.000 Li1+:4.000 O2-:10.000 S6+:2.000,Li2,4.0,1.0,2,1,0.006,"[119.012, 113.584, 107.266, 105.694, 105.153, 105.046]"
3319,201531.cif,H1+:4.000 Li1+:4.000 O2-:10.000 S6+:2.000,S1,4.0,6.0,3,6,0.022,"[110.769, 109.962, 109.305, 109.135, 108.881, 108.754]"
3322,201532.cif,H1+:4.000 Li1+:4.000 O2-:10.000 S6+:2.000,Li1,4.0,1.0,2,1,0.012,"[121.413, 114.431, 108.953, 105.599, 103.126, 101.625]"
3323,201532.cif,H1+:4.000 Li1+:4.000 O2-:10.000 S6+:2.000,Li2,4.0,1.0,2,1,0.006,"[119.281, 113.647, 107.116, 105.462, 105.224, 104.963]"
3329,201532.cif,H1+:4.000 Li1+:4.000 O2-:10.000 S6+:2.000,S1,4.0,6.0,3,6,0.021,"[110.806, 109.98, 109.281, 109.135, 108.814, 108.79]"
3330,20155.cif,B3+:20.000 H1+:8.000 Li1+:12.000 O2-:40.000,B1,4.0,3.0,2,3,0.018,"[111.617, 111.143, 110.005, 109.548, 108.609, 105.831]"
3332,20155.cif,B3+:20.000 H1+:8.000 Li1+:12.000 O2-:40.000,B3,4.0,3.0,2,3,0.025,"[111.235, 111.235, 109.609, 109.542, 107.62, 107.62]"
3345,20173.cif,B3+:20.000 H1+:8.000 Li1+:12.000 O2-:40.000,B1,4.0,3.0,2,3,0.022,"[111.753, 111.42, 109.968, 109.822, 108.047, 105.694]"
3347,20173.cif,B3+:20.000 H1+:8.000 Li1+:12.000 O2-:40.000,B3,4.0,3.0,2,3,0.025,"[111.42, 111.42, 109.889, 109.305, 107.422, 107.422]"
3355,201810.cif,Li1+:16.000 Re3+:24.000 S2-:44.000,Li1,4.0,1.0,2,1,0.069,"[131.99, 121.641, 106.672, 102.85, 97.973, 90.756]"
3362,201935.cif,Li1+:6.000 O2-:72.000 P5+:18.000 Zr4+:12.000,P1,4.0,5.0,3,5,0.01,"[110.383, 110.279, 110.273, 108.651, 108.621, 108.615]"
3363,201959.cif,Li1+:8.000 Mo6+:24.000 O2-:72.000,Mo1,4.0,6.0,5,6,0.25,"[127.713, 107.308, 106.72, 105.7, 104.791, 102.744]"
3364,201959.cif,Li1+:8.000 Mo6+:24.000 O2-:72.000,Mo3,4.0,6.0,5,6,0.264,"[126.677, 107.242, 107.038, 106.063, 104.72, 103.486]"
3404,20208.cif,Li1+:12.000 O2-:16.000 P5+:4.000,Li1,4.0,1.0,2,1,0.009,"[117.756, 112.197, 111.697, 110.377, 107.062, 96.356]"
3405,20208.cif,Li1+:12.000 O2-:16.000 P5+:4.000,Li2,4.0,1.0,2,1,0.014,"[129.279, 112.749, 112.743, 108.361, 93.044, 93.044]"
3409,20208.cif,Li1+:12.000 O2-:16.000 P5+:4.000,P1,4.0,5.0,3,5,0.018,"[109.779, 109.652, 109.646, 109.275, 109.275, 109.196]"
3410,202190.cif,Li1+:1.800 Mo5+:5.760 Mo6+:6.240 O2-:34.000,Mo3,4.0,5.0,5,6,0.064,"[113.441, 110.775, 110.775, 108.246, 106.672, 106.672]"
3410,168390.cif,Ag1+:8.000 As5+:32.000 Fe3+:12.000 Na1+:20.000 O2-:112.000,As1,4.0,5.0,4,5,0.125,"[115.741, 114.01, 112.619, 105.076, 104.318, 103.456]"
3411,202190.cif,Li1+:1.800 Mo5+:5.760 Mo6+:6.240 O2-:34.000,Mo6,4.0,5.0,5,6,0.079,"[110.591, 109.804, 109.804, 108.984, 108.814, 108.808]"
3411,168390.cif,Ag1+:8.000 As5+:32.000 Fe3+:12.000 Na1+:20.000 O2-:112.000,As2,4.0,5.0,4,5,0.14,"[119.538, 116.232, 107.86, 105.23, 105.046, 101.473]"
3431,202489.cif,F1-:44.000 Li1+:2.000 Tl1+:2.000 Zr4+:10.000,Li1,4.0,1.0,2,1,0.0,"[114.898, 114.898, 106.828, 106.828, 106.828, 106.828]"
3434,202560.cif,I7+:8.000 K1+:32.000 Li1+:8.000 O2-:48.000,Li1,4.0,1.0,2,1,0.012,"[136.121, 132.836, 117.265, 111.697, 83.835, 82.767]"
3434,168568.cif,H1+:7.000 Na1+:5.000 O2-:18.000 Se6+:4.000,Se2,4.0,6.0,4,6,0.155,"[114.337, 112.743, 112.625, 108.107, 105.754, 102.24]"
3435,202622.cif,K1+:2.000 Li1+:6.000 O2-:60.000 Si4+:24.000 Sn4+:4.000,Li1,4.0,1.0,2,1,0.0,"[133.472, 133.472, 110.109, 110.102, 88.183, 88.183]"
3439,202622.cif,K1+:2.000 Li1+:6.000 O2-:60.000 Si4+:24.000 Sn4+:4.000,Si1,4.0,4.0,3,4,0.026,"[112.191, 111.346, 110.054, 109.846, 108.18, 105.017]"
3440,202623.cif,K1+:2.000 Li1+:6.000 O2-:60.000 Si4+:24.000 Sn4+:4.000,Li1,4.0,1.0,2,1,0.0,"[133.504, 133.504, 110.359, 110.353, 87.92, 87.92]"
3444,202623.cif,K1+:2.000 Li1+:6.000 O2-:60.000 Si4+:24.000 Sn4+:4.000,Si1,4.0,4.0,3,4,0.022,"[112.179, 111.648, 110.359, 110.267, 107.65, 104.46]"
3447,202627.cif,Cl1-:16.000 Cr2+:4.000 Li1+:8.000,Li1,4.0,1.0,2,1,0.127,"[138.903, 105.759, 105.759, 103.491, 103.491, 88.0]"
3448,202660.cif,Li1+:8.000 O2-:32.000 P5+:8.000 Pb2+:8.000,Li1,4.0,1.0,2,1,0.015,"[123.292, 110.836, 108.306, 107.848, 102.909, 102.603]"
3448,168569.cif,D1+:7.000 Na1+:5.000 O2-:18.000 Se6+:4.000,Se1,4.0,6.0,4,6,0.084,"[112.712, 112.47, 111.574, 107.842, 106.75, 104.951]"
3449,202660.cif,Li1+:8.000 O2-:32.000 P5+:8.000 Pb2+:8.000,Li2,4.0,1.0,2,1,0.02,"[124.555, 111.901, 108.56, 107.746, 102.586, 101.572]"
3449,168569.cif,D1+:7.000 Na1+:5.000 O2-:18.000 Se6+:4.000,Se2,4.0,6.0,4,6,0.16,"[114.293, 112.805, 112.737, 108.15, 105.581, 102.216]"
3453,168693.cif,Ga3+:6.000 N3+:2.000 Na1+:8.000 O2-:28.001 Si4+:6.000,Si1,4.0,4.0,3,4,0.0,"[114.5, 114.488, 107.026, 107.02, 107.02, 107.02]"
3454,168749.cif,Al3+:81.005 Na1+:81.008 O2-:384.000 S0+:62.528 Si4+:110.995,Al1,4.0,3.0,3,3,0.033,"[115.043, 110.751, 110.206, 109.743, 107.266, 103.662]"
3458,202660.cif,Li1+:8.000 O2-:32.000 P5+:8.000 Pb2+:8.000,P1,4.0,5.0,3,5,0.052,"[110.885, 110.506, 110.243, 109.725, 108.343, 107.074]"
3458,169.cif,Cu2+:12.000 Na1+:8.000 O2-:48.000 Si4+:16.000,Cu1,4.0,2.0,4,1,0.026,"[174.211, 174.154, 96.465, 96.459, 89.353, 77.725]"
3459,202660.cif,Li1+:8.000 O2-:32.000 P5+:8.000 Pb2+:8.000,P2,4.0,5.0,3,5,0.077,"[111.321, 111.125, 110.585, 108.893, 108.12, 106.637]"
3459,169.cif,Cu2+:12.000 Na1+:8.000 O2-:48.000 Si4+:16.000,Cu2,4.0,2.0,4,1,0.002,"[170.54, 170.54, 95.267, 92.9, 92.9, 78.586]"
3460,202702.cif,Fe3+:6.000 La3+:24.000 Li1+:22.000 O2-:56.000,Li2,4.0,1.0,2,1,0.009,"[134.459, 107.866, 103.173, 103.173, 103.173, 103.173]"
3460,169.cif,Cu2+:12.000 Na1+:8.000 O2-:48.000 Si4+:16.000,Cu3,4.0,2.0,4,1,0.075,"[180.0, 180.0, 91.289, 91.289, 88.711, 88.711]"
3461,202702.cif,Fe3+:6.000 La3+:24.000 Li1+:22.000 O2-:56.000,Li3,4.0,1.0,2,1,0.009,"[141.297, 103.751, 103.751, 102.111, 100.271, 100.271]"
3462,202702.cif,Fe3+:6.000 La3+:24.000 Li1+:22.000 O2-:56.000,Li4,4.0,1.0,2,1,0.012,"[123.346, 123.346, 103.038, 101.952, 99.869, 99.869]"
3467,202743.cif,Cl1-:32.000 Li1+:16.000 Zn2+:8.000,Zn1,4.0,2.0,4,2,0.0,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
3467,169.cif,Cu2+:12.000 Na1+:8.000 O2-:48.000 Si4+:16.000,Si1,4.0,4.0,3,4,0.146,"[118.112, 116.558, 114.092, 113.891, 105.367, 88.734]"
3468,202756.cif,Cu2+:0.300 Li1+:7.400 S2-:32.000 Ti3+:8.080 Ti4+:7.920,Cu1,4.0,2.0,4,1,0.0,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
3468,169.cif,Cu2+:12.000 Na1+:8.000 O2-:48.000 Si4+:16.000,Si2,4.0,4.0,3,4,0.083,"[120.73, 114.715, 113.085, 111.956, 108.5, 86.296]"
3469,202859.cif,F1-:32.000 Li1+:16.000 Ni2+:8.000,Li1,4.0,1.0,2,1,0.0,"[109.475, 109.475, 109.475, 109.469, 109.469, 109.469]"
3473,202863.cif,B3+:10.000 Ba2+:4.000 Li1+:2.000 O2-:20.000,B3,4.0,3.0,2,3,0.022,"[112.569, 110.646, 110.438, 108.017, 107.692, 107.434]"
3473,16901.cif,Ca2+:4.000 Na1+:8.000 O2-:32.000 S6+:8.000,S1,4.0,6.0,3,6,0.017,"[110.922, 110.824, 109.962, 109.129, 108.319, 107.596]"
3474,202863.cif,B3+:10.000 Ba2+:4.000 Li1+:2.000 O2-:20.000,Li1,4.0,1.0,2,1,0.014,"[119.61, 111.481, 111.481, 105.974, 103.562, 103.562]"
3489,202930.cif,Bi3+:2.000 Li1+:2.000 O2-:8.000 Pd2+:4.000,Bi1,4.0,3.0,6,5,0.0,"[117.788, 117.788, 74.52, 74.52, 74.52, 74.52]"
3490,202930.cif,Bi3+:2.000 Li1+:2.000 O2-:8.000 Pd2+:4.000,Li1,4.0,1.0,2,1,0.0,"[110.463, 110.463, 110.463, 110.463, 107.506, 107.5]"
3492,202930.cif,Bi3+:2.000 Li1+:2.000 O2-:8.000 Pd2+:4.000,Pd1,4.0,2.0,5,8,0.0,"[180.0, 180.0, 97.331, 97.331, 82.669, 82.669]"
3493,203030.cif,Li1+:10.000 O2-:10.000 Sb5+:2.000,Li1,4.0,1.0,2,1,0.035,"[180.0, 180.0, 95.083, 95.083, 84.917, 84.911]"
3494,203174.cif,Li1+:32.000 O2-:128.000 P5+:32.000 Zn2+:32.000,Li1,4.0,1.0,2,1,0.014,"[127.344, 125.366, 104.922, 102.48, 99.922, 99.509]"
3495,203174.cif,Li1+:32.000 O2-:128.000 P5+:32.000 Zn2+:32.000,Li2,4.0,1.0,2,1,0.022,"[113.697, 111.401, 109.026, 108.844, 106.87, 106.756]"
3496,203174.cif,Li1+:32.000 O2-:128.000 P5+:32.000 Zn2+:32.000,Li3,4.0,1.0,2,1,0.022,"[129.591, 110.977, 106.147, 105.837, 102.68, 100.935]"
3497,203174.cif,Li1+:32.000 O2-:128.000 P5+:32.000 Zn2+:32.000,Li4,4.0,1.0,2,1,0.026,"[114.582, 113.622, 111.285, 108.3, 106.302, 101.835]"
3498,203174.cif,Li1+:32.000 O2-:128.000 P5+:32.000 Zn2+:32.000,Li5,4.0,1.0,2,1,0.017,"[126.15, 113.291, 108.15, 106.248, 103.185, 99.613]"
3499,203174.cif,Li1+:32.000 O2-:128.000 P5+:32.000 Zn2+:32.000,Li6,4.0,1.0,2,1,0.026,"[115.22, 113.16, 112.768, 107.824, 104.466, 102.046]"
3500,203174.cif,Li1+:32.000 O2-:128.000 P5+:32.000 Zn2+:32.000,Li7,4.0,1.0,2,1,0.032,"[132.602, 119.19, 104.389, 102.316, 100.708, 99.433]"
3501,203174.cif,Li1+:32.000 O2-:128.000 P5+:32.000 Zn2+:32.000,Li8,4.0,1.0,2,1,0.027,"[114.626, 113.16, 108.881, 106.96, 106.445, 106.218]"
3528,203217.cif,C4+:9.000 Li1+:9.000 Na1+:9.000 O2-:27.000,Li1,4.0,1.0,2,1,0.016,"[119.026, 112.656, 110.322, 108.736, 103.486, 101.28]"
3528,169444.cif,Fe3+:4.000 Na1+:8.000 Ni2+:8.000 O2-:48.000 P5+:12.000,P2,4.0,5.0,3,5,0.04,"[113.453, 110.812, 109.044, 108.723, 108.216, 106.451]"
3529,203217.cif,C4+:9.000 Li1+:9.000 Na1+:9.000 O2-:27.000,Li2,4.0,1.0,2,1,0.025,"[118.047, 114.142, 109.129, 107.83, 104.383, 101.988]"
3529,1698.cif,B3+:32.000 H1+:16.000 Na1+:16.000 O2-:64.000,B1,4.0,3.0,2,3,0.031,"[113.135, 112.619, 110.377, 108.633, 107.23, 104.507]"
3530,203217.cif,C4+:9.000 Li1+:9.000 Na1+:9.000 O2-:27.000,Li3,4.0,1.0,2,1,0.021,"[120.106, 111.944, 109.999, 108.772, 104.075, 100.626]"
3530,1698.cif,B3+:32.000 H1+:16.000 Na1+:16.000 O2-:64.000,B2,4.0,3.0,2,3,0.035,"[114.734, 110.695, 109.172, 108.778, 108.47, 104.857]"
3531,203217.cif,C4+:9.000 Li1+:9.000 Na1+:9.000 O2-:27.000,Li4,4.0,1.0,2,1,0.032,"[126.563, 111.045, 109.694, 103.922, 103.462, 101.613]"
3532,203217.cif,C4+:9.000 Li1+:9.000 Na1+:9.000 O2-:27.000,Li5,4.0,1.0,2,1,0.031,"[127.013, 110.824, 109.396, 103.957, 102.985, 102.105]"
3533,203217.cif,C4+:9.000 Li1+:9.000 Na1+:9.000 O2-:27.000,Li6,4.0,1.0,2,1,0.028,"[125.058, 111.525, 108.457, 105.51, 104.785, 101.145]"
3534,203217.cif,C4+:9.000 Li1+:9.000 Na1+:9.000 O2-:27.000,Li7,4.0,1.0,2,1,0.023,"[114.381, 111.746, 111.143, 108.693, 106.96, 103.751]"
3535,203217.cif,C4+:9.000 Li1+:9.000 Na1+:9.000 O2-:27.000,Li8,4.0,1.0,2,1,0.024,"[116.353, 110.892, 110.316, 108.572, 106.637, 103.833]"
3536,203217.cif,C4+:9.000 Li1+:9.000 Na1+:9.000 O2-:27.000,Li9,4.0,1.0,2,1,0.024,"[115.372, 112.52, 108.609, 108.234, 107.866, 103.91]"
3540,169990.cif,Al3+:8.000 As5+:8.000 K1+:4.000 Na1+:4.000 O2-:36.000,As1,4.0,5.0,4,5,0.102,"[113.254, 113.254, 107.957, 107.957, 107.554, 106.637]"
3541,169990.cif,Al3+:8.000 As5+:8.000 K1+:4.000 Na1+:4.000 O2-:36.000,As2,4.0,5.0,4,5,0.101,"[113.703, 109.737, 109.737, 107.885, 107.885, 107.698]"
3549,169991.cif,Al3+:12.000 As5+:16.000 K1+:3.680 Na1+:8.320 O2-:64.000,As1,4.0,5.0,4,5,0.055,"[113.129, 113.129, 108.917, 108.917, 108.651, 103.928]"
3550,169991.cif,Al3+:12.000 As5+:16.000 K1+:3.680 Na1+:8.320 O2-:64.000,As2,4.0,5.0,4,5,0.092,"[115.925, 115.919, 111.5, 111.5, 110.218, 90.739]"
3575,20537.cif,Li1+:4.000 O2-:20.000 P5+:4.000 V4+:4.000,P1,4.0,5.0,3,5,0.011,"[112.662, 110.836, 110.463, 109.524, 109.372, 103.845]"
3576,20537.cif,Li1+:4.000 O2-:20.000 P5+:4.000 V4+:4.000,P2,4.0,5.0,3,5,0.047,"[111.531, 110.83, 110.812, 110.8, 109.226, 103.409]"
3580,20557.cif,Li1+:2.360 Na1+:5.640 O2-:24.000 V5+:8.000,V1,4.0,5.0,4,5,0.179,"[111.796, 111.112, 110.035, 109.883, 108.627, 105.224]"
3583,20558.cif,Li1+:5.320 Na1+:2.680 O2-:24.000 V5+:8.000,V1,4.0,5.0,4,5,0.181,"[111.728, 111.512, 110.359, 109.147, 109.026, 104.815]"
3587,20559.cif,Li1+:7.280 Na1+:0.560 O2-:24.000 V5+:8.000,V1,4.0,5.0,4,5,0.194,"[113.572, 111.629, 110.683, 108.693, 108.512, 103.168]"
3597,20610.cif,Fe2+:4.000 Li1+:4.000 O2-:36.000 P5+:12.000,P1,4.0,5.0,3,5,0.156,"[118.281, 110.463, 109.585, 108.602, 108.379, 99.956]"
3598,20610.cif,Fe2+:4.000 Li1+:4.000 O2-:36.000 P5+:12.000,P2,4.0,5.0,3,5,0.146,"[118.359, 110.078, 109.063, 108.409, 108.222, 101.35]"
3599,20610.cif,Fe2+:4.000 Li1+:4.000 O2-:36.000 P5+:12.000,P3,4.0,5.0,3,5,0.142,"[116.782, 111.076, 110.023, 109.342, 109.026, 99.137]"
3600,20693.cif,Cr6+:8.000 H1+:16.000 Li1+:8.000 O2-:36.000,Cr1,4.0,6.0,4,6,0.216,"[111.278, 110.751, 109.712, 109.706, 108.935, 106.356]"
3608,20805.cif,Cs1+:4.000 Li1+:4.000 Mo6+:4.000 O2-:16.000,Li1,4.0,1.0,2,1,0.0,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
3609,20805.cif,Cs1+:4.000 Li1+:4.000 Mo6+:4.000 O2-:16.000,Mo1,4.0,6.0,5,6,0.0,"[109.469, 109.469, 109.469, 109.469, 109.469, 109.469]"
