,Cif,Name,Site,CN,OS,Period,Group,SDofBV,Angles
14946,391348.cif,Al3+:2.000 Mg2+:6.000 Mo6+:10.000 Na1+:2.000 O2-:40.000,Mo3,4.0,6.0,5,6,0.092,"[111.802, 110.261, 109.415, 108.566, 108.445, 108.288]"
14947,391348.cif,Al3+:2.000 Mg2+:6.000 Mo6+:10.000 Na1+:2.000 O2-:40.000,Mo4,4.0,6.0,5,6,0.095,"[113.029, 112.557, 109.518, 107.722, 107.428, 106.66]"
14948,391348.cif,Al3+:2.000 Mg2+:6.000 Mo6+:10.000 Na1+:2.000 O2-:40.000,Mo5,4.0,6.0,5,6,0.16,"[112.575, 111.722, 109.141, 108.917, 108.615, 105.771]"
14987,391376.cif,H1+:24.000 Na1+:4.000 Ni2+:2.000 O2-:28.000 S6+:4.000,S1,4.0,6.0,3,6,0.023,"[110.683, 109.859, 109.609, 109.548, 108.863, 108.24]"
14991,391418.cif,Bi3+:105.332 Na1+:6.668 O2-:240.000 V5+:32.000,Bi10,4.0,3.0,6,5,0.12,"[156.206, 84.566, 83.8, 83.696, 83.327, 74.199]"
14992,391418.cif,Bi3+:105.332 Na1+:6.668 O2-:240.000 V5+:32.000,Bi14,4.0,3.0,6,5,0.128,"[144.845, 95.722, 86.055, 85.555, 76.102, 68.924]"
14993,391418.cif,Bi3+:105.332 Na1+:6.668 O2-:240.000 V5+:32.000,Bi18,4.0,3.0,6,5,0.147,"[152.936, 88.533, 88.269, 87.776, 79.065, 74.08]"
14997,39194.cif,Na1+:4.000 O2-:24.000 Si4+:8.000 Ti3+:4.000,Si1,4.0,4.0,3,4,0.039,"[117.187, 110.286, 108.596, 108.113, 107.14, 105.224]"
14998,39209.cif,Ge4+:4.000 Na1+:4.000 Nb5+:4.000 O2-:20.000,Ge1,4.0,4.0,4,4,0.006,"[113.06, 111.26, 110.634, 110.194, 107.879, 103.609]"
15004,39210.cif,Ge4+:4.000 Na1+:4.000 O2-:20.000 Ta5+:4.000,Ge1,4.0,4.0,4,4,0.002,"[115.132, 115.125, 111.033, 111.033, 107.266, 97.296]"
15008,39246.cif,Mo6+:24.000 Na1+:12.000 O2-:96.000 Rb1+:12.000 Sc3+:8.000,Mo1,4.0,6.0,5,6,0.149,"[114.255, 110.781, 110.561, 107.506, 107.35, 105.944]"
15009,39246.cif,Mo6+:24.000 Na1+:12.000 O2-:96.000 Rb1+:12.000 Sc3+:8.000,Mo2,4.0,6.0,5,6,0.075,"[110.524, 110.518, 109.993, 109.895, 108.228, 107.65]"
15010,39246.cif,Mo6+:24.000 Na1+:12.000 O2-:96.000 Rb1+:12.000 Sc3+:8.000,Mo3,4.0,6.0,5,6,0.106,"[112.575, 110.585, 110.09, 109.786, 107.758, 106.051]"
15019,39248.cif,Na1+:8.000 O2-:40.000 P5+:8.000 Ti4+:8.000,Na1,4.0,1.0,3,1,0.004,"[144.796, 144.796, 134.531, 114.803, 66.378, 66.378]"
15030,39248.cif,Na1+:8.000 O2-:40.000 P5+:8.000 Ti4+:8.000,P1,4.0,5.0,3,5,0.037,"[112.669, 111.223, 110.573, 107.71, 107.386, 107.272]"
15031,39248.cif,Na1+:8.000 O2-:40.000 P5+:8.000 Ti4+:8.000,P2,4.0,5.0,3,5,0.055,"[114.816, 111.833, 108.96, 107.26, 107.23, 106.816]"
15032,39255.cif,Cu1+:1.072 Cu2+:0.268 Fe2+:0.440 Na1+:1.000 S2-:2.000 Zn2+:0.220,Cu1,4.0,1.0,4,1,0.016,"[110.408, 110.408, 110.396, 108.524, 108.524, 108.524]"
15033,39255.cif,Cu1+:1.072 Cu2+:0.268 Fe2+:0.440 Na1+:1.000 S2-:2.000 Zn2+:0.220,Cu2,4.0,1.0,4,1,0.021,"[110.738, 110.738, 110.726, 108.174, 108.174, 108.174]"
15034,39255.cif,Cu1+:1.072 Cu2+:0.268 Fe2+:0.440 Na1+:1.000 S2-:2.000 Zn2+:0.220,Fe1,4.0,2.0,4,8,0.026,"[110.408, 110.408, 110.396, 108.524, 108.524, 108.524]"
15035,39255.cif,Cu1+:1.072 Cu2+:0.268 Fe2+:0.440 Na1+:1.000 S2-:2.000 Zn2+:0.220,Fe2,4.0,2.0,4,8,0.034,"[110.738, 110.738, 110.726, 108.174, 108.174, 108.174]"
15036,39255.cif,Cu1+:1.072 Cu2+:0.268 Fe2+:0.440 Na1+:1.000 S2-:2.000 Zn2+:0.220,Zn1,4.0,2.0,4,2,0.022,"[110.408, 110.408, 110.396, 108.524, 108.524, 108.524]"
15037,39255.cif,Cu1+:1.072 Cu2+:0.268 Fe2+:0.440 Na1+:1.000 S2-:2.000 Zn2+:0.220,Zn2,4.0,2.0,4,2,0.029,"[110.738, 110.738, 110.726, 108.174, 108.174, 108.174]"
15062,39271.cif,H1+:7.000 Na1+:5.000 O2-:18.000 Se6+:4.000,Se1,4.0,6.0,4,6,0.163,"[113.885, 113.266, 112.327, 107.41, 106.738, 102.257]"
15063,39271.cif,H1+:7.000 Na1+:5.000 O2-:18.000 Se6+:4.000,Se2,4.0,6.0,4,6,0.074,"[112.526, 112.179, 111.525, 108.627, 106.248, 105.248]"
15071,39293.cif,H1+:36.000 Mo6+:4.000 Na1+:6.000 O2-:34.000 Rb1+:2.000,Mo1,4.0,6.0,5,6,0.011,"[110.078, 110.066, 110.035, 108.881, 108.875, 108.869]"
15076,39459.cif,B3+:6.000 Na1+:6.000 O2-:24.000 Si4+:6.000,B1,4.0,3.0,2,3,0.152,"[114.652, 110.855, 109.299, 109.087, 107.566, 105.409]"
15081,39459.cif,B3+:6.000 Na1+:6.000 O2-:24.000 Si4+:6.000,Si1,4.0,4.0,3,4,0.041,"[112.979, 111.753, 109.621, 108.216, 107.236, 106.918]"
15082,39474.cif,Ba2+:4.000 Ge4+:12.000 Na1+:4.000 Nd3+:4.000 O2-:36.000,Ge1,4.0,4.0,4,4,0.102,"[122.08, 113.516, 106.338, 106.338, 105.742, 101.642]"
15083,39474.cif,Ba2+:4.000 Ge4+:12.000 Na1+:4.000 Nd3+:4.000 O2-:36.000,Ge2,4.0,4.0,4,4,0.081,"[115.429, 111.365, 110.8, 110.182, 106.702, 101.426]"
15084,39474.cif,Ba2+:4.000 Ge4+:12.000 Na1+:4.000 Nd3+:4.000 O2-:36.000,Ge3,4.0,4.0,4,4,0.075,"[118.346, 111.315, 109.463, 108.578, 104.969, 103.021]"
15103,39491.cif,H1+:2.000 Na1+:2.000 O2-:14.000 P5+:4.000 Zn2+:2.000,P1,4.0,5.0,3,5,0.096,"[116.475, 111.155, 109.366, 108.887, 105.355, 104.874]"
15104,39491.cif,H1+:2.000 Na1+:2.000 O2-:14.000 P5+:4.000 Zn2+:2.000,P2,4.0,5.0,3,5,0.083,"[114.211, 111.358, 111.088, 107.53, 107.5, 104.643]"
15105,39542.cif,Cu2+:4.000 Mo6+:12.000 Na1+:16.000 O2-:48.000,Mo1,4.0,6.0,5,6,0.122,"[117.807, 111.235, 109.658, 109.202, 107.212, 101.058]"
15106,39542.cif,Cu2+:4.000 Mo6+:12.000 Na1+:16.000 O2-:48.000,Mo2,4.0,6.0,5,6,0.112,"[111.106, 111.008, 110.61, 108.778, 108.288, 107.014]"
15107,39542.cif,Cu2+:4.000 Mo6+:12.000 Na1+:16.000 O2-:48.000,Mo3,4.0,6.0,5,6,0.052,"[112.049, 110.377, 110.078, 108.3, 108.222, 107.752]"
15108,39542.cif,Cu2+:4.000 Mo6+:12.000 Na1+:16.000 O2-:48.000,Mo4,4.0,6.0,5,6,0.108,"[115.83, 112.83, 110.249, 108.844, 108.21, 99.898]"
15109,39542.cif,Cu2+:4.000 Mo6+:12.000 Na1+:16.000 O2-:48.000,Mo5,4.0,6.0,5,6,0.063,"[111.451, 111.285, 109.737, 108.403, 108.288, 107.626]"
15110,39542.cif,Cu2+:4.000 Mo6+:12.000 Na1+:16.000 O2-:48.000,Mo6,4.0,6.0,5,6,0.093,"[112.756, 111.162, 109.92, 108.536, 108.512, 105.885]"
15135,39543.cif,Mo6+:12.000 Na1+:11.400 Ni2+:6.296 O2-:48.000,Mo1,4.0,6.0,5,6,0.029,"[112.756, 112.756, 110.212, 109.063, 109.063, 102.844]"
15136,39543.cif,Mo6+:12.000 Na1+:11.400 Ni2+:6.296 O2-:48.000,Mo2,4.0,6.0,5,6,0.079,"[111.168, 110.984, 110.371, 108.518, 108.325, 107.452]"
15145,39559.cif,C4+:2.000 Na1+:6.000 O2-:14.000 P5+:2.000 Sr2+:2.000,P1,4.0,5.0,3,5,0.03,"[112.899, 111.315, 110.109, 108.609, 107.65, 106.23]"
15166,39610.cif,Li1+:4.080 Na1+:3.920 O2-:24.000 V5+:8.000,V1,4.0,5.0,4,5,0.185,"[112.247, 111.131, 110.708, 110.341, 108.984, 103.238]"
15174,39646.cif,Ge4+:4.000 Na1+:4.000 O2-:20.000 Sb5+:4.000,Ge1,4.0,4.0,4,4,0.001,"[112.849, 112.849, 110.702, 108.482, 108.482, 103.327]"
15178,39647.cif,Ge4+:4.000 Na1+:4.000 O2-:20.000 Ta5+:4.000,Ge1,4.0,4.0,4,4,0.01,"[112.365, 112.358, 110.17, 109.238, 109.232, 103.344]"
15195,39671.cif,F1-:2.000 Fe3+:4.000 Na1+:17.624 O2-:34.000 P5+:8.000,Na2,4.0,1.0,3,1,0.041,"[126.001, 95.762, 88.378, 88.378, 54.5, 54.5]"
15200,39671.cif,F1-:2.000 Fe3+:4.000 Na1+:17.624 O2-:34.000 P5+:8.000,P1,4.0,5.0,3,5,0.043,"[111.254, 110.996, 108.941, 108.941, 108.355, 108.355]"
15201,39689.cif,Ge4+:4.000 Na1+:4.000 O2-:20.000 Sb5+:4.000,Ge1,4.0,4.0,4,4,0.039,"[111.027, 111.027, 111.008, 111.002, 110.61, 101.888]"
15209,39702.cif,Na1+:15.800 O2-:36.000 P5+:8.000 Ti4+:4.000,P1,4.0,5.0,3,5,0.063,"[112.52, 109.999, 108.669, 108.669, 108.488, 108.488]"
15210,39738.cif,In3+:2.000 Mg2+:6.000 Mo6+:10.000 Na1+:2.000 O2-:40.000,Mo1,4.0,6.0,5,6,0.13,"[116.699, 110.677, 108.047, 107.692, 107.224, 106.481]"
15211,39738.cif,In3+:2.000 Mg2+:6.000 Mo6+:10.000 Na1+:2.000 O2-:40.000,Mo2,4.0,6.0,5,6,0.083,"[112.569, 110.109, 109.311, 108.911, 108.687, 107.17]"
15212,39738.cif,In3+:2.000 Mg2+:6.000 Mo6+:10.000 Na1+:2.000 O2-:40.000,Mo3,4.0,6.0,5,6,0.118,"[111.944, 109.712, 109.5, 109.093, 108.911, 107.638]"
15213,39738.cif,In3+:2.000 Mg2+:6.000 Mo6+:10.000 Na1+:2.000 O2-:40.000,Mo4,4.0,6.0,5,6,0.181,"[111.827, 110.212, 109.938, 109.226, 108.754, 106.864]"
15214,39738.cif,In3+:2.000 Mg2+:6.000 Mo6+:10.000 Na1+:2.000 O2-:40.000,Mo5,4.0,6.0,5,6,0.109,"[113.141, 111.703, 109.725, 107.957, 107.77, 106.577]"
15236,39758.cif,B3+:36.000 Ca2+:8.000 H1+:32.000 Na1+:4.000 O2-:80.000,B1,4.0,3.0,2,3,0.047,"[113.035, 112.142, 110.892, 109.494, 108.162, 102.891]"
15240,39758.cif,B3+:36.000 Ca2+:8.000 H1+:32.000 Na1+:4.000 O2-:80.000,B5,4.0,3.0,2,3,0.053,"[111.334, 111.057, 110.328, 110.035, 108.899, 105.076]"
15241,39758.cif,B3+:36.000 Ca2+:8.000 H1+:32.000 Na1+:4.000 O2-:80.000,B6,4.0,3.0,2,3,0.037,"[112.309, 112.142, 111.377, 109.913, 105.759, 105.432]"
15242,39758.cif,B3+:36.000 Ca2+:8.000 H1+:32.000 Na1+:4.000 O2-:80.000,B7,4.0,3.0,2,3,0.038,"[114.967, 110.182, 109.859, 109.257, 108.421, 103.928]"
15243,39758.cif,B3+:36.000 Ca2+:8.000 H1+:32.000 Na1+:4.000 O2-:80.000,B8,4.0,3.0,2,3,0.038,"[116.034, 112.142, 110.475, 107.758, 106.159, 103.362]"
15266,39788.cif,Ge4+:8.000 Na1+:8.000 O2-:40.000 Sb5+:8.000,Ge1,4.0,4.0,4,4,0.01,"[114.456, 114.456, 109.439, 107.068, 105.825, 105.189]"
15267,39788.cif,Ge4+:8.000 Na1+:8.000 O2-:40.000 Sb5+:8.000,Ge2,4.0,4.0,4,4,0.009,"[119.19, 116.366, 109.621, 106.66, 103.951, 101.677]"
15313,39904.cif,Al3+:8.000 H1+:16.000 Na1+:8.000 O2-:48.000 Si4+:12.000,Al1,4.0,3.0,3,3,0.018,"[111.352, 111.205, 111.192, 108.899, 108.59, 105.575]"
15318,39904.cif,Al3+:8.000 H1+:16.000 Na1+:8.000 O2-:48.000 Si4+:12.000,Si2,4.0,4.0,3,4,0.018,"[111.352, 111.205, 111.192, 108.899, 108.59, 105.575]"
15320,39959.cif,Al3+:4.000 F1-:6.000 Na1+:6.000 O2-:16.000 P5+:4.000,P1,4.0,5.0,3,5,0.0,"[111.057, 111.057, 111.057, 111.057, 106.35, 106.344]"
15321,400310.cif,Al3+:4.000 Ca2+:8.000 Na1+:20.000 O2-:64.000 P5+:16.000,Al1,4.0,3.0,3,3,0.027,"[112.29, 112.259, 111.475, 110.072, 109.026, 101.151]"
15337,400310.cif,Al3+:4.000 Ca2+:8.000 Na1+:20.000 O2-:64.000 P5+:16.000,P1,4.0,5.0,3,5,0.059,"[112.259, 112.179, 111.568, 108.893, 107.578, 103.928]"
15345,400462.cif,Al3+:4.000 Na1+:4.000 O2-:28.000 P5+:8.000,P1,4.0,5.0,3,5,0.116,"[115.144, 113.278, 111.162, 109.366, 105.498, 101.426]"
15346,400462.cif,Al3+:4.000 Na1+:4.000 O2-:28.000 P5+:8.000,P2,4.0,5.0,3,5,0.115,"[113.366, 112.47, 110.451, 108.306, 107.032, 104.697]"
15348,400537.cif,Eu2+:8.991 Na1+:17.994 O2-:54.000 Si4+:18.000,Si1,4.0,4.0,3,4,0.056,"[118.047, 110.898, 110.892, 105.765, 105.183, 105.183]"
15371,401.cif,Na1+:4.000 Nd3+:4.000 O2-:48.000 P5+:16.000,P1,4.0,5.0,3,5,0.151,"[119.525, 110.861, 110.188, 107.32, 105.017, 102.451]"
15372,401.cif,Na1+:4.000 Nd3+:4.000 O2-:48.000 P5+:16.000,P2,4.0,5.0,3,5,0.129,"[115.862, 112.532, 111.796, 108.403, 108.101, 98.714]"
15373,401.cif,Na1+:4.000 Nd3+:4.000 O2-:48.000 P5+:16.000,P3,4.0,5.0,3,5,0.152,"[117.594, 111.389, 110.885, 107.236, 106.445, 102.24]"
15374,401.cif,Na1+:4.000 Nd3+:4.000 O2-:48.000 P5+:16.000,P4,4.0,5.0,3,5,0.142,"[119.183, 110.941, 110.659, 106.105, 106.016, 102.774]"
15382,401034.cif,Cu2+:0.720 Mg2+:3.280 Na1+:2.000 O2-:20.000 V5+:6.000,V1,4.0,5.0,4,5,0.166,"[113.116, 110.506, 110.218, 109.743, 106.523, 106.457]"
15383,401034.cif,Cu2+:0.720 Mg2+:3.280 Na1+:2.000 O2-:20.000 V5+:6.000,V2,4.0,5.0,4,5,0.132,"[113.872, 113.503, 112.074, 109.804, 103.645, 102.973]"
15384,401034.cif,Cu2+:0.720 Mg2+:3.280 Na1+:2.000 O2-:20.000 V5+:6.000,V3,4.0,5.0,4,5,0.19,"[112.911, 110.806, 110.487, 108.361, 107.999, 106.063]"
15385,401178.cif,B3+:4.000 Na1+:10.000 O2-:26.000 P5+:6.000,B1,4.0,3.0,2,3,0.05,"[112.656, 110.892, 110.341, 109.633, 108.439, 104.874]"
15386,401178.cif,B3+:4.000 Na1+:10.000 O2-:26.000 P5+:6.000,B2,4.0,3.0,2,3,0.068,"[116.75, 110.5, 110.389, 107.452, 106.415, 104.726]"
15399,401178.cif,B3+:4.000 Na1+:10.000 O2-:26.000 P5+:6.000,P1,4.0,5.0,3,5,0.132,"[113.835, 112.315, 112.297, 108.252, 108.168, 101.14]"
15400,401178.cif,B3+:4.000 Na1+:10.000 O2-:26.000 P5+:6.000,P2,4.0,5.0,3,5,0.123,"[114.967, 112.594, 111.518, 106.978, 106.565, 103.397]"
15401,401178.cif,B3+:4.000 Na1+:10.000 O2-:26.000 P5+:6.000,P3,4.0,5.0,3,5,0.136,"[115.208, 110.922, 110.347, 108.808, 108.53, 102.245]"
15424,401202.cif,Fe3+:6.000 Na1+:2.000 O2-:24.000 V4+:1.920 V5+:4.080,V1,4.0,4.0,4,5,0.159,"[113.453, 112.507, 110.243, 109.737, 105.551, 104.999]"
15425,401202.cif,Fe3+:6.000 Na1+:2.000 O2-:24.000 V4+:1.920 V5+:4.080,V2,4.0,4.0,4,5,0.179,"[111.833, 111.796, 110.194, 109.816, 107.746, 105.201]"
15426,401202.cif,Fe3+:6.000 Na1+:2.000 O2-:24.000 V4+:1.920 V5+:4.080,V3,4.0,4.0,4,5,0.105,"[113.847, 111.334, 109.512, 108.875, 106.607, 106.284]"
15427,401202.cif,Fe3+:6.000 Na1+:2.000 O2-:24.000 V4+:1.920 V5+:4.080,V4,4.0,4.0,4,5,0.155,"[115.252, 111.217, 109.002, 108.041, 106.559, 106.338]"
15428,401202.cif,Fe3+:6.000 Na1+:2.000 O2-:24.000 V4+:1.920 V5+:4.080,V5,4.0,4.0,4,5,0.146,"[111.685, 111.685, 109.554, 109.105, 107.824, 106.804]"
15429,401202.cif,Fe3+:6.000 Na1+:2.000 O2-:24.000 V4+:1.920 V5+:4.080,V6,4.0,4.0,4,5,0.102,"[114.142, 112.706, 109.585, 107.176, 106.601, 106.427]"
15432,40153.cif,Ag1+:8.000 Na1+:8.000 O2-:8.000,Na1,4.0,1.0,3,1,0.011,"[164.175, 100.918, 95.031, 95.031, 95.031, 95.031]"
15434,40157.cif,Cu1+:8.000 Na1+:8.000 O2-:8.000,Na1,4.0,1.0,3,1,0.009,"[164.994, 100.381, 94.796, 94.796, 94.796, 94.796]"
15503,40256.cif,Fe3+:30.300 K1+:1.800 Na1+:3.906 O2-:51.000 Zn2+:2.700,Fe2,4.0,3.0,4,8,0.008,"[110.659, 110.659, 110.659, 108.258, 108.258, 108.258]"
15504,40256.cif,Fe3+:30.300 K1+:1.800 Na1+:3.906 O2-:51.000 Zn2+:2.700,Fe3,4.0,3.0,4,8,0.065,"[111.475, 111.475, 111.475, 107.398, 107.398, 107.398]"
15531,40276.cif,H1+:7.000 Na1+:5.000 O2-:18.000 Se6+:4.000,Se1,4.0,6.0,4,6,0.087,"[112.656, 112.47, 111.518, 107.638, 106.828, 105.207]"
15532,40276.cif,H1+:7.000 Na1+:5.000 O2-:18.000 Se6+:4.000,Se2,4.0,6.0,4,6,0.153,"[114.123, 112.911, 112.569, 108.138, 105.783, 102.286]"
15549,40309.cif,Ca2+:4.720 Na1+:12.640 Nd3+:0.640 O2-:36.000 Si4+:12.000,Si1,4.0,4.0,3,4,0.066,"[118.672, 112.185, 109.652, 106.32, 106.045, 102.968]"
15550,40309.cif,Ca2+:4.720 Na1+:12.640 Nd3+:0.640 O2-:36.000 Si4+:12.000,Si2,4.0,4.0,3,4,0.044,"[118.908, 110.225, 109.117, 106.469, 105.789, 105.593]"
15551,40309.cif,Ca2+:4.720 Na1+:12.640 Nd3+:0.640 O2-:36.000 Si4+:12.000,Si3,4.0,4.0,3,4,0.071,"[118.986, 112.21, 110.867, 106.475, 105.325, 101.8]"
15563,404446.cif,Al3+:33.000 Na1+:2.340 O2-:51.060 Pr3+:0.768,Al2,4.0,3.0,3,3,0.014,"[110.139, 110.139, 110.139, 108.796, 108.796, 108.796]"
15566,40451.cif,Al3+:16.000 H1+:32.000 Na1+:16.000 O2-:112.000 Si4+:32.000,Al1,4.0,3.0,3,3,0.05,"[116.449, 115.227, 113.123, 108.047, 105.98, 97.389]"
15567,40451.cif,Al3+:16.000 H1+:32.000 Na1+:16.000 O2-:112.000 Si4+:32.000,Al2,4.0,3.0,3,3,0.051,"[113.459, 112.886, 112.582, 112.569, 107.951, 97.25]"
15581,404913.cif,Na1+:8.000 O2-:12.000 Zn2+:8.000,Zn1,4.0,2.0,4,2,0.061,"[122.066, 117.717, 110.279, 106.852, 102.592, 92.877]"
15590,405161.cif,H1+:12.000 Na1+:16.000 O2-:44.000 P5+:12.000,P1,4.0,5.0,3,5,0.144,"[118.516, 110.365, 110.359, 109.494, 109.494, 96.367]"
15591,405161.cif,H1+:12.000 Na1+:16.000 O2-:44.000 P5+:12.000,P2,4.0,5.0,3,5,0.136,"[118.679, 112.7, 108.736, 107.134, 107.11, 101.525]"
15595,40522.cif,Al3+:4.000 F1-:4.000 Na1+:4.000 O2-:16.000 P5+:4.000,P1,4.0,5.0,3,5,0.008,"[110.347, 110.347, 110.261, 110.255, 109.798, 105.765]"
15627,40525.cif,H1+:16.000 Mg2+:2.000 Na1+:4.000 O2-:24.000 S6+:4.000,S1,4.0,6.0,3,6,0.033,"[110.579, 110.408, 110.109, 109.719, 108.168, 107.8]"
15648,40661.cif,Mg2+:2.000 Na1+:4.000 O2-:24.000 Si4+:10.000,Si2,4.0,4.0,3,4,0.024,"[117.73, 110.469, 108.893, 108.391, 107.488, 103.78]"
15649,40661.cif,Mg2+:2.000 Na1+:4.000 O2-:24.000 Si4+:10.000,Si3,4.0,4.0,3,4,0.074,"[118.457, 112.706, 107.338, 106.732, 105.867, 104.702]"
15668,407316.cif,As5+:2.000 H1+:8.000 Na1+:2.000 O2-:12.000 Zn2+:2.000,As1,4.0,5.0,4,5,0.025,"[112.148, 111.309, 110.06, 108.113, 107.584, 107.452]"
15679,407316.cif,As5+:2.000 H1+:8.000 Na1+:2.000 O2-:12.000 Zn2+:2.000,Zn1,4.0,2.0,4,2,0.023,"[116.462, 115.056, 109.585, 108.3, 104.383, 103.179]"
15680,40741.cif,Fe2+:2.400 Na1+:12.000 O2-:48.000 P5+:12.000 Zn2+:9.600,Fe1,4.0,2.0,4,8,0.014,"[121.655, 112.948, 111.753, 103.656, 102.897, 100.603]"
15681,40741.cif,Fe2+:2.400 Na1+:12.000 O2-:48.000 P5+:12.000 Zn2+:9.600,Fe2,4.0,2.0,4,8,0.004,"[116.098, 114.891, 110.469, 109.056, 103.35, 101.251]"
15682,40741.cif,Fe2+:2.400 Na1+:12.000 O2-:48.000 P5+:12.000 Zn2+:9.600,Fe3,4.0,2.0,4,8,0.011,"[118.424, 117.226, 106.768, 106.356, 104.916, 101.625]"
15695,40741.cif,Fe2+:2.400 Na1+:12.000 O2-:48.000 P5+:12.000 Zn2+:9.600,P1,4.0,5.0,3,5,0.025,"[111.272, 110.977, 110.567, 108.76, 108.144, 107.104]"
15696,40741.cif,Fe2+:2.400 Na1+:12.000 O2-:48.000 P5+:12.000 Zn2+:9.600,P2,4.0,5.0,3,5,0.023,"[110.212, 109.968, 109.542, 109.056, 109.044, 109.008]"
15697,40741.cif,Fe2+:2.400 Na1+:12.000 O2-:48.000 P5+:12.000 Zn2+:9.600,P3,4.0,5.0,3,5,0.021,"[111.069, 110.512, 109.901, 109.737, 108.433, 107.182]"
15698,40741.cif,Fe2+:2.400 Na1+:12.000 O2-:48.000 P5+:12.000 Zn2+:9.600,Zn1,4.0,2.0,4,2,0.017,"[121.655, 112.948, 111.753, 103.656, 102.897, 100.603]"
15699,40741.cif,Fe2+:2.400 Na1+:12.000 O2-:48.000 P5+:12.000 Zn2+:9.600,Zn2,4.0,2.0,4,2,0.004,"[116.098, 114.891, 110.469, 109.056, 103.35, 101.251]"
15700,40741.cif,Fe2+:2.400 Na1+:12.000 O2-:48.000 P5+:12.000 Zn2+:9.600,Zn3,4.0,2.0,4,2,0.013,"[118.424, 117.226, 106.768, 106.356, 104.916, 101.625]"
15701,40748.cif,Mo6+:8.000 Na1+:16.000 O2-:64.000 P5+:8.000 Y3+:8.000,Mo1,4.0,6.0,5,6,0.077,"[112.811, 110.304, 108.609, 108.609, 108.252, 108.252]"
15706,40748.cif,Mo6+:8.000 Na1+:16.000 O2-:64.000 P5+:8.000 Y3+:8.000,P1,4.0,5.0,3,5,0.008,"[113.235, 113.229, 110.029, 110.023, 107.2, 103.232]"
15798,408216.cif,Ca2+:6.000 Mn2+:2.000 Na1+:2.000 O2-:34.000 V5+:10.000,V1,4.0,5.0,4,5,0.122,"[112.315, 111.192, 110.334, 107.866, 107.62, 107.47]"
15799,408216.cif,Ca2+:6.000 Mn2+:2.000 Na1+:2.000 O2-:34.000 V5+:10.000,V2,4.0,5.0,4,5,0.161,"[110.959, 110.885, 110.738, 109.664, 109.05, 105.468]"
15800,408216.cif,Ca2+:6.000 Mn2+:2.000 Na1+:2.000 O2-:34.000 V5+:10.000,V3,4.0,5.0,4,5,0.12,"[114.123, 112.93, 110.273, 108.463, 105.724, 104.987]"
15801,408216.cif,Ca2+:6.000 Mn2+:2.000 Na1+:2.000 O2-:34.000 V5+:10.000,V4,4.0,5.0,4,5,0.148,"[115.468, 112.867, 108.089, 106.72, 106.696, 106.637]"
15802,408216.cif,Ca2+:6.000 Mn2+:2.000 Na1+:2.000 O2-:34.000 V5+:10.000,V5,4.0,5.0,4,5,0.157,"[113.091, 112.117, 111.254, 110.231, 107.969, 101.707]"
15810,408373.cif,Ca2+:4.000 Mg2+:4.000 Na1+:8.000 O2-:32.000 P5+:8.000,P1,4.0,5.0,3,5,0.033,"[111.808, 110.347, 109.141, 108.826, 108.705, 107.945]"
15811,408373.cif,Ca2+:4.000 Mg2+:4.000 Na1+:8.000 O2-:32.000 P5+:8.000,P2,4.0,5.0,3,5,0.028,"[111.944, 109.603, 109.421, 109.184, 108.572, 108.029]"
15820,408374.cif,Mg2+:12.000 Na1+:12.000 O2-:48.000 P5+:12.000,P1,4.0,5.0,3,5,0.033,"[111.679, 111.278, 109.524, 108.651, 108.524, 107.086]"
15821,408374.cif,Mg2+:12.000 Na1+:12.000 O2-:48.000 P5+:12.000,P2,4.0,5.0,3,5,0.037,"[111.537, 111.248, 109.257, 108.784, 108.306, 107.668]"
15822,408374.cif,Mg2+:12.000 Na1+:12.000 O2-:48.000 P5+:12.000,P3,4.0,5.0,3,5,0.037,"[112.259, 110.83, 109.196, 108.657, 108.156, 107.686]"
15847,408598.cif,H1+:20.000 N3-:8.000 Na1+:8.000 O2-:22.000 P5+:8.000,P1,4.0,5.0,3,5,0.085,"[118.451, 109.075, 109.05, 107.903, 107.206, 104.643]"
15848,408598.cif,H1+:20.000 N3-:8.000 Na1+:8.000 O2-:22.000 P5+:8.000,P2,4.0,5.0,3,5,0.091,"[117.775, 109.494, 109.269, 108.041, 106.147, 105.968]"
15849,408598.cif,H1+:20.000 N3-:8.000 Na1+:8.000 O2-:22.000 P5+:8.000,P3,4.0,5.0,3,5,0.085,"[118.398, 109.932, 107.854, 107.326, 107.098, 105.754]"
15850,408598.cif,H1+:20.000 N3-:8.000 Na1+:8.000 O2-:22.000 P5+:8.000,P4,4.0,5.0,3,5,0.083,"[118.516, 110.561, 109.871, 105.891, 105.807, 105.581]"
15868,408971.cif,Na1+:1.000 O2-:14.000 P5+:4.000 Ti3+:1.000 Ti4+:1.000,P1,4.0,5.0,3,5,0.098,"[114.155, 113.048, 109.859, 108.325, 107.68, 103.279]"
15869,408971.cif,Na1+:1.000 O2-:14.000 P5+:4.000 Ti3+:1.000 Ti4+:1.000,P2,4.0,5.0,3,5,0.09,"[113.254, 110.781, 110.61, 108.24, 107.866, 105.736]"
15907,409335.cif,As5+:8.000 Ca2+:2.000 Na1+:4.000 O2-:24.000,As1,4.0,5.0,4,5,0.193,"[123.401, 109.907, 109.907, 104.744, 104.744, 102.275]"
