100.0,0.0,0.0,0.0
100.0,32.0,79.0,71.0
100.0,42.0,76.0,77.0
100.0,71.0,63.0,67.0
100.0,78.0,89.0,99.0
100.0,77.0,95.0,100.0
100.0,67.0,89.0,100.0
100.0,73.0,93.0,95.0
100.0,76.0,82.0,100.0
100.0,78.0,94.0,100.0
100.0,82.0,92.0,100.0
100.0,76.0,93.0,100.0
100.0,87.0,94.0,100.0
100.0,81.0,93.0,100.0
100.0,73.0,94.0,100.0
100.0,83.0,95.0,100.0
100.0,84.0,95.0,100.0
100.0,81.0,94.0,100.0
